gene_id	contrast	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	protein_id	transcript_id	jgi_name	portal_id	seqid	start	end	strand	source	gff3_line	go_count	go_ids	go_names	go_types	kegg_count	kegg_ecnum	kegg_definition	kegg_catalyticactivity	kegg_cofactors	kegg_associateddiseases	kegg_pathway	kegg_pathway_class	kegg_pathway_type	has_go	has_kegg
gene_11	onu_vs_self	358.002816578833	0.754916548719096	0.194644094956669	3.87844567741524	0.000105125994498008	0.000333535401372479	1978571	1978825	jgi.p|Ophnu1|1978571	Ophnu1	OphioH327chr_1	68430	70198	+	prediction	87	0				0									no	no
gene_12	onu_vs_self	63.3328414562614	1.47498463448011	0.260435907032727	5.66352255833432	1.48296664546404e-08	8.07518733153446e-08	1978572	1978826	jgi.p|Ophnu1|1978572	Ophnu1	OphioH327chr_1	70917	72295	-	prediction	95	0				0									no	no
gene_13	onu_vs_self	246.540786874651	1.27717250459509	0.206962598875274	6.17103047379481	6.78463428377765e-10	4.20843981660411e-09	1978573	1978827	jgi.p|Ophnu1|1978573	Ophnu1	OphioH327chr_1	72921	74625	+	prediction	101	6	GO:0005351; GO:0008643; GO:0016020; GO:0005215; GO:0006810; GO:0016021	sugar:hydrogen symporter activity; carbohydrate transport; membrane; transporter activity; transport; integral to membrane	molecular_function; biological_process; cellular_component	0									yes	no
gene_14	onu_vs_self	1337.977212241	0.268395302245931	0.179281619792556	1.49705977978382	0.134377703913762	0.205773371288337	1978574	1978828	jgi.p|Ophnu1|1978574	Ophnu1	OphioH327chr_1	76905	79722	+	prediction	111	1	GO:0003824	catalytic activity	molecular_function	0									yes	no
gene_15	onu_vs_self	125.0330330668	0.27639274120857	0.212877075519291	1.29836780467948	0.194160976867905	0.279848116179368	1978575	1978829	jgi.p|Ophnu1|1978575	Ophnu1	OphioH327chr_1	80724	81497	-	prediction	119	0				0									no	no
gene_16	onu_vs_self	0.681391273339703	2.12358322759571	3.02785720223565	0.701348539828015	0.483085528341664	0.585890071210632	1978576	1978830	jgi.p|Ophnu1|1978576	Ophnu1	OphioH327chr_1	82522	82930	+	prediction	123	0				0									no	no
gene_17	onu_vs_self	5985.56051556044	0.0987112461916979	0.098579124316703	1.00134026220978	0.31666233407958	0.418630050922193	1978577	1978831	jgi.p|Ophnu1|1978577	Ophnu1	OphioH327chr_1	83705	84516	+	prediction	129	0				0									no	no
gene_18	onu_vs_self	2029.06043751688	-1.2281724644328	0.108368944922527	-11.3332511016954	8.98081495421745e-30	1.80459568094135e-28	1978578	1978832	jgi.p|Ophnu1|1978578	Ophnu1	OphioH327chr_1	85043	86426	+	prediction	137	4	GO:0003684; GO:0005634; GO:0006289; GO:0000166	damaged DNA binding; nucleus; nucleotide-excision repair; nucleotide binding	molecular_function; cellular_component; biological_process	0									yes	no
gene_19	onu_vs_self	2282.18340172218	0.259125348208045	0.0629644819489166	4.11542095142265	3.86473433996716e-05	0.000131801298606051	1978579	1978833	jgi.p|Ophnu1|1978579	Ophnu1	OphioH327chr_1	87351	89985	+	prediction	145	0				0									no	no
gene_20	onu_vs_self	4594.61691949484	0.281003884128253	0.0920328566950705	3.05329959559219	0.00226339844388258	0.00555785733781837	1978580	1978834	jgi.p|Ophnu1|1978580	Ophnu1	OphioH327chr_1	91579	92627	+	prediction	151	4	GO:0000786; GO:0003677; GO:0005634; GO:0006334	nucleosome; DNA binding; nucleus; nucleosome assembly	cellular_component; molecular_function; biological_process	0									yes	no
gene_21	onu_vs_self	1818.28257049683	0.429182940570072	0.101451795812593	4.23041245482614	2.33263213328242e-05	8.22039154421471e-05	1978581	1978835	jgi.p|Ophnu1|1978581	Ophnu1	OphioH327chr_1	93662	94540	-	prediction	157	0				0									no	no
gene_22	onu_vs_self	2182.78966814967	-0.391727473368717	0.0891095660570021	-4.39602043531594	1.10253558834132e-05	4.11408223025356e-05	1978582	1978836	jgi.p|Ophnu1|1978582	Ophnu1	OphioH327chr_1	97450	99588	+	prediction	161	1	GO:0003676	nucleic acid binding	molecular_function	0									yes	no
gene_23	onu_vs_self	1297.16033958663	0.202845699484066	0.112005652273374	1.8110309200198	0.0701360655299463	0.117511200026686	1978583	1978837	jgi.p|Ophnu1|1978583	Ophnu1	OphioH327chr_1	101431	105315	-	prediction	165	1	GO:0003968	RNA-directed RNA polymerase activity	molecular_function	1	2.7.7.48	RNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC	yes	yes
gene_24	onu_vs_self	2308.35472995717	0.629348143150692	0.0658420176458507	9.55845773949111	1.19524512545867e-21	1.74001671325276e-20	1978584	1978838	jgi.p|Ophnu1|1978584	Ophnu1	OphioH327chr_1	106472	108103	+	prediction	169	0				0									no	no
gene_25	onu_vs_self	5.3244199978847	0.879879568975765	0.816885469329429	1.07711497145132	0.281428905362667	0.380273311744977	1978585	1978839	jgi.p|Ophnu1|1978585	Ophnu1	OphioH327chr_1	108603	109118	-	prediction	173	0				0									no	no
gene_26	onu_vs_self	3411.16916531267	0.384960387868025	0.0951760804120184	4.04471781356751	5.23861843417814e-05	0.000174756717835405	1978586	1978840	jgi.p|Ophnu1|1978586	Ophnu1	OphioH327chr_1	110000	111169	-	prediction	177	7	GO:0000166; GO:0017111; GO:0005524; GO:0005634; GO:0005737; GO:0016787; GO:0030163	nucleotide binding; nucleoside-triphosphatase activity; ATP binding; nucleus; cytoplasm; hydrolase activity; protein catabolic process	molecular_function; cellular_component; biological_process	0									yes	no
gene_27	onu_vs_self	2790.90916211095	-0.518120979977936	0.0900037043610898	-5.75666283577912	8.57930232229091e-09	4.78117369002671e-08	1978587	1978841	jgi.p|Ophnu1|1978587	Ophnu1	OphioH327chr_1	111812	115045	-	prediction	181	0				0									no	no
gene_28	onu_vs_self	1802.56596248615	0.0742674496208945	0.11375712880111	0.652859740779339	0.513846705456471	0.61517871310593	1978588	1978842	jgi.p|Ophnu1|1978588	Ophnu1	OphioH327chr_1	118698	119525	+	prediction	185	0				0									no	no
gene_29	onu_vs_self	1.02419134013366	0.845908637247783	2.21008232543563	0.382749831312753	0.701905262704749	0.776668698132452	1978589	1978843	jgi.p|Ophnu1|1978589	Ophnu1	OphioH327chr_1	120452	121777	-	prediction	195	2	GO:0004194; GO:0006508	pepsin A activity; proteolysis	molecular_function; biological_process	1	3.4.23.18	Aspergillopepsin I.	Hydrolysis of proteins with broad specificity. Generally favors hydrophobic residues in P1 and P1', but also accepts Lys in P1, which leads to activation of trypsinogen. Does not clot milk.	\N	\N	\N	\N	\N	yes	yes
gene_30	onu_vs_self	2215.79116671243	-0.176365856340024	0.0949871499818942	-1.85673384635334	0.0633490296041916	0.107656877786754	1978590	1978844	jgi.p|Ophnu1|1978590	Ophnu1	OphioH327chr_1	123226	126246	-	prediction	199	0				0									no	no
gene_31	onu_vs_self	3087.58045361037	0.390699563310505	0.0820019655740729	4.76451461346476	1.89308798063095e-06	7.9125161690434e-06	1978591	1978845	jgi.p|Ophnu1|1978591	Ophnu1	OphioH327chr_1	127181	128815	+	prediction	203	6	GO:0006520; GO:0030170; GO:0003824; GO:0008152; GO:0004795; GO:0009088	amino acid metabolic process; pyridoxal phosphate binding; catalytic activity; metabolic process; threonine synthase activity; threonine biosynthetic process	biological_process; molecular_function	0									yes	no
gene_32	onu_vs_self	188.075520121207	-0.00534113754993217	0.190084649878091	-0.028098731556481	0.977583405746585	0.984483994493031	1978592	1978846	jgi.p|Ophnu1|1978592	Ophnu1	OphioH327chr_1	129409	130639	-	prediction	207	0				0									no	no
gene_33	onu_vs_self	1647.41556014433	-0.375160016225007	0.117808169900079	-3.18449914418672	0.00145004739646736	0.00370962513860149	1978593	1978847	jgi.p|Ophnu1|1978593	Ophnu1	OphioH327chr_1	131881	133725	+	prediction	213	1	GO:0003993	acid phosphatase activity	molecular_function	2	3.1.3.2	Acid phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	\N	Acid phosphatase deficiency; MIM:200950.	gamma-Hexachlorocyclohexane degradation; Riboflavin metabolism	Biodegradation of Xenobiotics; Metabolism of Cofactors and Vitamins	METABOLIC	yes	yes
gene_34	onu_vs_self	2345.12980135906	0.235659254975756	0.0982117388476116	2.39950191026973	0.0164173941589352	0.0333095269022245	1978594	1978848	jgi.p|Ophnu1|1978594	Ophnu1	OphioH327chr_1	134707	139140	-	prediction	217	3	GO:0003676; GO:0005622; GO:0008270	nucleic acid binding; intracellular; zinc ion binding	molecular_function; cellular_component	0									yes	no
gene_35	onu_vs_self	9.88336718644342	0.682415274160874	0.702959022642436	0.970775325702006	0.33166017224375	0.433900515727724	1978595	1978849	jgi.p|Ophnu1|1978595	Ophnu1	OphioH327chr_1	142087	143724	-	prediction	221	0				0									no	no
gene_36	onu_vs_self	2221.59362588828	0.26810960011798	0.139627312264475	1.92018019805566	0.0548351419656908	0.0949411034033805	1978596	1978850	jgi.p|Ophnu1|1978596	Ophnu1	OphioH327chr_1	146244	146943	-	prediction	225	3	GO:0006621; GO:0016021; GO:0046923	protein retention in ER; integral to membrane; ER retention sequence binding	biological_process; cellular_component; molecular_function	0									yes	no
gene_37	onu_vs_self	1882.93751807802	-0.387324200359139	0.0780924896263609	-4.9598137056754	7.0560814524695e-07	3.12144998620873e-06	1978597	1978851	jgi.p|Ophnu1|1978597	Ophnu1	OphioH327chr_1	147697	148980	+	prediction	231	0				0									no	no
gene_38	onu_vs_self	1176.35998463364	-0.302199945159086	0.140135469962311	-2.15648433077194	0.0310458660052013	0.0580119216338187	1978598	1978852	jgi.p|Ophnu1|1978598	Ophnu1	OphioH327chr_1	149335	150383	-	prediction	235	0				0									no	no
gene_39	onu_vs_self	860.724953760098	0.0225700498963686	0.0891200228088837	0.253254534559194	0.800071527195438	0.854367798502114	1978599	1978853	jgi.p|Ophnu1|1978599	Ophnu1	OphioH327chr_1	153903	158265	-	prediction	241	0				0									no	no
gene_40	onu_vs_self	758.213410406406	0.0929937060974549	0.101893559033747	0.912655392345804	0.361423811603545	0.46418422015399	1978600	1978854	jgi.p|Ophnu1|1978600	Ophnu1	OphioH327chr_1	159385	160776	-	prediction	249	3	GO:0003824; GO:0008152; GO:0033814	catalytic activity; metabolic process; propanoyl-CoA C-acyltransferase activity	molecular_function; biological_process	0									yes	no
gene_41	onu_vs_self	634.152685299842	-0.00686799398173796	0.107328785477974	-0.0639902329198295	0.948978003870556	0.963726623933083	1978601	1978855	jgi.p|Ophnu1|1978601	Ophnu1	OphioH327chr_1	161735	164838	-	prediction	253	6	GO:0003700; GO:0005634; GO:0006355; GO:0008270; GO:0003677; GO:0006350	transcription factor activity; nucleus; regulation of transcription, DNA-dependent; zinc ion binding; DNA binding; transcription	molecular_function; cellular_component; biological_process	0									yes	no
gene_42	onu_vs_self	953.695067042241	-0.561279267561832	0.0974070543330351	-5.76220348110329	8.30228183644042e-09	4.63584687018461e-08	1978602	1978856	jgi.p|Ophnu1|1978602	Ophnu1	OphioH327chr_1	172896	174641	+	prediction	259	0				0									no	no
gene_43	onu_vs_self	248.160626751105	0.400920389962199	0.194333445269921	2.06305399158306	0.0391074987383621	0.070938798304806	1978603	1978857	jgi.p|Ophnu1|1978603	Ophnu1	OphioH327chr_1	176545	178038	+	prediction	263	0				0									no	no
gene_44	onu_vs_self	3754.05679479077	0.0276981780748576	0.0674027840171093	0.410935222910477	0.681120033929175	0.760234803703478	1978604	1978858	jgi.p|Ophnu1|1978604	Ophnu1	OphioH327chr_1	178979	180964	+	prediction	267	0				0									no	no
gene_45	onu_vs_self	1344.73044821069	-0.0741071133616622	0.0769290582556987	-0.963317568705223	0.335388179264025	0.438041320491311	1978605	1978859	jgi.p|Ophnu1|1978605	Ophnu1	OphioH327chr_1	181638	183791	+	prediction	277	0				0									no	no
gene_46	onu_vs_self	2969.65511514753	0.666662934624581	0.136909581387066	4.86936654009491	1.11956567632055e-06	4.82795072509014e-06	1978606	1978860	jgi.p|Ophnu1|1978606	Ophnu1	OphioH327chr_1	185058	185389	+	prediction	281	2	GO:0030001; GO:0046872	metal ion transport; metal ion binding	biological_process; molecular_function	0									yes	no
gene_47	onu_vs_self	652.306568089152	0.0274067784893289	0.159032630409026	0.172334309121591	0.863174713053689	0.901290015093873	1978607	1978861	jgi.p|Ophnu1|1978607	Ophnu1	OphioH327chr_1	186720	189294	+	prediction	287	0				0									no	no
gene_48	onu_vs_self	1156.5299293109	0.035628851840775	0.0766671579957035	0.464721176214353	0.642131141559562	0.728321527991235	1978608	1978862	jgi.p|Ophnu1|1978608	Ophnu1	OphioH327chr_1	190040	190747	+	prediction	295	0				0									no	no
gene_49	onu_vs_self	2395.52654156394	0.596379330205371	0.100152858838963	5.95469103048066	2.60563614580644e-09	1.52351403060813e-08	1978609	1978863	jgi.p|Ophnu1|1978609	Ophnu1	OphioH327chr_1	191658	194522	-	prediction	299	0				0									no	no
gene_50	onu_vs_self	2219.13229742809	0.406991444489519	0.138713310501339	2.93404751871732	0.00334572982013837	0.00793116789265701	1978610	1978864	jgi.p|Ophnu1|1978610	Ophnu1	OphioH327chr_1	201258	207047	-	prediction	303	4	GO:0003777; GO:0005524; GO:0005875; GO:0007018	microtubule motor activity; ATP binding; microtubule associated complex; microtubule-based movement	molecular_function; cellular_component; biological_process	0									yes	no
gene_51	onu_vs_self	549.531067659133	0.244368411199411	0.12094106256474	2.02055783219698	0.0433255577804563	0.0776034263654961	1978611	1978865	jgi.p|Ophnu1|1978611	Ophnu1	OphioH327chr_1	213966	216689	-	prediction	311	0				0									no	no
gene_52	onu_vs_self	317.379720667957	0.569719326165272	0.145419719174422	3.91775839892751	8.93762174242667e-05	0.000287292685374286	1978612	1978866	jgi.p|Ophnu1|1978612	Ophnu1	OphioH327chr_1	218009	220909	+	prediction	321	6	GO:0003677; GO:0004518; GO:0005515; GO:0005634; GO:0006259; GO:0008821	DNA binding; nuclease activity; protein binding; nucleus; DNA metabolic process; crossover junction endodeoxyribonuclease activity	molecular_function; cellular_component; biological_process	1	3.1.22.-	Endodeoxyribonucleases producing other than 5'-phosphomonoesters.	\N	\N	\N	\N	\N	\N	yes	yes
gene_53	onu_vs_self	3902.40127816967	0.0523219585835957	0.0902434291331093	0.579786906218077	0.562058328575616	0.660156324452151	1978613	1978867	jgi.p|Ophnu1|1978613	Ophnu1	OphioH327chr_1	221365	228558	-	prediction	325	7	GO:0004842; GO:0006512; GO:0008270; GO:0051438; GO:0051440; GO:0051443; GO:0051444	ubiquitin-protein ligase activity; ubiquitin cycle; zinc ion binding; regulation of ubiquitin-protein ligase activity; regulation of ubiquitin-protein ligase activity during meiotic cell cycle; positive regulation of ubiquitin-protein ligase activity; negative regulation of ubiquitin-protein ligase activity	molecular_function; biological_process	1	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N	yes	yes
gene_54	onu_vs_self	4011.68107235513	0.336783142990781	0.106242302631761	3.16995334860241	0.00152463413922252	0.00388187633305913	1978614	1978868	jgi.p|Ophnu1|1978614	Ophnu1	OphioH327chr_1	229977	230247	-	prediction	329	3	GO:0005740; GO:0006122; GO:0008121	mitochondrial envelope; mitochondrial electron transport, ubiquinol to cytochrome c; ubiquinol-cytochrome-c reductase activity	cellular_component; biological_process; molecular_function	0									yes	no
gene_55	onu_vs_self	368.120626401543	-0.186289849873859	0.154164346444062	-1.20838478007919	0.226899291367039	0.318298579826591	1978615	1978869	jgi.p|Ophnu1|1978615	Ophnu1	OphioH327chr_1	231150	231824	+	prediction	337	0				0									no	no
gene_56	onu_vs_self	498.800705510545	0.597637566982049	0.103881474829146	5.75307164212852	8.76363237489985e-09	4.87437902073702e-08	1978616	1978870	jgi.p|Ophnu1|1978616	Ophnu1	OphioH327chr_1	232377	233682	-	prediction	341	1	GO:0045437	uridine nucleosidase activity	molecular_function	1	3.2.2.3	Uridine nucleosidase.	Uridine + H(2)O = uracil + D-ribose.	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC	yes	yes
gene_57	onu_vs_self	446.949917189317	-0.180696992772463	0.132180007034826	-1.36705237672483	0.171608888948864	0.252617728186118	1978617	1978871	jgi.p|Ophnu1|1978617	Ophnu1	OphioH327chr_1	234433	236385	-	prediction	349	1	GO:0045437	uridine nucleosidase activity	molecular_function	1	3.2.2.3	Uridine nucleosidase.	Uridine + H(2)O = uracil + D-ribose.	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC	yes	yes
gene_58	onu_vs_self	439.081454969249	-0.216566575927876	0.113713200579218	-1.90449811301376	0.056845342190179	0.0978279310711565	1978618	1978872	jgi.p|Ophnu1|1978618	Ophnu1	OphioH327chr_1	236782	240801	+	prediction	353	13	GO:0006281; GO:0005622; GO:0003720; GO:0003724; GO:0003887; GO:0003896; GO:0004779; GO:0008192; GO:0008193; GO:0008905; GO:0033677; GO:0043338; GO:0043814	DNA repair; intracellular; telomerase activity; RNA helicase activity; DNA-directed DNA polymerase activity; DNA primase activity; sulfate adenylyltransferase activity; RNA guanylyltransferase activity; tRNA guanylyltransferase activity; mannose-phosphate guanylyltransferase activity; DNA/RNA helicase activity; CTP:2,3-di-O-geranylgeranyl-sn-glycero-1-phosphate cytidyltransferase; phospholactate guanylyltransferase activity	biological_process; cellular_component; molecular_function	2	2.7.7.-	Nucleotidyltransferases.	\N	\N	\N	DNA polymerase; Ubiquinone biosynthesis	REPLICATION AND REPAIR; Metabolism of Cofactors and Vitamins	REGULATORY; METABOLIC	yes	yes
gene_59	onu_vs_self	121.216837971602	-0.394375201210124	0.232662799196264	-1.69505053052098	0.0900658354803641	0.146015824187863	1978619	1978873	jgi.p|Ophnu1|1978619	Ophnu1	OphioH327chr_1	240988	241608	-	prediction	357	0				0									no	no
gene_60	onu_vs_self	340.096489530546	-0.318402778915087	0.243634933016166	-1.3068847515966	0.191251855567996	0.276259852119819	1978620	1978874	jgi.p|Ophnu1|1978620	Ophnu1	OphioH327chr_1	242322	244859	-	prediction	363	3	GO:0004222; GO:0006508; GO:0004243	metalloendopeptidase activity; proteolysis; mitochondrial intermediate peptidase activity	molecular_function; biological_process	1	3.4.24.59	Mitochondrial intermediate peptidase.	Release of an N-terminal octapeptide as second stage of processing of some proteins imported in the mitochondrion.	Zinc.	\N	\N	\N	\N	yes	yes
gene_61	onu_vs_self	757.797934003269	0.0400139336634441	0.17786080669659	0.224973305848676	0.822000040815055	0.871307549917557	1978621	1978875	jgi.p|Ophnu1|1978621	Ophnu1	OphioH327chr_1	245437	246411	+	prediction	367	0				0									no	no
gene_62	onu_vs_self	92.5853371127538	0.18235443038749	0.256013733369844	0.712283782542462	0.4762890644486	0.579700610220392	1978622	1978876	jgi.p|Ophnu1|1978622	Ophnu1	OphioH327chr_1	246669	247752	-	prediction	375	3	GO:0005488; GO:0005743; GO:0006810	binding; mitochondrial inner membrane; transport	molecular_function; cellular_component; biological_process	0									yes	no
gene_63	onu_vs_self	102.457976146002	1.03135424005517	0.238112216297743	4.3313789443106	1.48178407935337e-05	5.40668018723993e-05	1978623	1978877	jgi.p|Ophnu1|1978623	Ophnu1	OphioH327chr_1	249343	250023	-	prediction	381	0				0									no	no
gene_64	onu_vs_self	3.63130219951449	1.20752563378273	1.18785373499335	1.01656087631824	0.309362373882688	0.411010696947976	1978624	1978878	jgi.p|Ophnu1|1978624	Ophnu1	OphioH327chr_1	255461	256129	-	prediction	385	0				0									no	no
gene_65	onu_vs_self	3283.50420344557	-0.240096599303564	0.0920100682224969	-2.60946007259736	0.00906852281564385	0.019469916052649	1978625	1978879	jgi.p|Ophnu1|1978625	Ophnu1	OphioH327chr_1	257694	260714	-	prediction	389	0				0									no	no
gene_66	onu_vs_self	3762.606248372	-0.0960461210802227	0.0978802093532458	-0.981261908968708	0.326463601604899	0.428411532996771	1978626	1978880	jgi.p|Ophnu1|1978626	Ophnu1	OphioH327chr_1	276882	279383	+	prediction	395	4	GO:0003700; GO:0005634; GO:0006355; GO:0008270	transcription factor activity; nucleus; regulation of transcription, DNA-dependent; zinc ion binding	molecular_function; cellular_component; biological_process	0									yes	no
gene_67	onu_vs_self	13.4508984445498	0.702078970747478	0.498116227609613	1.40946817596498	0.158696777202227	0.236869121682836	1978627	1978881	jgi.p|Ophnu1|1978627	Ophnu1	OphioH327chr_1	283961	284735	+	prediction	399	4	GO:0004022; GO:0004023; GO:0004024; GO:0004025	alcohol dehydrogenase activity; alcohol dehydrogenase activity, metal ion-independent; alcohol dehydrogenase activity, zinc-dependent; alcohol dehydrogenase activity, iron-dependent	molecular_function	5	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Bile acid biosynthesis; Tyrosine metabolism; Glycerolipid metabolism; Glycolysis / Gluconeogenesis; Fatty acid metabolism	Lipid Metabolism; Amino Acid Metabolism; Metabolism of Complex Lipids; Carbohydrate Metabolism	METABOLIC	yes	yes
gene_68	onu_vs_self	0.305833756367098	-2.08331007751841	3.68835301595168	-0.564834783576393	0.57218614565257	0.669112700152476	1978628	1978882	jgi.p|Ophnu1|1978628	Ophnu1	OphioH327chr_1	285038	285853	-	prediction	405	0				0									no	no
gene_69	onu_vs_self	543.061974754702	-0.303615857768316	0.172948128213596	-1.75553133129803	0.079168466312289	0.130524281901617	1978629	1978883	jgi.p|Ophnu1|1978629	Ophnu1	OphioH327chr_1	287210	288399	-	prediction	409	1	GO:0004784	superoxide dismutase activity	molecular_function	1	1.15.1.1	Superoxide dismutase.	2 peroxide radical + 2 H(+) = O(2) + H(2)O(2).	Copper and Zinc or Iron or Manganese.	\N	\N	\N	\N	yes	yes
gene_70	onu_vs_self	944.732011302309	-0.797775402042606	0.1230718201583	-6.48219390122346	9.03983565088572e-11	6.10741856129296e-10	1978630	1978884	jgi.p|Ophnu1|1978630	Ophnu1	OphioH327chr_1	288996	290228	-	prediction	415	0				0									no	no
gene_71	onu_vs_self	1154.93817472498	0.249293763304382	0.0794685647759023	3.13701101822311	0.00170679712917173	0.00430090769081837	1978631	1978885	jgi.p|Ophnu1|1978631	Ophnu1	OphioH327chr_1	295615	298107	+	prediction	419	0				0									no	no
gene_72	onu_vs_self	148.803981457282	-0.238824724862023	0.168487882929474	-1.41745934906186	0.156348671384437	0.233832216216401	1978632	1978886	jgi.p|Ophnu1|1978632	Ophnu1	OphioH327chr_1	306878	313741	-	prediction	423	0				0									no	no
