gene_id	contrast	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	protein_id	transcript_id	jgi_name	portal_id	seqid	start	end	strand	source	gff3_line	go_count	go_ids	go_names	go_types	kegg_count	kegg_ecnum	kegg_definition	kegg_catalyticactivity	kegg_cofactors	kegg_associateddiseases	kegg_pathway	kegg_pathway_class	kegg_pathway_type	has_go	has_kegg
gene_18	interaction_vs_self	2029.06043751688	-1.10532244731968	0.110156506281616	-10.0341095104624	1.07928836818891e-23	1.15052408862978e-22	1978578	1978832	jgi.p|Ophnu1|1978578	Ophnu1	OphioH327chr_1	85043	86426	+	prediction	137	4	GO:0000166; GO:0003684; GO:0005634; GO:0006289	damaged DNA binding; nucleotide binding; nucleotide-excision repair; nucleus	biological_process; cellular_component; molecular_function	0									yes	no
gene_19	interaction_vs_self	2282.18340172218	0.413543840353088	0.064709489032091	6.390775858978	1.65046161765593e-10	7.64499537182617e-10	1978579	1978833	jgi.p|Ophnu1|1978579	Ophnu1	OphioH327chr_1	87351	89985	+	prediction	145	0				0									no	no
gene_20	interaction_vs_self	4594.61691949484	-0.155767580923016	0.0930047038843811	-1.67483551280007	0.0939665090409728	0.13568713181355	1978580	1978834	jgi.p|Ophnu1|1978580	Ophnu1	OphioH327chr_1	91579	92627	+	prediction	151	4	GO:0000786; GO:0003677; GO:0005634; GO:0006334	DNA binding; nucleosome; nucleosome assembly; nucleus	biological_process; cellular_component; molecular_function	0									yes	no
gene_21	interaction_vs_self	1818.28257049683	0.157635208648829	0.10334668099993	1.52530499406106	0.127183042724642	0.178035461279303	1978581	1978835	jgi.p|Ophnu1|1978581	Ophnu1	OphioH327chr_1	93662	94540	-	prediction	157	0				0									no	no
gene_22	interaction_vs_self	2182.78966814967	-0.26346004495083	0.0906520968648722	-2.90627634729231	0.00365758266372098	0.00712051571559054	1978582	1978836	jgi.p|Ophnu1|1978582	Ophnu1	OphioH327chr_1	97450	99588	+	prediction	161	1	GO:0003676	nucleic acid binding	molecular_function	0									yes	no
gene_23	interaction_vs_self	1297.16033958663	-0.973204551602572	0.116840026496793	-8.32937633431027	8.12693395102337e-17	5.99711677765173e-16	1978583	1978837	jgi.p|Ophnu1|1978583	Ophnu1	OphioH327chr_1	101431	105315	-	prediction	165	1	GO:0003968	RNA-directed RNA polymerase activity	molecular_function	1	2.7.7.48	RNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC	yes	yes
gene_24	interaction_vs_self	2308.35472995717	0.829111453778746	0.0673259681251203	12.314883496928	7.53238724901739e-35	1.28440706875675e-33	1978584	1978838	jgi.p|Ophnu1|1978584	Ophnu1	OphioH327chr_1	106472	108103	+	prediction	169	0				0									no	no
gene_25	interaction_vs_self	5.3244199978847	-0.181130158106086	0.937673950639785	-0.19316965986151	0.846826099127773	0.880995552811587	1978585	1978839	jgi.p|Ophnu1|1978585	Ophnu1	OphioH327chr_1	108603	109118	-	prediction	173	0				0									no	no
gene_26	interaction_vs_self	3411.16916531267	0.635533342008333	0.0958712487133557	6.62902956347743	3.37900910152517e-11	1.66040860557149e-10	1978586	1978840	jgi.p|Ophnu1|1978586	Ophnu1	OphioH327chr_1	110000	111169	-	prediction	177	7	GO:0000166; GO:0005524; GO:0005634; GO:0005737; GO:0016787; GO:0017111; GO:0030163	ATP binding; cytoplasm; hydrolase activity; nucleoside-triphosphatase activity; nucleotide binding; nucleus; protein catabolic process	biological_process; cellular_component; molecular_function	0									yes	no
gene_27	interaction_vs_self	2790.90916211095	-0.568895946443757	0.0914647428148916	-6.21983869341984	4.9766624629478e-10	2.21414920388946e-09	1978587	1978841	jgi.p|Ophnu1|1978587	Ophnu1	OphioH327chr_1	111812	115045	-	prediction	181	0				0									no	no
gene_28	interaction_vs_self	1802.56596248615	-0.797904297222532	0.116640187107635	-6.84073231540885	7.87893612807358e-12	4.1124203205067e-11	1978588	1978842	jgi.p|Ophnu1|1978588	Ophnu1	OphioH327chr_1	118698	119525	+	prediction	185	0				0									no	no
gene_29	interaction_vs_self	1.02419134013366	-2.01678122904793	2.46514376081771	-0.818119113823586	0.41328917573049	0.492929544970461	1978589	1978843	jgi.p|Ophnu1|1978589	Ophnu1	OphioH327chr_1	120452	121777	-	prediction	195	2	GO:0004194; GO:0006508	pepsin A activity; proteolysis	biological_process; molecular_function	1	3.4.23.18	Aspergillopepsin I.	Hydrolysis of proteins with broad specificity. Generally favors hydrophobic residues in P1 and P1', but also accepts Lys in P1, which leads to activation of trypsinogen. Does not clot milk.	\N	\N	\N	\N	\N	yes	yes
gene_30	interaction_vs_self	2215.79116671243	0.266651923727123	0.0959648833926552	2.77864062665585	0.00545868795361227	0.010233545528454	1978590	1978844	jgi.p|Ophnu1|1978590	Ophnu1	OphioH327chr_1	123226	126246	-	prediction	199	0				0									no	no
gene_31	interaction_vs_self	3087.58045361037	0.249576490068447	0.0832570914665094	2.99766044756488	0.0027206060715286	0.00543106062786492	1978591	1978845	jgi.p|Ophnu1|1978591	Ophnu1	OphioH327chr_1	127181	128815	+	prediction	203	6	GO:0003824; GO:0004795; GO:0006520; GO:0008152; GO:0009088; GO:0030170	amino acid metabolic process; catalytic activity; metabolic process; pyridoxal phosphate binding; threonine biosynthetic process; threonine synthase activity	biological_process; molecular_function	0									yes	no
gene_32	interaction_vs_self	188.075520121207	-1.28427060243394	0.211715089592708	-6.06603244437885	1.31108656282089e-09	5.61145048887341e-09	1978592	1978846	jgi.p|Ophnu1|1978592	Ophnu1	OphioH327chr_1	129409	130639	-	prediction	207	0				0									no	no
gene_33	interaction_vs_self	1647.41556014433	-1.69064097409505	0.122558241116536	-13.7945923398777	2.74701338023996e-43	6.18800908811949e-42	1978593	1978847	jgi.p|Ophnu1|1978593	Ophnu1	OphioH327chr_1	131881	133725	+	prediction	213	1	GO:0003993	acid phosphatase activity	molecular_function	2	3.1.3.2	Acid phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	\N	Acid phosphatase deficiency; MIM:200950.	gamma-Hexachlorocyclohexane degradation; Riboflavin metabolism	Biodegradation of Xenobiotics; Metabolism of Cofactors and Vitamins	METABOLIC	yes	yes
gene_34	interaction_vs_self	2345.12980135906	0.15593421165543	0.099564621892346	1.56616083797349	0.117310968313454	0.16567924249516	1978594	1978848	jgi.p|Ophnu1|1978594	Ophnu1	OphioH327chr_1	134707	139140	-	prediction	217	3	GO:0003676; GO:0005622; GO:0008270	intracellular; nucleic acid binding; zinc ion binding	cellular_component; molecular_function	0									yes	no
gene_35	interaction_vs_self	9.88336718644342	2.3260948124545	0.696906107655728	3.337744908391	0.000844612515059824	0.00183406472067785	1978595	1978849	jgi.p|Ophnu1|1978595	Ophnu1	OphioH327chr_1	142087	143724	-	prediction	221	0				0									no	no
gene_36	interaction_vs_self	2221.59362588828	0.137785670057729	0.140671496424726	0.979485351045929	0.327340223210708	0.406681032029559	1978596	1978850	jgi.p|Ophnu1|1978596	Ophnu1	OphioH327chr_1	146244	146943	-	prediction	225	3	GO:0006621; GO:0016021; GO:0046923	ER retention sequence binding; integral to membrane; protein retention in ER	biological_process; cellular_component; molecular_function	0									yes	no
gene_37	interaction_vs_self	1882.93751807802	-0.776100611210744	0.0812452215746897	-9.55256932245874	1.2651890506903e-21	1.21005790769933e-20	1978597	1978851	jgi.p|Ophnu1|1978597	Ophnu1	OphioH327chr_1	147697	148980	+	prediction	231	0				0									no	no
gene_38	interaction_vs_self	1176.35998463364	-1.02491802684877	0.143707934048804	-7.1319515768747	9.89556908976563e-13	5.5003942472983e-12	1978598	1978852	jgi.p|Ophnu1|1978598	Ophnu1	OphioH327chr_1	149335	150383	-	prediction	235	0				0									no	no
gene_39	interaction_vs_self	860.724953760098	-0.0570926841041588	0.0933210120015261	-0.611788094445709	0.540677967683766	0.617340723405767	1978599	1978853	jgi.p|Ophnu1|1978599	Ophnu1	OphioH327chr_1	153903	158265	-	prediction	241	0				0									no	no
gene_40	interaction_vs_self	758.213410406406	0.204952381119425	0.105380511131109	1.94487936070489	0.0517894996385944	0.0801225586311889	1978600	1978854	jgi.p|Ophnu1|1978600	Ophnu1	OphioH327chr_1	159385	160776	-	prediction	249	3	GO:0003824; GO:0008152; GO:0033814	catalytic activity; metabolic process; propanoyl-CoA C-acyltransferase activity	biological_process; molecular_function	0									yes	no
gene_41	interaction_vs_self	634.152685299842	-0.107485338770214	0.112171555622701	-0.958222770233754	0.337950437560288	0.417078394682247	1978601	1978855	jgi.p|Ophnu1|1978601	Ophnu1	OphioH327chr_1	161735	164838	-	prediction	253	6	GO:0003677; GO:0003700; GO:0005634; GO:0006350; GO:0006355; GO:0008270	DNA binding; nucleus; regulation of transcription, DNA-dependent; transcription; transcription factor activity; zinc ion binding	biological_process; cellular_component; molecular_function	0									yes	no
gene_42	interaction_vs_self	953.695067042241	-1.03824284433713	0.103006059203166	-10.0794346698512	6.81169016103954e-24	7.3343481482388e-23	1978602	1978856	jgi.p|Ophnu1|1978602	Ophnu1	OphioH327chr_1	172896	174641	+	prediction	259	0				0									no	no
gene_43	interaction_vs_self	248.160626751105	-0.489225362765565	0.205581977340326	-2.37970939425146	0.0173262960042692	0.0296448318601928	1978603	1978857	jgi.p|Ophnu1|1978603	Ophnu1	OphioH327chr_1	176545	178038	+	prediction	263	0				0									no	no
gene_44	interaction_vs_self	3754.05679479077	0.192843946037234	0.0684384360262939	2.81777254470198	0.00483580536563902	0.00915807387828983	1978604	1978858	jgi.p|Ophnu1|1978604	Ophnu1	OphioH327chr_1	178979	180964	+	prediction	267	0				0									no	no
gene_45	interaction_vs_self	1344.73044821069	-0.126975184283798	0.0800520425453459	-1.58615795732972	0.112703482253665	0.159725464915791	1978605	1978859	jgi.p|Ophnu1|1978605	Ophnu1	OphioH327chr_1	181638	183791	+	prediction	277	0				0									no	no
gene_46	interaction_vs_self	2969.65511514753	0.810237378708444	0.137495520046046	5.89282747857606	3.79642716553413e-09	1.55490031277379e-08	1978606	1978860	jgi.p|Ophnu1|1978606	Ophnu1	OphioH327chr_1	185058	185389	+	prediction	281	2	GO:0030001; GO:0046872	metal ion binding; metal ion transport	biological_process; molecular_function	0									yes	no
gene_47	interaction_vs_self	652.306568089152	0.200392164265616	0.161535242931185	1.24054763919837	0.214772905110868	0.283187934034046	1978607	1978861	jgi.p|Ophnu1|1978607	Ophnu1	OphioH327chr_1	186720	189294	+	prediction	287	0				0									no	no
gene_48	interaction_vs_self	1156.5299293109	0.153757339737425	0.0797145358204116	1.9288494645923	0.0537495530322711	0.0828255938715105	1978608	1978862	jgi.p|Ophnu1|1978608	Ophnu1	OphioH327chr_1	190040	190747	+	prediction	295	0				0									no	no
gene_49	interaction_vs_self	2395.52654156394	1.21657793791702	0.100754643273593	12.074658778886	1.43759336608707e-33	2.31747631143226e-32	1978609	1978863	jgi.p|Ophnu1|1978609	Ophnu1	OphioH327chr_1	191658	194522	-	prediction	299	0				0									no	no
gene_50	interaction_vs_self	2219.13229742809	0.690041684641221	0.139420765565859	4.9493465470555	7.44630597939784e-07	2.41532319756141e-06	1978610	1978864	jgi.p|Ophnu1|1978610	Ophnu1	OphioH327chr_1	201258	207047	-	prediction	303	4	GO:0003777; GO:0005524; GO:0005875; GO:0007018	ATP binding; microtubule associated complex; microtubule motor activity; microtubule-based movement	biological_process; cellular_component; molecular_function	0									yes	no
gene_51	interaction_vs_self	549.531067659133	0.510412884604462	0.124341264817874	4.10493560084077	4.04427528498286e-05	0.000105545720851992	1978611	1978865	jgi.p|Ophnu1|1978611	Ophnu1	OphioH327chr_1	213966	216689	-	prediction	311	0				0									no	no
gene_52	interaction_vs_self	317.379720667957	0.44691425460604	0.151885975095163	2.94243266586023	0.00325644595302524	0.00640514185613421	1978612	1978866	jgi.p|Ophnu1|1978612	Ophnu1	OphioH327chr_1	218009	220909	+	prediction	321	6	GO:0003677; GO:0004518; GO:0005515; GO:0005634; GO:0006259; GO:0008821	crossover junction endodeoxyribonuclease activity; DNA binding; DNA metabolic process; nuclease activity; nucleus; protein binding	biological_process; cellular_component; molecular_function	1	3.1.22.-	Endodeoxyribonucleases producing other than 5'-phosphomonoesters.	\N	\N	\N	\N	\N	\N	yes	yes
gene_53	interaction_vs_self	3902.40127816967	0.659046253960036	0.0907002250481566	7.26620307292644	3.69732634701872e-13	2.14134732953182e-12	1978613	1978867	jgi.p|Ophnu1|1978613	Ophnu1	OphioH327chr_1	221365	228558	-	prediction	325	7	GO:0004842; GO:0006512; GO:0008270; GO:0051438; GO:0051440; GO:0051443; GO:0051444	negative regulation of ubiquitin-protein ligase activity; positive regulation of ubiquitin-protein ligase activity; regulation of ubiquitin-protein ligase activity; regulation of ubiquitin-protein ligase activity during meiotic cell cycle; ubiquitin cycle; ubiquitin-protein ligase activity; zinc ion binding	biological_process; molecular_function	1	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N	yes	yes
gene_54	interaction_vs_self	4011.68107235513	0.516856709166988	0.106813899302678	4.83885255141162	1.30590881819231e-06	4.10524402634086e-06	1978614	1978868	jgi.p|Ophnu1|1978614	Ophnu1	OphioH327chr_1	229977	230247	-	prediction	329	3	GO:0005740; GO:0006122; GO:0008121	mitochondrial electron transport, ubiquinol to cytochrome c; mitochondrial envelope; ubiquinol-cytochrome-c reductase activity	biological_process; cellular_component; molecular_function	0									yes	no
gene_55	interaction_vs_self	368.120626401543	0.238277313351811	0.157868216329683	1.50934316540453	0.131211109100137	0.182896449095778	1978615	1978869	jgi.p|Ophnu1|1978615	Ophnu1	OphioH327chr_1	231150	231824	+	prediction	337	0				0									no	no
gene_56	interaction_vs_self	498.800705510545	1.16522151505625	0.106840131187921	10.9062156897462	1.07644669951122e-27	1.38146682875803e-26	1978616	1978870	jgi.p|Ophnu1|1978616	Ophnu1	OphioH327chr_1	232377	233682	-	prediction	341	1	GO:0045437	uridine nucleosidase activity	molecular_function	1	3.2.2.3	Uridine nucleosidase.	Uridine + H(2)O = uracil + D-ribose.	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC	yes	yes
gene_57	interaction_vs_self	446.949917189317	-0.146867349565444	0.137391164924632	-1.06897229997293	0.285082151266827	0.361740767098138	1978617	1978871	jgi.p|Ophnu1|1978617	Ophnu1	OphioH327chr_1	234433	236385	-	prediction	349	1	GO:0045437	uridine nucleosidase activity	molecular_function	1	3.2.2.3	Uridine nucleosidase.	Uridine + H(2)O = uracil + D-ribose.	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC	yes	yes
gene_58	interaction_vs_self	439.081454969249	-0.312370006472127	0.120610208722213	-2.58991348892839	0.00960000540362894	0.0173148011494024	1978618	1978872	jgi.p|Ophnu1|1978618	Ophnu1	OphioH327chr_1	236782	240801	+	prediction	353	13	GO:0003720; GO:0003724; GO:0003887; GO:0003896; GO:0004779; GO:0005622; GO:0006281; GO:0008192; GO:0008193; GO:0008905; GO:0033677; GO:0043338; GO:0043814	CTP:2,3-di-O-geranylgeranyl-sn-glycero-1-phosphate cytidyltransferase; DNA primase activity; DNA repair; DNA-directed DNA polymerase activity; DNA/RNA helicase activity; intracellular; mannose-phosphate guanylyltransferase activity; phospholactate guanylyltransferase activity; RNA guanylyltransferase activity; RNA helicase activity; sulfate adenylyltransferase activity; telomerase activity; tRNA guanylyltransferase activity	biological_process; cellular_component; molecular_function	2	2.7.7.-	Nucleotidyltransferases.	\N	\N	\N	DNA polymerase; Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins; REPLICATION AND REPAIR	METABOLIC; REGULATORY	yes	yes
gene_59	interaction_vs_self	121.216837971602	-0.650289913299519	0.247352337396745	-2.62900249960636	0.00856357314688235	0.0155701329943315	1978619	1978873	jgi.p|Ophnu1|1978619	Ophnu1	OphioH327chr_1	240988	241608	-	prediction	357	0				0									no	no
gene_60	interaction_vs_self	340.096489530546	0.137658887864286	0.246169367803699	0.559203970390249	0.576022523771299	0.649124908304676	1978620	1978874	jgi.p|Ophnu1|1978620	Ophnu1	OphioH327chr_1	242322	244859	-	prediction	363	3	GO:0004222; GO:0004243; GO:0006508	metalloendopeptidase activity; mitochondrial intermediate peptidase activity; proteolysis	biological_process; molecular_function	1	3.4.24.59	Mitochondrial intermediate peptidase.	Release of an N-terminal octapeptide as second stage of processing of some proteins imported in the mitochondrion.	Zinc.	\N	\N	\N	\N	yes	yes
gene_61	interaction_vs_self	757.797934003269	0.567308165025075	0.179184934137878	3.16604834973763	0.0015452510668972	0.00321052163413594	1978621	1978875	jgi.p|Ophnu1|1978621	Ophnu1	OphioH327chr_1	245437	246411	+	prediction	367	0				0									no	no
gene_62	interaction_vs_self	92.5853371127538	0.153739182297381	0.268618391414	0.572333046475716	0.567096365650022	0.64100685196939	1978622	1978876	jgi.p|Ophnu1|1978622	Ophnu1	OphioH327chr_1	246669	247752	-	prediction	375	3	GO:0005488; GO:0005743; GO:0006810	binding; mitochondrial inner membrane; transport	biological_process; cellular_component; molecular_function	0									yes	no
gene_63	interaction_vs_self	102.457976146002	2.65713985161129	0.23657280602764	11.2318059553339	2.84601189775565e-29	3.92300512798525e-28	1978623	1978877	jgi.p|Ophnu1|1978623	Ophnu1	OphioH327chr_1	249343	250023	-	prediction	381	0				0									no	no
gene_64	interaction_vs_self	3.63130219951449	1.29292324387908	1.24004710536731	1.04264042735385	0.297114858135752	0.374676367949622	1978624	1978878	jgi.p|Ophnu1|1978624	Ophnu1	OphioH327chr_1	255461	256129	-	prediction	385	0				0									no	no
gene_65	interaction_vs_self	3283.50420344557	0.278865589172226	0.0926429799725882	3.01011031008219	0.00261152824438939	0.00522549831041916	1978625	1978879	jgi.p|Ophnu1|1978625	Ophnu1	OphioH327chr_1	257694	260714	-	prediction	389	0				0									no	no
gene_66	interaction_vs_self	3762.606248372	0.418576481777348	0.0983861779133164	4.25442364623755	2.09588160231109e-05	5.63997061168908e-05	1978626	1978880	jgi.p|Ophnu1|1978626	Ophnu1	OphioH327chr_1	276882	279383	+	prediction	395	4	GO:0003700; GO:0005634; GO:0006355; GO:0008270	nucleus; regulation of transcription, DNA-dependent; transcription factor activity; zinc ion binding	biological_process; cellular_component; molecular_function	0									yes	no
gene_67	interaction_vs_self	13.4508984445498	0.732042986604497	0.535812733567869	1.36622917064694	0.171867044351	0.232561160234677	1978627	1978881	jgi.p|Ophnu1|1978627	Ophnu1	OphioH327chr_1	283961	284735	+	prediction	399	4	GO:0004022; GO:0004023; GO:0004024; GO:0004025	alcohol dehydrogenase activity; alcohol dehydrogenase activity, iron-dependent; alcohol dehydrogenase activity, metal ion-independent; alcohol dehydrogenase activity, zinc-dependent	molecular_function	5	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Bile acid biosynthesis; Fatty acid metabolism; Glycerolipid metabolism; Glycolysis / Gluconeogenesis; Tyrosine metabolism	Amino Acid Metabolism; Carbohydrate Metabolism; Lipid Metabolism; Metabolism of Complex Lipids	METABOLIC	yes	yes
gene_68	interaction_vs_self	0.305833756367098	-1.61772749937853	3.68835301595168	-0.438604301806809	0.660948279447364	0.722661549632065	1978628	1978882	jgi.p|Ophnu1|1978628	Ophnu1	OphioH327chr_1	285038	285853	-	prediction	405	0				0									no	no
gene_69	interaction_vs_self	543.061974754702	0.0749068711273964	0.175375362205809	0.427123115728711	0.669289657120517	0.730072478749486	1978629	1978883	jgi.p|Ophnu1|1978629	Ophnu1	OphioH327chr_1	287210	288399	-	prediction	409	1	GO:0004784	superoxide dismutase activity	molecular_function	1	1.15.1.1	Superoxide dismutase.	2 peroxide radical + 2 H(+) = O(2) + H(2)O(2).	Copper and Zinc or Iron or Manganese.	\N	\N	\N	\N	yes	yes
gene_70	interaction_vs_self	944.732011302309	-0.132886024285834	0.124627029363546	-1.06626969257364	0.28630174574009	0.362911734567625	1978630	1978884	jgi.p|Ophnu1|1978630	Ophnu1	OphioH327chr_1	288996	290228	-	prediction	415	0				0									no	no
gene_71	interaction_vs_self	1154.93817472498	0.825902763009476	0.0812176090563016	10.169011038443	2.72662929061863e-24	3.01160602938006e-23	1978631	1978885	jgi.p|Ophnu1|1978631	Ophnu1	OphioH327chr_1	295615	298107	+	prediction	419	0				0									no	no
gene_72	interaction_vs_self	148.803981457282	-0.693351132379128	0.186589312277076	-3.71592093843798	0.000202464889220529	0.000484918705016153	1978632	1978886	jgi.p|Ophnu1|1978632	Ophnu1	OphioH327chr_1	306878	313741	-	prediction	423	0				0									no	no
