gene_id	contrast	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	protein_id	transcript_id	jgi_name	portal_id	seqid	start	end	strand	source	gff3_line	go_count	go_ids	go_names	go_types	kegg_count	kegg_ecnum	kegg_definition	kegg_catalyticactivity	kegg_cofactors	kegg_associateddiseases	kegg_pathway	kegg_pathway_class	kegg_pathway_type	has_go	has_kegg
gene_20	interaction_vs_onu	4594.61691949484	-0.436771465051269	0.092233628631771	-4.73549042285882	2.18526024823782e-06	8.39579341333742e-06	1978580	1978834	jgi.p|Ophnu1|1978580	Ophnu1	OphioH327chr_1	91579	92627	+	prediction	151	4	GO:0000786; GO:0003677; GO:0005634; GO:0006334	nucleosome; DNA binding; nucleus; nucleosome assembly	cellular_component; molecular_function; biological_process	0									yes	no
gene_21	interaction_vs_onu	1818.28257049683	-0.271547731921243	0.101302638161817	-2.68055933042419	0.00734992339219098	0.0147896906998483	1978581	1978835	jgi.p|Ophnu1|1978581	Ophnu1	OphioH327chr_1	93662	94540	-	prediction	157	0				0									no	no
gene_22	interaction_vs_onu	2182.78966814967	0.128267428417887	0.089668100542839	1.43046889185087	0.152582487957416	0.216637269350719	1978582	1978836	jgi.p|Ophnu1|1978582	Ophnu1	OphioH327chr_1	97450	99588	+	prediction	161	1	GO:0003676	nucleic acid binding	molecular_function	0									yes	no
gene_23	interaction_vs_onu	1297.16033958663	-1.17605025108664	0.115036562072924	-10.2232736261809	1.55982397769984e-24	2.62320103125945e-23	1978583	1978837	jgi.p|Ophnu1|1978583	Ophnu1	OphioH327chr_1	101431	105315	-	prediction	165	1	GO:0003968	RNA-directed RNA polymerase activity	molecular_function	1	2.7.7.48	RNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC	yes	yes
gene_24	interaction_vs_onu	2308.35472995717	0.199763310628054	0.064068841358459	3.11794791965095	0.00182114981658753	0.00423270226174022	1978584	1978838	jgi.p|Ophnu1|1978584	Ophnu1	OphioH327chr_1	106472	108103	+	prediction	169	0				0									no	no
gene_25	interaction_vs_onu	5.3244199978847	-1.06100972708185	0.846524803520688	-1.25337110344449	0.210070682703932	0.284436103123325	1978585	1978839	jgi.p|Ophnu1|1978585	Ophnu1	OphioH327chr_1	108603	109118	-	prediction	173	0				0									no	no
gene_26	interaction_vs_onu	3411.16916531267	0.250572954140308	0.0945790540045271	2.64934933826167	0.00806469213878801	0.0160543638855873	1978586	1978840	jgi.p|Ophnu1|1978586	Ophnu1	OphioH327chr_1	110000	111169	-	prediction	177	7	GO:0000166; GO:0017111; GO:0005524; GO:0005634; GO:0005737; GO:0016787; GO:0030163	nucleotide binding; nucleoside-triphosphatase activity; ATP binding; nucleus; cytoplasm; hydrolase activity; protein catabolic process	molecular_function; cellular_component; biological_process	0									yes	no
gene_27	interaction_vs_onu	2790.90916211095	-0.0507749664658204	0.0908355104698558	-0.558977058676522	0.576177377124342	0.656822259712927	1978587	1978841	jgi.p|Ophnu1|1978587	Ophnu1	OphioH327chr_1	111812	115045	-	prediction	181	0				0									no	no
gene_28	interaction_vs_onu	1802.56596248615	-0.872171746843427	0.115417733825819	-7.55665284643042	4.13573844386288e-14	3.6223473681496e-13	1978588	1978842	jgi.p|Ophnu1|1978588	Ophnu1	OphioH327chr_1	118698	119525	+	prediction	185	0				0									no	no
gene_29	interaction_vs_onu	1.02419134013366	-2.86268986629571	2.32465709733204	-1.23144607846945	0.218156072129898	0.29389612487125	1978589	1978843	jgi.p|Ophnu1|1978589	Ophnu1	OphioH327chr_1	120452	121777	-	prediction	195	2	GO:0004194; GO:0006508	pepsin A activity; proteolysis	molecular_function; biological_process	1	3.4.23.18	Aspergillopepsin I.	Hydrolysis of proteins with broad specificity. Generally favors hydrophobic residues in P1 and P1', but also accepts Lys in P1, which leads to activation of trypsinogen. Does not clot milk.	\N	\N	\N	\N	\N	yes	yes
gene_30	interaction_vs_onu	2215.79116671243	0.443017780067147	0.0947097216547203	4.67763786364235	2.90198462324067e-06	1.08808534274814e-05	1978590	1978844	jgi.p|Ophnu1|1978590	Ophnu1	OphioH327chr_1	123226	126246	-	prediction	199	0				0									no	no
gene_31	interaction_vs_onu	3087.58045361037	-0.141123073242058	0.081764113508362	-1.7259781484407	0.0843513440071588	0.129144608245623	1978591	1978845	jgi.p|Ophnu1|1978591	Ophnu1	OphioH327chr_1	127181	128815	+	prediction	203	6	GO:0006520; GO:0030170; GO:0003824; GO:0008152; GO:0004795; GO:0009088	amino acid metabolic process; pyridoxal phosphate binding; catalytic activity; metabolic process; threonine synthase activity; threonine biosynthetic process	biological_process; molecular_function	0									yes	no
gene_32	interaction_vs_onu	188.075520121207	-1.27892946488401	0.20604261730513	-6.2071113326523	5.39673675751018e-10	3.22373109869415e-09	1978592	1978846	jgi.p|Ophnu1|1978592	Ophnu1	OphioH327chr_1	129409	130639	-	prediction	207	0				0									no	no
gene_33	interaction_vs_onu	1647.41556014433	-1.31548095787004	0.121773717820687	-10.802667286607	3.34347248428522e-27	6.47514128178313e-26	1978593	1978847	jgi.p|Ophnu1|1978593	Ophnu1	OphioH327chr_1	131881	133725	+	prediction	213	1	GO:0003993	acid phosphatase activity	molecular_function	2	3.1.3.2	Acid phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	\N	Acid phosphatase deficiency; MIM:200950.	gamma-Hexachlorocyclohexane degradation; Riboflavin metabolism	Biodegradation of Xenobiotics; Metabolism of Cofactors and Vitamins	METABOLIC	yes	yes
gene_34	interaction_vs_onu	2345.12980135906	-0.0797250433203261	0.098097311229774	-0.812713848329497	0.416382139532969	0.505310949090296	1978594	1978848	jgi.p|Ophnu1|1978594	Ophnu1	OphioH327chr_1	134707	139140	-	prediction	217	3	GO:0003676; GO:0005622; GO:0008270	nucleic acid binding; intracellular; zinc ion binding	molecular_function; cellular_component	0									yes	no
gene_35	interaction_vs_onu	9.88336718644342	1.64367953829362	0.560344892108248	2.93333545365145	0.00335341355110296	0.00733211238759677	1978595	1978849	jgi.p|Ophnu1|1978595	Ophnu1	OphioH327chr_1	142087	143724	-	prediction	221	0				0									no	no
gene_36	interaction_vs_onu	2221.59362588828	-0.130323930060252	0.139557299225235	-0.933838149518204	0.350387387362772	0.437409367919692	1978596	1978850	jgi.p|Ophnu1|1978596	Ophnu1	OphioH327chr_1	146244	146943	-	prediction	225	3	GO:0006621; GO:0016021; GO:0046923	protein retention in ER; integral to membrane; ER retention sequence binding	biological_process; cellular_component; molecular_function	0									yes	no
gene_37	interaction_vs_onu	1882.93751807802	-0.388776410851605	0.0800924715868076	-4.85409431309949	1.20938173276054e-06	4.80162691671162e-06	1978597	1978851	jgi.p|Ophnu1|1978597	Ophnu1	OphioH327chr_1	147697	148980	+	prediction	231	0				0									no	no
gene_38	interaction_vs_onu	1176.35998463364	-0.722718081689685	0.142617351026574	-5.0675326423292	4.03005409351532e-07	1.71287304073938e-06	1978598	1978852	jgi.p|Ophnu1|1978598	Ophnu1	OphioH327chr_1	149335	150383	-	prediction	235	0				0									no	no
gene_39	interaction_vs_onu	860.724953760098	-0.0796627340005274	0.0897908914679801	-0.887202840935549	0.374969703188957	0.463567397356654	1978599	1978853	jgi.p|Ophnu1|1978599	Ophnu1	OphioH327chr_1	153903	158265	-	prediction	241	0				0									no	no
gene_40	interaction_vs_onu	758.213410406406	0.11195867502197	0.101419323934653	1.1039185697403	0.269628462746656	0.351937147226005	1978600	1978854	jgi.p|Ophnu1|1978600	Ophnu1	OphioH327chr_1	159385	160776	-	prediction	249	3	GO:0003824; GO:0008152; GO:0033814	catalytic activity; metabolic process; propanoyl-CoA C-acyltransferase activity	molecular_function; biological_process	0									yes	no
gene_41	interaction_vs_onu	634.152685299842	-0.100617344788476	0.108319802517466	-0.928891508754849	0.352945313946947	0.440153246996776	1978601	1978855	jgi.p|Ophnu1|1978601	Ophnu1	OphioH327chr_1	161735	164838	-	prediction	253	6	GO:0003700; GO:0005634; GO:0006355; GO:0008270; GO:0003677; GO:0006350	transcription factor activity; nucleus; regulation of transcription, DNA-dependent; zinc ion binding; DNA binding; transcription	molecular_function; cellular_component; biological_process	0									yes	no
gene_42	interaction_vs_onu	953.695067042241	-0.476963576775301	0.101587179459255	-4.69511585334055	2.6645566450265e-06	1.0110197199214e-05	1978602	1978856	jgi.p|Ophnu1|1978602	Ophnu1	OphioH327chr_1	172896	174641	+	prediction	259	0				0									no	no
gene_43	interaction_vs_onu	248.160626751105	-0.890145752727764	0.199076385055488	-4.47137792099076	7.77172197481573e-06	2.74446947625506e-05	1978603	1978857	jgi.p|Ophnu1|1978603	Ophnu1	OphioH327chr_1	176545	178038	+	prediction	263	0				0									no	no
gene_44	interaction_vs_onu	3754.05679479077	0.165145767962377	0.0672589240502467	2.45537332472048	0.0140738345083808	0.0263557259662523	1978604	1978858	jgi.p|Ophnu1|1978604	Ophnu1	OphioH327chr_1	178979	180964	+	prediction	267	0				0									no	no
gene_45	interaction_vs_onu	1344.73044821069	-0.0528680709221354	0.0776303461805751	-0.6810232534473	0.495856776811201	0.582880253982956	1978605	1978859	jgi.p|Ophnu1|1978605	Ophnu1	OphioH327chr_1	181638	183791	+	prediction	277	0				0									no	no
gene_46	interaction_vs_onu	2969.65511514753	0.143574444083863	0.136240806681115	1.05382849368995	0.291961445592276	0.375366472554803	1978606	1978860	jgi.p|Ophnu1|1978606	Ophnu1	OphioH327chr_1	185058	185389	+	prediction	281	2	GO:0030001; GO:0046872	metal ion transport; metal ion binding	biological_process; molecular_function	0									yes	no
gene_47	interaction_vs_onu	652.306568089152	0.172985385776287	0.158659886235215	1.09029062027584	0.275585145663224	0.358130992390647	1978607	1978861	jgi.p|Ophnu1|1978607	Ophnu1	OphioH327chr_1	186720	189294	+	prediction	287	0				0									no	no
gene_48	interaction_vs_onu	1156.5299293109	0.11812848789665	0.0764594777690836	1.54498162089743	0.122350709010596	0.178907083896601	1978608	1978862	jgi.p|Ophnu1|1978608	Ophnu1	OphioH327chr_1	190040	190747	+	prediction	295	0				0									no	no
gene_49	interaction_vs_onu	2395.52654156394	0.620198607711651	0.0984283415548414	6.30101653562957	2.95699842143683e-10	1.81007780542448e-09	1978609	1978863	jgi.p|Ophnu1|1978609	Ophnu1	OphioH327chr_1	191658	194522	-	prediction	299	0				0									no	no
gene_50	interaction_vs_onu	2219.13229742809	0.283050240151702	0.138018263940612	2.05081727642579	0.0402847444597417	0.0674828596037944	1978610	1978864	jgi.p|Ophnu1|1978610	Ophnu1	OphioH327chr_1	201258	207047	-	prediction	303	4	GO:0003777; GO:0005524; GO:0005875; GO:0007018	microtubule motor activity; ATP binding; microtubule associated complex; microtubule-based movement	molecular_function; cellular_component; biological_process	0									yes	no
gene_51	interaction_vs_onu	549.531067659133	0.266044473405052	0.118835700061047	2.23875883483147	0.0251716120678268	0.0441806436950169	1978611	1978865	jgi.p|Ophnu1|1978611	Ophnu1	OphioH327chr_1	213966	216689	-	prediction	311	0				0									no	no
gene_52	interaction_vs_onu	317.379720667957	-0.122805071559232	0.142679595054114	-0.860705215154663	0.389400420065004	0.478505253482117	1978612	1978866	jgi.p|Ophnu1|1978612	Ophnu1	OphioH327chr_1	218009	220909	+	prediction	321	6	GO:0003677; GO:0004518; GO:0005515; GO:0005634; GO:0006259; GO:0008821	DNA binding; nuclease activity; protein binding; nucleus; DNA metabolic process; crossover junction endodeoxyribonuclease activity	molecular_function; cellular_component; biological_process	1	3.1.22.-	Endodeoxyribonucleases producing other than 5'-phosphomonoesters.	\N	\N	\N	\N	\N	\N	yes	yes
gene_53	interaction_vs_onu	3902.40127816967	0.60672429537644	0.0897097597855981	6.76319161735001	1.34984516256899e-11	9.31077726961365e-11	1978613	1978867	jgi.p|Ophnu1|1978613	Ophnu1	OphioH327chr_1	221365	228558	-	prediction	325	7	GO:0004842; GO:0006512; GO:0008270; GO:0051438; GO:0051440; GO:0051443; GO:0051444	ubiquitin-protein ligase activity; ubiquitin cycle; zinc ion binding; regulation of ubiquitin-protein ligase activity; regulation of ubiquitin-protein ligase activity during meiotic cell cycle; positive regulation of ubiquitin-protein ligase activity; negative regulation of ubiquitin-protein ligase activity	molecular_function; biological_process	1	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N	yes	yes
gene_54	interaction_vs_onu	4011.68107235513	0.180073566176208	0.10588465536446	1.70065781067508	0.0890072617100004	0.135328980504015	1978614	1978868	jgi.p|Ophnu1|1978614	Ophnu1	OphioH327chr_1	229977	230247	-	prediction	329	3	GO:0005740; GO:0006122; GO:0008121	mitochondrial envelope; mitochondrial electron transport, ubiquinol to cytochrome c; ubiquinol-cytochrome-c reductase activity	cellular_component; biological_process; molecular_function	0									yes	no
gene_55	interaction_vs_onu	368.120626401543	0.42456716322567	0.153354580237488	2.76853265528931	0.00563093423950145	0.0116737217462176	1978615	1978869	jgi.p|Ophnu1|1978615	Ophnu1	OphioH327chr_1	231150	231824	+	prediction	337	0				0									no	no
gene_56	interaction_vs_onu	498.800705510545	0.567583948074204	0.0964135934465901	5.88697016451966	3.93339686470298e-09	2.12294307451813e-08	1978616	1978870	jgi.p|Ophnu1|1978616	Ophnu1	OphioH327chr_1	232377	233682	-	prediction	341	1	GO:0045437	uridine nucleosidase activity	molecular_function	1	3.2.2.3	Uridine nucleosidase.	Uridine + H(2)O = uracil + D-ribose.	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC	yes	yes
gene_57	interaction_vs_onu	446.949917189317	0.0338296432070195	0.133492205037153	0.253420364114926	0.799943392860816	0.847884527351236	1978617	1978871	jgi.p|Ophnu1|1978617	Ophnu1	OphioH327chr_1	234433	236385	-	prediction	349	1	GO:0045437	uridine nucleosidase activity	molecular_function	1	3.2.2.3	Uridine nucleosidase.	Uridine + H(2)O = uracil + D-ribose.	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC	yes	yes
gene_58	interaction_vs_onu	439.081454969249	-0.095803430544251	0.116396018325243	-0.823081682025832	0.410461544910051	0.499367655547191	1978618	1978872	jgi.p|Ophnu1|1978618	Ophnu1	OphioH327chr_1	236782	240801	+	prediction	353	13	GO:0006281; GO:0005622; GO:0003720; GO:0003724; GO:0003887; GO:0003896; GO:0004779; GO:0008192; GO:0008193; GO:0008905; GO:0033677; GO:0043338; GO:0043814	DNA repair; intracellular; telomerase activity; RNA helicase activity; DNA-directed DNA polymerase activity; DNA primase activity; sulfate adenylyltransferase activity; RNA guanylyltransferase activity; tRNA guanylyltransferase activity; mannose-phosphate guanylyltransferase activity; DNA/RNA helicase activity; CTP:2,3-di-O-geranylgeranyl-sn-glycero-1-phosphate cytidyltransferase; phospholactate guanylyltransferase activity	biological_process; cellular_component; molecular_function	2	2.7.7.-	Nucleotidyltransferases.	\N	\N	\N	DNA polymerase; Ubiquinone biosynthesis	REPLICATION AND REPAIR; Metabolism of Cofactors and Vitamins	REGULATORY; METABOLIC	yes	yes
gene_59	interaction_vs_onu	121.216837971602	-0.255914712089395	0.241397322888896	-1.06013898176982	0.28908137572101	0.372446805564697	1978619	1978873	jgi.p|Ophnu1|1978619	Ophnu1	OphioH327chr_1	240988	241608	-	prediction	357	0				0									no	no
gene_60	interaction_vs_onu	340.096489530546	0.456061666779373	0.243420010048645	1.87355865562668	0.0609912810671453	0.0972044993362063	1978620	1978874	jgi.p|Ophnu1|1978620	Ophnu1	OphioH327chr_1	242322	244859	-	prediction	363	3	GO:0004222; GO:0006508; GO:0004243	metalloendopeptidase activity; proteolysis; mitochondrial intermediate peptidase activity	molecular_function; biological_process	1	3.4.24.59	Mitochondrial intermediate peptidase.	Release of an N-terminal octapeptide as second stage of processing of some proteins imported in the mitochondrion.	Zinc.	\N	\N	\N	\N	yes	yes
gene_61	interaction_vs_onu	757.797934003269	0.527294231361631	0.176689959671842	2.98429085807111	0.00284236439362785	0.00633571596013606	1978621	1978875	jgi.p|Ophnu1|1978621	Ophnu1	OphioH327chr_1	245437	246411	+	prediction	367	0				0									no	no
gene_62	interaction_vs_onu	92.5853371127538	-0.0286152480901086	0.255263263995819	-0.112100925304227	0.910743383764995	0.936227136427087	1978622	1978876	jgi.p|Ophnu1|1978622	Ophnu1	OphioH327chr_1	246669	247752	-	prediction	375	3	GO:0005488; GO:0005743; GO:0006810	binding; mitochondrial inner membrane; transport	molecular_function; cellular_component; biological_process	0									yes	no
gene_63	interaction_vs_onu	102.457976146002	1.62578561155612	0.185221017848141	8.77754387943739	1.67083327515806e-18	1.99753251890405e-17	1978623	1978877	jgi.p|Ophnu1|1978623	Ophnu1	OphioH327chr_1	249343	250023	-	prediction	381	0				0									no	no
gene_64	interaction_vs_onu	3.63130219951449	0.0853976100963498	1.0720330826432	0.0796594913711004	0.93650807822579	0.955581195404542	1978624	1978878	jgi.p|Ophnu1|1978624	Ophnu1	OphioH327chr_1	255461	256129	-	prediction	385	0				0									no	no
gene_65	interaction_vs_onu	3283.50420344557	0.51896218847579	0.0918038096596152	5.65294828613287	1.57718770706132e-08	8.01230075516018e-08	1978625	1978879	jgi.p|Ophnu1|1978625	Ophnu1	OphioH327chr_1	257694	260714	-	prediction	389	0				0									no	no
gene_66	interaction_vs_onu	3762.606248372	0.51462260285757	0.0975863229998209	5.27351156430512	1.33837816268331e-07	6.05524158169615e-07	1978626	1978880	jgi.p|Ophnu1|1978626	Ophnu1	OphioH327chr_1	276882	279383	+	prediction	395	4	GO:0003700; GO:0005634; GO:0006355; GO:0008270	transcription factor activity; nucleus; regulation of transcription, DNA-dependent; zinc ion binding	molecular_function; cellular_component; biological_process	0									yes	no
gene_67	interaction_vs_onu	13.4508984445498	0.0299640158570192	0.464564218851798	0.0644991900820026	0.948572751991504	0.963086556404611	1978627	1978881	jgi.p|Ophnu1|1978627	Ophnu1	OphioH327chr_1	283961	284735	+	prediction	399	4	GO:0004022; GO:0004023; GO:0004024; GO:0004025	alcohol dehydrogenase activity; alcohol dehydrogenase activity, metal ion-independent; alcohol dehydrogenase activity, zinc-dependent; alcohol dehydrogenase activity, iron-dependent	molecular_function	5	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Bile acid biosynthesis; Tyrosine metabolism; Glycerolipid metabolism; Glycolysis / Gluconeogenesis; Fatty acid metabolism	Lipid Metabolism; Amino Acid Metabolism; Metabolism of Complex Lipids; Carbohydrate Metabolism	METABOLIC	yes	yes
gene_68	interaction_vs_onu	0.305833756367098	0.465582578139877	3.72451323728825	0.125004946546749	0.900519634281738	0.929624706880328	1978628	1978882	jgi.p|Ophnu1|1978628	Ophnu1	OphioH327chr_1	285038	285853	-	prediction	405	0				0									no	no
gene_69	interaction_vs_onu	543.061974754702	0.378522728895712	0.172971182252967	2.18835718161497	0.0286435946799723	0.0496635953940779	1978629	1978883	jgi.p|Ophnu1|1978629	Ophnu1	OphioH327chr_1	287210	288399	-	prediction	409	1	GO:0004784	superoxide dismutase activity	molecular_function	1	1.15.1.1	Superoxide dismutase.	2 peroxide radical + 2 H(+) = O(2) + H(2)O(2).	Copper and Zinc or Iron or Manganese.	\N	\N	\N	\N	yes	yes
gene_70	interaction_vs_onu	944.732011302309	0.664889377756771	0.123606577802957	5.37907763142413	7.48684219236644e-08	3.48111728227359e-07	1978630	1978884	jgi.p|Ophnu1|1978630	Ophnu1	OphioH327chr_1	288996	290228	-	prediction	415	0				0									no	no
gene_71	interaction_vs_onu	1154.93817472498	0.576608999705094	0.0768054367566194	7.50739822666785	6.0314040695424e-14	5.16804993346176e-13	1978631	1978885	jgi.p|Ophnu1|1978631	Ophnu1	OphioH327chr_1	295615	298107	+	prediction	419	0				0									no	no
