gene_id	in_deseq2_dataset	padj_available	deseq2_status	regulation	significant_padj_lt_0.05	significant_raw_abs_lfc_gt_1	significant_shrunk_abs_lfc_gt_1	raw_baseMean	raw_log2FoldChange	raw_lfcSE	raw_stat	raw_pvalue	raw_padj	shrunk_log2FoldChange	shrunk_lfcSE	mapped_transcript_count	transcript_ids	protein_coding_transcript_count	protein_coding_transcript_ids	has_predicted_protein	predicted_protein_count	protein_ids	eggnog_annotated_protein_count	eggnog_annotated	signalp_raw_positive_protein_count	signalp_raw_positive	signalp_confident_positive_protein_count	signalp_confident_positive	signalp_ambiguous_protein_count	dbcan_any_hit_protein_count	dbcan_any_hit	dbcan_high_confidence_protein_count	dbcan_high_confidence	dbcan_max_n_tools	eggnog_seed_ortholog	eggnog_evalue	eggnog_score	eggnog_eggnog_ogs	eggnog_max_annot_lvl	eggnog_cog_category	eggnog_description	eggnog_preferred_name	eggnog_gos	eggnog_ec	eggnog_kegg_ko	eggnog_kegg_pathway	eggnog_kegg_module	eggnog_kegg_reaction	eggnog_kegg_rclass	eggnog_brite	eggnog_kegg_tc	eggnog_cazy	eggnog_bigg_reaction	eggnog_pfams	dbcan_ec	dbcan_hmm	dbcan_sub	dbcan_diamond	dbcan_recommended	dbcan_substrate
TRINITY_DN1318_c0_g1	TRUE	TRUE	significant	downregulated	TRUE	TRUE	TRUE	594.770723485254	-1.3236273669838	0.0967400098456188	-13.6823158184095	1.29501606513478e-42	1.53357165608066e-40	-1.30983498408176	0.0971530168504885	4	TRINITY_DN1318_c0_g1_i1; TRINITY_DN1318_c0_g1_i6; TRINITY_DN1318_c0_g1_i7; TRINITY_DN1318_c0_g1_i8	4	TRINITY_DN1318_c0_g1_i1; TRINITY_DN1318_c0_g1_i6; TRINITY_DN1318_c0_g1_i7; TRINITY_DN1318_c0_g1_i8	TRUE	5	TRINITY_DN1318_c0_g1_i1|m.26289; TRINITY_DN1318_c0_g1_i6|m.26291; TRINITY_DN1318_c0_g1_i6|m.26292; TRINITY_DN1318_c0_g1_i7|m.26294; TRINITY_DN1318_c0_g1_i8|m.26296	3	TRUE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0	61459.XP_007781357.1	1.19e-11; 3.04e-11; 4.36e-11	73.2; 73.6	KOG1721@1|root,KOG1721@2759|Eukaryota,39SZD@33154|Opisthokonta,3NWFS@4751|Fungi,3QQXM@4890|Ascomycota,20BMF@147545|Eurotiomycetes,3MPT3@451870|Chaetothyriomycetidae	4751|Fungi	S	zinc finger													Fungal_trans						
TRINITY_DN1370_c1_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	TRUE	1910.81827693264	1.34855816240935	0.0661980080679333	20.3715821936128	2.98864612182331e-92	1.28084833792428e-89	1.34227520058099	0.0664217655466805	10	TRINITY_DN1370_c1_g1_i1; TRINITY_DN1370_c1_g1_i41; TRINITY_DN1370_c1_g1_i45; TRINITY_DN1370_c1_g1_i53; TRINITY_DN1370_c1_g1_i63; TRINITY_DN1370_c1_g1_i70; TRINITY_DN1370_c1_g1_i113; TRINITY_DN1370_c1_g1_i129; TRINITY_DN1370_c1_g1_i135; TRINITY_DN1370_c1_g1_i163	10	TRINITY_DN1370_c1_g1_i1; TRINITY_DN1370_c1_g1_i41; TRINITY_DN1370_c1_g1_i45; TRINITY_DN1370_c1_g1_i53; TRINITY_DN1370_c1_g1_i63; TRINITY_DN1370_c1_g1_i70; TRINITY_DN1370_c1_g1_i113; TRINITY_DN1370_c1_g1_i129; TRINITY_DN1370_c1_g1_i135; TRINITY_DN1370_c1_g1_i163	TRUE	18	TRINITY_DN1370_c1_g1_i1|m.26341; TRINITY_DN1370_c1_g1_i1|m.26342; TRINITY_DN1370_c1_g1_i41|m.26360; TRINITY_DN1370_c1_g1_i45|m.26363; TRINITY_DN1370_c1_g1_i45|m.26364; TRINITY_DN1370_c1_g1_i53|m.26368; TRINITY_DN1370_c1_g1_i53|m.26369; TRINITY_DN1370_c1_g1_i63|m.26373; TRINITY_DN1370_c1_g1_i63|m.26374; TRINITY_DN1370_c1_g1_i70|m.26377; TRINITY_DN1370_c1_g1_i70|m.26378; TRINITY_DN1370_c1_g1_i113|m.26345; TRINITY_DN1370_c1_g1_i113|m.26346; TRINITY_DN1370_c1_g1_i113|m.26348; TRINITY_DN1370_c1_g1_i129|m.26350; TRINITY_DN1370_c1_g1_i129|m.26351; TRINITY_DN1370_c1_g1_i135|m.26354; TRINITY_DN1370_c1_g1_i163|m.26357	17	TRUE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0	5127.CCT61604; 117187.FVEG_09777T0	0.00015; 0.000149; 0.000151; 2.99e-97; 7.85e-139	52.0; 285.0; 392.0	2C9C5@1|root,2SF70@2759|Eukaryota,3ABQY@33154|Opisthokonta,3P8DP@4751|Fungi,3QY2A@4890|Ascomycota,21BUI@147550|Sordariomycetes,3TJ8Q@5125|Hypocreales,1FUGW@110618|Nectriaceae; 2D90M@1|root,2S5CN@2759|Eukaryota,3A3KZ@33154|Opisthokonta,3P4I3@4751|Fungi,3QWE1@4890|Ascomycota,21Q3E@147550|Sordariomycetes,3TN3Y@5125|Hypocreales,1FR81@110618|Nectriaceae	4751|Fungi																					
TRINITY_DN1526_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	TRUE	4483.10213202669	1.1178582882363	0.0515798975712795	21.6723634763235	3.74055230119106e-104	2.4046407650514e-101	1.11356357841449	0.0516410131104895	2	TRINITY_DN1526_c0_g1_i1; TRINITY_DN1526_c0_g1_i2	2	TRINITY_DN1526_c0_g1_i1; TRINITY_DN1526_c0_g1_i2	TRUE	3	TRINITY_DN1526_c0_g1_i1|m.33958; TRINITY_DN1526_c0_g1_i1|m.33959; TRINITY_DN1526_c0_g1_i2|m.33960	1	TRUE	0	FALSE	0	FALSE	0	1	TRUE	0	FALSE	1	117187.FVEG_13172T0	9.37e-247	684.0	COG1680@1|root,2RXX3@2759|Eukaryota,39KDG@33154|Opisthokonta,3Q4S0@4751|Fungi,3RN1T@4890|Ascomycota,21R8R@147550|Sordariomycetes,3TUFI@5125|Hypocreales,1FZMD@110618|Nectriaceae	4751|Fungi	V	Beta-lactamase													Beta-lactamase				AA8		
TRINITY_DN1649_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	TRUE	1065.66936425444	2.07046010212463	0.0854364223452325	24.2339279348366	9.76876412892936e-130	8.79188771603643e-127	2.06383834958844	0.0855670050848083	2	TRINITY_DN1649_c0_g1_i1; TRINITY_DN1649_c0_g1_i2	2	TRINITY_DN1649_c0_g1_i1; TRINITY_DN1649_c0_g1_i2	TRUE	3	TRINITY_DN1649_c0_g1_i1|m.1683; TRINITY_DN1649_c0_g1_i1|m.1684; TRINITY_DN1649_c0_g1_i2|m.1686	1	TRUE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0	5518.FGSG_05928P0	5.87e-35	122.0	2F3G1@1|root,2T4FC@2759|Eukaryota,3AUHJ@33154|Opisthokonta,3PHC5@4751|Fungi,3R0MX@4890|Ascomycota,21BVX@147550|Sordariomycetes,3TR7T@5125|Hypocreales,1FVGQ@110618|Nectriaceae	4751|Fungi																					
TRINITY_DN1875_c0_g1	TRUE	TRUE	significant	downregulated	TRUE	TRUE	TRUE	4453.02296597974	-1.26499685711563	0.0684599718218836	-18.477905021738	3.11025691667343e-76	9.02977814518093e-74	-1.25777994733829	0.0686751399002555	2	TRINITY_DN1875_c0_g1_i1; TRINITY_DN1875_c0_g1_i2	0		FALSE	0		0	FALSE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0																										
TRINITY_DN1919_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	TRUE	125.9401816994	1.21989639040768	0.239518878129487	5.09311165756291	3.52234112370899e-07	3.39411885582237e-06	1.12343719795415	0.249335274595918	3	TRINITY_DN1919_c0_g1_i1; TRINITY_DN1919_c0_g1_i2; TRINITY_DN1919_c0_g1_i3	3	TRINITY_DN1919_c0_g1_i1; TRINITY_DN1919_c0_g1_i2; TRINITY_DN1919_c0_g1_i3	TRUE	3	TRINITY_DN1919_c0_g1_i1|m.36630; TRINITY_DN1919_c0_g1_i2|m.36633; TRINITY_DN1919_c0_g1_i3|m.36636	3	TRUE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0	5127.CCT64598	1.19e-243	689.0	COG2966@1|root,2QPMM@2759|Eukaryota,39PMF@33154|Opisthokonta,3NWBX@4751|Fungi,3QNVE@4890|Ascomycota,218K7@147550|Sordariomycetes,3THW1@5125|Hypocreales,1FT9U@110618|Nectriaceae	4751|Fungi	S	Putative threonine/serine exporter													ThrE,ThrE_2						
TRINITY_DN2108_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	TRUE	705.562068402686	1.66970046047075	0.0973551584669153	17.1506110899935	6.21949877017291e-66	1.51285105220422e-63	1.65840015925267	0.0978217552946597	3	TRINITY_DN2108_c0_g1_i1; TRINITY_DN2108_c0_g1_i2; TRINITY_DN2108_c0_g1_i3	3	TRINITY_DN2108_c0_g1_i1; TRINITY_DN2108_c0_g1_i2; TRINITY_DN2108_c0_g1_i3	TRUE	4	TRINITY_DN2108_c0_g1_i1|m.73332; TRINITY_DN2108_c0_g1_i2|m.73333; TRINITY_DN2108_c0_g1_i3|m.73334; TRINITY_DN2108_c0_g1_i3|m.73335	4	TRUE	0	FALSE	0	FALSE	0	2	TRUE	0	FALSE	1	140110.NechaP92336; 1051613.XP_003008089.1	1.26e-64; 1.78e-80; 2.28e-114; 7.59e-30	115.0; 207.0; 251.0; 340.0	2D1FS@1|root,2SHYH@2759|Eukaryota,39WGM@33154|Opisthokonta,3NZKF@4751|Fungi,3QTCZ@4890|Ascomycota,211E5@147550|Sordariomycetes,1F2AP@1028384|Glomerellales; 2D1FS@1|root,2SHYH@2759|Eukaryota,39WGM@33154|Opisthokonta,3NZKF@4751|Fungi,3QTCZ@4890|Ascomycota,211E5@147550|Sordariomycetes,3TVVX@5125|Hypocreales,1FXEF@110618|Nectriaceae	4751|Fungi	S	NAD(P)H-binding													NAD_binding_10,NmrA				GH2_10+GH2_10		
TRINITY_DN2390_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	TRUE	1459.45767080432	2.57665255314524	0.0773130578866618	33.3275209075616	1.54230726171776e-243	3.47019133886496e-240	2.57198773745045	0.0773470990466596	2	TRINITY_DN2390_c0_g1_i1; TRINITY_DN2390_c0_g1_i2	1	TRINITY_DN2390_c0_g1_i2	TRUE	1	TRINITY_DN2390_c0_g1_i2|m.38112	1	TRUE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0	29850.GGTG_13172T0	1.49e-09	64.7	COG5641@1|root,KOG1601@2759|Eukaryota,39UCT@33154|Opisthokonta,3NXAH@4751|Fungi,3R0SJ@4890|Ascomycota,21BZJ@147550|Sordariomycetes,41RQN@639021|Magnaporthales	4751|Fungi	K	GATA zinc finger													GATA						
TRINITY_DN2554_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	TRUE	4723.14007443458	1.24340953798187	0.0593158126395673	20.9625306077732	1.44212606126867e-97	6.48956727570901e-95	1.23829952629287	0.0594672424936307	2	TRINITY_DN2554_c0_g1_i1; TRINITY_DN2554_c0_g1_i2	2	TRINITY_DN2554_c0_g1_i1; TRINITY_DN2554_c0_g1_i2	TRUE	2	TRINITY_DN2554_c0_g1_i1|m.61821; TRINITY_DN2554_c0_g1_i2|m.61826	2	TRUE	2	TRUE	2	TRUE	0	2	TRUE	2	TRUE	2	5507.FOXG_02349P0	0.0	1569.0; 1600.0	COG1472@1|root,2QR4D@2759|Eukaryota,38FS1@33154|Opisthokonta,3NVBN@4751|Fungi,3QJHH@4890|Ascomycota,213CP@147550|Sordariomycetes,3TEQH@5125|Hypocreales,1FT77@110618|Nectriaceae	4751|Fungi	G	Belongs to the glycosyl hydrolase 3 family	BGL4		3.2.1.21	ko:K05349	ko00460,ko00500,ko00940,ko01100,ko01110,map00460,map00500,map00940,map01100,map01110		R00026,R02558,R02887,R02985,R03527,R04949,R04998,R10035,R10039,R10040	RC00049,RC00059,RC00171,RC00262,RC00397,RC00451,RC00714,RC00746,RC01248	ko00000,ko00001,ko01000		GH3		Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C		GH3(92-313); GH3(100-321)		GH3	GH3	
TRINITY_DN2605_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	TRUE	5673.32446833952	3.41800260417491	0.0550745133115454	62.061421856603	0	0	3.41628085244577	0.0550737316336543	3	TRINITY_DN2605_c0_g1_i1; TRINITY_DN2605_c0_g1_i2; TRINITY_DN2605_c0_g1_i3	3	TRINITY_DN2605_c0_g1_i1; TRINITY_DN2605_c0_g1_i2; TRINITY_DN2605_c0_g1_i3	TRUE	6	TRINITY_DN2605_c0_g1_i1|m.54614; TRINITY_DN2605_c0_g1_i1|m.54615; TRINITY_DN2605_c0_g1_i2|m.54621; TRINITY_DN2605_c0_g1_i2|m.54622; TRINITY_DN2605_c0_g1_i3|m.54628; TRINITY_DN2605_c0_g1_i3|m.54629	6	TRUE	0	FALSE	0	FALSE	0	3	TRUE	3	TRUE	2	5127.CCT69815; 117187.FVEG_02442T0	0.0; 2.48e-246	686.0; 1229.0	28J03@1|root,2S1GT@2759|Eukaryota,39J0G@33154|Opisthokonta,3Q3DA@4751|Fungi,3RKEP@4890|Ascomycota,21QWA@147550|Sordariomycetes,3TTSR@5125|Hypocreales,1FW1D@110618|Nectriaceae; COG0415@1|root,KOG0133@2759|Eukaryota,38DIT@33154|Opisthokonta,3NYHG@4751|Fungi,3QPMI@4890|Ascomycota,216RV@147550|Sordariomycetes,3TCQZ@5125|Hypocreales,1FNEB@110618|Nectriaceae	4751|Fungi	G; LT	Cryptococcal mannosyltransferase 1; FAD binding domain of DNA photolyase			4.1.99.3	ko:K01669; ko:K13690					ko00000,ko01000,ko01003; ko00000,ko01000,ko03400		GT69		CAP59_mtransfer; DNA_photolyase,FAD_binding_7		GT69(144-385)		GT69	GT69	
TRINITY_DN2627_c0_g1	TRUE	TRUE	significant	downregulated	TRUE	TRUE	TRUE	123.382607972014	-1.22493641440935	0.212650547307639	-5.76032570768439	8.3951778815924e-09	1.06718362901598e-07	-1.15003845550449	0.218788218063471	1	TRINITY_DN2627_c0_g1_i1	1	TRINITY_DN2627_c0_g1_i1	TRUE	1	TRINITY_DN2627_c0_g1_i1|m.54147	1	TRUE	1	TRUE	1	TRUE	0	0	FALSE	0	FALSE	0	5507.FOXG_13674P0	8.04e-34	141.0	29NK8@1|root,2RW4X@2759|Eukaryota,38VD2@33154|Opisthokonta,3PU0Z@4751|Fungi,3RDCA@4890|Ascomycota,21UP3@147550|Sordariomycetes,3TPNI@5125|Hypocreales,1FWN7@110618|Nectriaceae	4751|Fungi																					
TRINITY_DN2760_c0_g1	TRUE	TRUE	significant	downregulated	TRUE	TRUE	TRUE	401.8436486752	-1.24213957805141	0.134833995278921	-9.21236202696429	3.1902604913981e-20	1.24836280098186e-18	-1.21346525616506	0.135992920980586	4	TRINITY_DN2760_c0_g1_i1; TRINITY_DN2760_c0_g1_i2; TRINITY_DN2760_c0_g1_i3; TRINITY_DN2760_c0_g1_i5	4	TRINITY_DN2760_c0_g1_i1; TRINITY_DN2760_c0_g1_i2; TRINITY_DN2760_c0_g1_i3; TRINITY_DN2760_c0_g1_i5	TRUE	5	TRINITY_DN2760_c0_g1_i1|m.55848; TRINITY_DN2760_c0_g1_i2|m.55849; TRINITY_DN2760_c0_g1_i3|m.55850; TRINITY_DN2760_c0_g1_i5|m.55851; TRINITY_DN2760_c0_g1_i5|m.55852	5	TRUE	0	FALSE	0	FALSE	0	3	TRUE	0	FALSE	1	5111.M1W507; 73501.XP_006665243.1; 568076.XP_007823230.1	1.09e-48; 1.54e-148; 1.63e-136; 3.15e-31; 8.38e-149	120.0; 168.0; 398.0; 430.0; 432.0	COG0665@1|root,KOG3923@2759|Eukaryota,39SQP@33154|Opisthokonta,3NXYK@4751|Fungi,3QKPT@4890|Ascomycota,2132V@147550|Sordariomycetes,3TFX8@5125|Hypocreales; COG0665@1|root,KOG3923@2759|Eukaryota,39SQP@33154|Opisthokonta,3NXYK@4751|Fungi,3QKPT@4890|Ascomycota,2132V@147550|Sordariomycetes,3TFX8@5125|Hypocreales,3G0MU@34397|Clavicipitaceae	4751|Fungi	E	D-amino-acid oxidase; FAD dependent oxidoreductase	DAO1		1.4.3.1,1.4.3.3	ko:K00272,ko:K00273	ko00250,ko00260,ko00311,ko00330,ko00472,ko01100,ko01130,ko04146,map00250,map00260,map00311,map00330,map00472,map01100,map01130,map04146		R00359,R00366,R02457,R02894,R02923,R04221,R07400	RC00006,RC00018,RC00135	ko00000,ko00001,ko01000				DAO				GT58		
TRINITY_DN2780_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	TRUE	8766.03906311854	1.71629434321196	0.0444287221479152	38.6302882513244	0	0	1.71407135714668	0.0444622975361674	3	TRINITY_DN2780_c0_g1_i1; TRINITY_DN2780_c0_g1_i2; TRINITY_DN2780_c0_g1_i3	2	TRINITY_DN2780_c0_g1_i2; TRINITY_DN2780_c0_g1_i3	TRUE	2	TRINITY_DN2780_c0_g1_i2|m.56135; TRINITY_DN2780_c0_g1_i3|m.56138	2	TRUE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0	5518.FGSG_06054P0	0.0	1414.0	29U97@1|root,2RXI4@2759|Eukaryota,39509@33154|Opisthokonta,3NX2Y@4751|Fungi,3QJE1@4890|Ascomycota,215KI@147550|Sordariomycetes,3TCY9@5125|Hypocreales,1FN68@110618|Nectriaceae	4751|Fungi	S	Conserved hypothetical protein													FRQ						
TRINITY_DN2958_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	TRUE	1325.60947132741	1.25695815284252	0.0830883706026257	15.1279672922458	1.05916746223243e-51	1.9859389916858e-49	1.24640901847035	0.0834837330220674	3	TRINITY_DN2958_c0_g1_i1; TRINITY_DN2958_c0_g1_i2; TRINITY_DN2958_c0_g1_i3	3	TRINITY_DN2958_c0_g1_i1; TRINITY_DN2958_c0_g1_i2; TRINITY_DN2958_c0_g1_i3	TRUE	3	TRINITY_DN2958_c0_g1_i1|m.9566; TRINITY_DN2958_c0_g1_i2|m.9568; TRINITY_DN2958_c0_g1_i3|m.9570	3	TRUE	0	FALSE	0	FALSE	0	3	TRUE	0	FALSE	1	101028.EKJ76063	0.0	1150.0	KOG0254@1|root,KOG0254@2759|Eukaryota,39SCG@33154|Opisthokonta,3P0C5@4751|Fungi,3QQG7@4890|Ascomycota,21EGJ@147550|Sordariomycetes,3TKD0@5125|Hypocreales,1FNET@110618|Nectriaceae	4751|Fungi	P	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family				ko:K08141					ko00000,ko02000	2.A.1.1			Sugar_tr				GH31_15+GH31_15		
TRINITY_DN3330_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	FALSE	44.5471388711511	1.09902152733501	0.43337796290988	2.53594234454313	0.011214519590055	0.0364107778897889	0.513770541462759	0.767740952462173	2	TRINITY_DN3330_c0_g1_i1; TRINITY_DN3330_c0_g1_i2	2	TRINITY_DN3330_c0_g1_i1; TRINITY_DN3330_c0_g1_i2	TRUE	2	TRINITY_DN3330_c0_g1_i1|m.34279; TRINITY_DN3330_c0_g1_i2|m.34280	0	FALSE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0																										
TRINITY_DN3394_c0_g1	TRUE	TRUE	significant	downregulated	TRUE	TRUE	TRUE	363.277397170557	-1.95199224584839	0.141930390495575	-13.7531661755644	4.87485301462959e-43	5.92887528806301e-41	-1.93153628281372	0.142065578279079	2	TRINITY_DN3394_c0_g1_i1; TRINITY_DN3394_c0_g1_i2	2	TRINITY_DN3394_c0_g1_i1; TRINITY_DN3394_c0_g1_i2	TRUE	2	TRINITY_DN3394_c0_g1_i1|m.34154; TRINITY_DN3394_c0_g1_i2|m.34157	2	TRUE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0	5507.FOXG_17163P0	2.01e-137; 2.33e-143	399.0; 413.0	COG1028@1|root,KOG4169@2759|Eukaryota,3AI3P@33154|Opisthokonta,3PAYF@4751|Fungi,3QQY2@4890|Ascomycota,218B1@147550|Sordariomycetes,3TUJ8@5125|Hypocreales,1FTFD@110618|Nectriaceae	4751|Fungi	Q	Belongs to the short-chain dehydrogenases reductases (SDR) family													adh_short						
TRINITY_DN3463_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	TRUE	108.811789441023	1.31334467245851	0.241786222066446	5.4318424814859	5.57751465689551e-08	6.15921863951651e-07	1.22101550648604	0.25216339194246	2	TRINITY_DN3463_c0_g1_i1; TRINITY_DN3463_c0_g1_i2	2	TRINITY_DN3463_c0_g1_i1; TRINITY_DN3463_c0_g1_i2	TRUE	2	TRINITY_DN3463_c0_g1_i1|m.55610; TRINITY_DN3463_c0_g1_i2|m.55613	2	TRUE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0	5507.FOXG_16257P0	1.68e-45; 3.8e-46	171.0	29DJS@1|root,2RKPV@2759|Eukaryota,38QCK@33154|Opisthokonta,3PS6A@4751|Fungi,3RBMT@4890|Ascomycota,21TV8@147550|Sordariomycetes,3TQMM@5125|Hypocreales,1FYGG@110618|Nectriaceae	4751|Fungi																					
TRINITY_DN3531_c0_g1	TRUE	TRUE	significant	downregulated	TRUE	TRUE	FALSE	234.928659441064	-1.04273831544004	0.174408185845007	-5.97872347784579	2.24892934113397e-09	3.07137542795232e-08	-0.984875369924441	0.17885247597803	2	TRINITY_DN3531_c0_g1_i1; TRINITY_DN3531_c0_g1_i2	2	TRINITY_DN3531_c0_g1_i1; TRINITY_DN3531_c0_g1_i2	TRUE	2	TRINITY_DN3531_c0_g1_i1|m.4146; TRINITY_DN3531_c0_g1_i2|m.4149	2	TRUE	2	TRUE	2	TRUE	0	2	TRUE	0	FALSE	1	5127.CCT63350	0.0	1012.0	KOG0039@1|root,KOG0039@2759|Eukaryota,38BU6@33154|Opisthokonta,3NUVZ@4751|Fungi,3QSAD@4890|Ascomycota,21482@147550|Sordariomycetes,3TD16@5125|Hypocreales,1FRVZ@110618|Nectriaceae	4751|Fungi	PQ	Ferric reductase like transmembrane component													FAD_binding_8,Ferric_reduct,NAD_binding_1,NAD_binding_6				GH71		
TRINITY_DN3575_c0_g1	TRUE	TRUE	significant	downregulated	TRUE	TRUE	TRUE	64.7768469339646	-2.0500138345946	0.299010779641934	-6.85598638634197	7.0822121868055e-12	1.37370495002693e-10	-1.95924641562241	0.306671314473677	2	TRINITY_DN3575_c0_g1_i1; TRINITY_DN3575_c0_g1_i2	2	TRINITY_DN3575_c0_g1_i1; TRINITY_DN3575_c0_g1_i2	TRUE	2	TRINITY_DN3575_c0_g1_i1|m.4578; TRINITY_DN3575_c0_g1_i2|m.4580	2	TRUE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0	117187.FVEG_13048T0	2.47e-125; 5.69e-88	272.0; 370.0	2EH6X@1|root,2SMXZ@2759|Eukaryota,3A38M@33154|Opisthokonta,3P3I6@4751|Fungi,3QU1B@4890|Ascomycota,219UD@147550|Sordariomycetes,3TSYW@5125|Hypocreales,1FVAC@110618|Nectriaceae	4751|Fungi																					
TRINITY_DN3673_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	FALSE	48.9309095792722	1.0587358232937	0.339884261228279	3.11498925977809	0.00183951607664609	0.00785744883237531	0.799653369341443	0.394482803249868	4	TRINITY_DN3673_c0_g1_i1; TRINITY_DN3673_c0_g1_i2; TRINITY_DN3673_c0_g1_i3; TRINITY_DN3673_c0_g1_i5	0		FALSE	0		0	FALSE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0																										
TRINITY_DN3676_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	TRUE	40.7314923216297	1.36435889730463	0.434349508894037	3.14115446056018	0.00168283254784715	0.00728498938461969	1.01286215438101	0.52352936635451	2	TRINITY_DN3676_c0_g1_i1; TRINITY_DN3676_c0_g1_i2	0		FALSE	0		0	FALSE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0																										
TRINITY_DN3787_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	FALSE	73.1203158278807	1.04323684624775	0.318983624047199	3.27050283337864	0.00107356466754301	0.00494983709420447	0.822094485895148	0.358947522132623	2	TRINITY_DN3787_c0_g1_i1; TRINITY_DN3787_c0_g1_i2	2	TRINITY_DN3787_c0_g1_i1; TRINITY_DN3787_c0_g1_i2	TRUE	2	TRINITY_DN3787_c0_g1_i1|m.20439; TRINITY_DN3787_c0_g1_i2|m.20440	0	FALSE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0																										
TRINITY_DN3940_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	TRUE	592.777582775508	1.8523710683672	0.104678733080732	17.6957727119088	4.51987838090974e-70	1.23269410388447e-67	1.84071860189278	0.105057178047239	2	TRINITY_DN3940_c0_g1_i1; TRINITY_DN3940_c0_g1_i2	0		FALSE	0		0	FALSE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0																										
TRINITY_DN3976_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	TRUE	35.2231190915681	1.48109194337023	0.3989758954636	3.71223414800344	0.000205437799759847	0.00115486583250382	1.23661683691782	0.439402671374978	1	TRINITY_DN3976_c0_g1_i1	0		FALSE	0		0	FALSE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0																										
TRINITY_DN4052_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	FALSE	596.542812084897	1.02034283732867	0.105270073756248	9.69262014284575	3.24105336779275e-22	1.43692021232191e-20	0.999700597582289	0.106350904303122	2	TRINITY_DN4052_c0_g1_i1; TRINITY_DN4052_c0_g1_i2	2	TRINITY_DN4052_c0_g1_i1; TRINITY_DN4052_c0_g1_i2	TRUE	2	TRINITY_DN4052_c0_g1_i1|m.15813; TRINITY_DN4052_c0_g1_i2|m.15815	2	TRUE	0	FALSE	0	FALSE	0	2	TRUE	0	FALSE	1	5518.FGSG_04537P0	0.0; 3.21e-288	794.0; 942.0	KOG0254@1|root,KOG0254@2759|Eukaryota,3998G@33154|Opisthokonta,3NXMN@4751|Fungi,3QMEI@4890|Ascomycota,2192N@147550|Sordariomycetes,3TKDM@5125|Hypocreales,1FMGI@110618|Nectriaceae	4751|Fungi	P	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family		GO:0005575,GO:0016020											Sugar_tr				GH5		
