gene_id	contrast	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	mrna_id	signalp_prediction	signalp_is_sp	signalp_other_score	signalp_sp_score	signalp_cs_position	dbcan_any_hit	dbcan_high_confidence	dbcan_n_tools	dbcan_ec	dbcan_hmm	dbcan_sub	dbcan_diamond	dbcan_recommended	dbcan_substrate	de_significant_padj_lt_0.05	de_strong_padj_lt_0.05_abs_log2fc_gt_1	de_direction	dbcan_any_hit_candidate	high_confidence_cazyme	significant_high_confidence_cazyme	strong_high_confidence_cazyme
gene_1575	interaction_vs_self	935.456501955207	3.23438911045119	0.140824342904753	22.9675427112683	9.84227214505342e-117	9.3610943957397e-115	mRNA_1575	SP	TRUE	0.000258	0.999676	CS pos: 17-18. Pr: 0.9798	TRUE	TRUE	3	3.2.1.15:80	GH28(54-373)	GH28_e75(56-372)	GH28	GH28_e75	pectin	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_1572	interaction_vs_self	683.292807035003	2.17894622414302	0.0965111101319216	22.5771542899528	7.26803099948119e-113	6.54887845847989e-111	mRNA_1572	SP	TRUE	0.000415	0.999559	CS pos: 19-20. Pr: 0.9776	TRUE	TRUE	3	-	AA3_2(48-675)	AA3_e44(49-674)	AA3	AA3_2	-	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_2946	interaction_vs_self	3235.13609911483	-1.77809035741351	0.0850827137463377	-20.898373819089	5.54003300372449e-97	3.64789865476013e-95	mRNA_2946	SP	TRUE	0.000309	0.999666	CS pos: 20-21. Pr: 0.9855	TRUE	TRUE	3	3.2.1.3:94|1.14.99.55:4	GH15(61-460)+CBM20(540-630)	GH15_e31(67-461)+CBM20_e25(541-630)	GH15+CBM20	GH15_e31|CBM20_e25	alpha-glucan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_5612	interaction_vs_self	282.538013450813	5.06200047944124	0.258769140026139	19.5618398659512	3.27060494791909e-85	1.81794664637581e-83	mRNA_5612	SP	TRUE	0.000355	0.999612	CS pos: 18-19. Pr: 0.9617	TRUE	TRUE	3	3.2.1.171:11	GH28(63-374)	GH28_e27(65-374)	GH28	GH28_e27	pectin	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_1439	interaction_vs_self	3522.25300867635	-2.04015285240268	0.105939553830036	-19.2577066699356	1.21648232312297e-82	6.19826707495991e-81	mRNA_1439	SP	TRUE	0.001124	0.998859	CS pos: 20-21. Pr: 0.9476	TRUE	TRUE	3	3.2.1.21:43;3.2.1.-:1	GH3(90-311)	GH3_e16(91-312)	GH3	GH3_e16	beta-glucan;xyloglucan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_3262	interaction_vs_self	2532.54010022028	1.2290709051021	0.0674440483035367	18.2235636207747	3.35571790676646e-74	1.50392383674979e-72	mRNA_3262	SP	TRUE	0.000422	0.999563	CS pos: 18-19. Pr: 0.9745	TRUE	TRUE	3	-	GH17(22-300)	GH17_e53(24-300)	GH17	GH17_e53	-	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_2886	interaction_vs_self	3781.64597397289	-2.00219374989131	0.111477628209706	-17.9604982815465	3.97225892018092e-72	1.71729981599741e-70	mRNA_2886	SP	TRUE	0.000396	0.999576	CS pos: 36-37. Pr: 0.9584	TRUE	TRUE	3	3.2.1.28:1	GH37(67-644)	GH37_e4(68-645)	GH37	GH37_e4	trehalose	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_2975	interaction_vs_self	7233.2133929649	1.07078182995632	0.0605996438265322	17.6697710141903	7.16872898818586e-70	2.95020769898418e-68	mRNA_2975	SP	TRUE	0.000222	0.999730	CS pos: 21-22. Pr: 0.9668	TRUE	TRUE	3	-	GH16_18(71-227)	GH16_e149(72-228)	GH16_18+GH16_18	GH16_18	-	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_1307	interaction_vs_self	679.355907960736	-2.56234104324747	0.15017450732015	-17.0624235029781	2.82584455818251e-65	1.03372775290779e-63	mRNA_1307	SP	TRUE	0.000245	0.999735	CS pos: 22-23. Pr: 0.9676	TRUE	TRUE	3	-	GH43_21(77-316)	GH43_e58(79-317)	GH43_21+GH43_21	GH43_21	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_5980	interaction_vs_self	7546.98083061133	-1.44826446742831	0.0852129444707427	-16.9958270591807	8.81778485245807e-65	3.15816896807703e-63	mRNA_5980	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	1.1.3.13:12	AA3_3(5-641)	AA3_e3(6-642)	AA3_3+AA3_3	AA3_3	lignin	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_1129	interaction_vs_self	2807.40949039266	1.60476869434309	0.0965067024898019	16.6285724508375	4.3278319176188e-62	1.48780085200068e-60	mRNA_1129	OTHER	FALSE	0.999943	0.000080		TRUE	TRUE	3	-	AA2(94-346)	AA2_e1(95-347)	AA2	AA2_e1	lignin	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_4140	interaction_vs_self	4681.09651750131	1.13042475692657	0.0730989344161655	15.4643123864276	6.0414932464467e-54	1.71811236510245e-52	mRNA_4140	SP	TRUE	0.000362	0.999598	CS pos: 18-19. Pr: 0.9738	TRUE	TRUE	3	3.2.1.4:1	GH5_5(23-317)	GH5_e131(23-318)	GH5_5+GH5_5	GH5_5	beta-glucan	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_7022	interaction_vs_self	3001.50692709173	1.54581047717665	0.100097964829199	15.4429760866199	8.41271398539367e-54	2.37666111270528e-52	mRNA_7022	SP	TRUE	0.000379	0.999585	CS pos: 18-19. Pr: 0.9532	TRUE	TRUE	3	1.14.99.54:4;1.14.99.56:2	AA9(7-232)	AA9_e46(10-232)	AA9	AA9_e46	cellulose	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_1826	interaction_vs_self	1559.82173923373	1.3383245336165	0.0891463203591624	15.0126727410005	6.06535764678563e-51	1.60245251408904e-49	mRNA_1826	SP	TRUE	0.000429	0.999548	CS pos: 18-19. Pr: 0.9728	TRUE	TRUE	3	3.2.1.14:58	GH18(42-399)	GH18_e272(44-398)	GH18	GH18_e272	chitin	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_705	interaction_vs_self	2364.12744061774	-1.90289123068602	0.13845906523013	-13.7433488195465	5.58323416684038e-43	1.23494791907374e-41	mRNA_705	SP	TRUE	0.000273	0.999705	CS pos: 18-19. Pr: 0.9571	TRUE	TRUE	3	-|-	GH35(29-364)	GH35_e22(31-364)+CBM67_e19(734-884)	GH35	GH35_e22|CBM67_e19	rhamnose	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_7449	interaction_vs_self	5936.90701764868	-1.37742214390717	0.100326983927118	-13.7293287407881	6.77583681002994e-43	1.48720931009888e-41	mRNA_7449	OTHER	FALSE	1.000000	0.000027		TRUE	TRUE	3	-	GT1(227-456)	GT1_e555(19-455)	GT1	GT1_e555	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_6171	interaction_vs_self	1473.62354158051	-1.46593023121385	0.106949106487649	-13.7068020421765	9.24433296992944e-43	2.02382327935028e-41	mRNA_6171	OTHER	FALSE	1.000000	0.000006		TRUE	TRUE	3	3.2.1.25:3	GH2_13(38-777)	GH2_e138(38-773)	GH2_13+GH2_13	GH2_13	beta-mannan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_928	interaction_vs_self	875.034415699132	-1.3140754542437	0.0961262199293194	-13.6703123789735	1.52738091157957e-42	3.3268144028298e-41	mRNA_928	SP	TRUE	0.000237	0.999737	CS pos: 21-22. Pr: 0.7114	TRUE	TRUE	3	-	GH29(334-701)	GH29_e66(334-702)	GH29	GH29_e66	host glycan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_2448	interaction_vs_self	669.301961341156	-3.21104369654953	0.244444704063664	-13.1360738979775	2.0456852500613e-39	4.11057881232975e-38	mRNA_2448	OTHER	FALSE	0.862612	0.137411		TRUE	TRUE	3	-	CE16(43-333)	CE16_e2(42-334)	CE16	CE16_e2	xylan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_7979	interaction_vs_self	17025.6511081037	-2.30118568529369	0.176599219929102	-13.0305540772917	8.20099453841264e-39	1.61752334674682e-37	mRNA_7979	SP	TRUE	0.000211	0.999797	CS pos: 21-22. Pr: 0.9755	TRUE	TRUE	3	3.2.1.21:4;3.2.1.-:5	GH3(103-322)	GH3_e147(103-323)	GH3	GH3_e147	beta-glucan;xyloglucan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_5954	interaction_vs_self	6856.29235909711	1.52503605632407	0.117283317008851	13.0030092533023	1.17622143776532e-38	2.30927878607136e-37	mRNA_5954	SP	TRUE	0.000465	0.999519	CS pos: 18-19. Pr: 0.9794	TRUE	TRUE	2	3.2.1.-:1	-	GH17_e33(354-588)	GH17	GH17_e33	-	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_7161	interaction_vs_self	374.276878454393	1.68475888882319	0.130066858889336	12.9530220319738	2.25883529229505e-38	4.36470205463784e-37	mRNA_7161	SP	TRUE	0.000210	0.999762	CS pos: 29-30. Pr: 0.9318	TRUE	TRUE	3	3.2.1.164:1	GH5_16(44-377)	GH5_e102(46-378)	GH5_16+GH5_16	GH5_16	arabinogalactan	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_4754	interaction_vs_self	777.358381037307	-1.93374838816622	0.149583267106271	-12.9275715497803	3.14599451160684e-38	6.03805224649206e-37	mRNA_4754	OTHER	FALSE	0.999667	0.000343		TRUE	TRUE	3	-	GH154(14-399)	GH154_e10(15-399)	GH154	GH154_e10	arabinogalactan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_4724	interaction_vs_self	454.526733539346	-2.45377609471268	0.191828016341618	-12.791541827461	1.82810673186838e-37	3.43925134610842e-36	mRNA_4724	SP	TRUE	0.000220	0.999748	CS pos: 20-21. Pr: 0.9742	TRUE	TRUE	3	3.2.1.55:10	GH51_2(201-629)	GH51_e35(200-628)	GH51_2+GH51_2	GH51_2	arabinan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_4755	interaction_vs_self	148.495181830664	-3.64888067547067	0.292059850518303	-12.4936059132921	8.09020123204457e-36	1.42494079313378e-34	mRNA_4755	OTHER	FALSE	1.000000	0.000003		TRUE	TRUE	3	-	GH88(87-491)	GH88_e4(89-493)	GH88	GH88_e4	host glycan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_5066	interaction_vs_self	497.094405599061	-1.44713101887217	0.116125723350088	-12.4617610734656	1.20675955119266e-35	2.11244616732293e-34	mRNA_5066	SP	TRUE	0.000616	0.999349	CS pos: 24-25. Pr: 0.8808	TRUE	TRUE	3	-	GH76(33-415)	GH76_e9(36-405)	GH76	GH76_e9	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_2533	interaction_vs_self	3235.81259000201	1.12126975030114	0.0903153357425076	12.4150537788833	2.16541302377712e-35	3.76746656169352e-34	mRNA_2533	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	3.2.1.10:1;3.2.1.20:4;3.2.1.70:1;3.2.1.-:1;5.4.99.11:5	GH13_40(35-393)	GH13_e122(35-393)	GH13_40+GH13_40	GH13_40	alpha-glucan;sucrose	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_4913	interaction_vs_self	6577.71996839485	-1.47775181628731	0.12120021794379	-12.1926498265263	3.40177184758317e-34	5.67375616697129e-33	mRNA_4913	OTHER	FALSE	1.000000	0.000017		TRUE	TRUE	3	-	AA3_2(13-543)	AA3_e4(14-543)	AA3_2+AA3_2	AA3_2	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_5037	interaction_vs_self	594.813071973089	-1.38470404417803	0.113984519196774	-12.1481763833874	5.86594197255483e-34	9.67484841716172e-33	mRNA_5037	OTHER	FALSE	1.000000	0.000025		TRUE	TRUE	3	3.2.1.37:21;3.2.1.55:3;3.2.1.-:1|-	GH43_11(4-305)+CBM91(354-567)	GH43_e285(5-306)+CBM91_e24(354-566)	GH43_11+CBM91+GH43_11	GH43_11|CBM91_e24	arabinan;xylan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_2690	interaction_vs_self	240.748918396957	-2.25883097986464	0.191030201858223	-11.8244704653617	2.91736559496598e-32	4.48342001668022e-31	mRNA_2690	SP	TRUE	0.004831	0.995142	CS pos: 33-34. Pr: 0.9560	TRUE	TRUE	3	3.2.1.23:2	GH2_1(49-683)	GH2_e127(45-816)	GH2_1+GH2_1	GH2_1	beta-galactan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_5712	interaction_vs_self	292.141091307006	-3.23230090675266	0.275370242140116	-11.7380181737574	8.13709002053092e-32	1.23280514293353e-30	mRNA_5712	SP	TRUE	0.000667	0.999305	CS pos: 21-22. Pr: 0.9782	TRUE	TRUE	3	3.2.1.131:6	GH115(36-757)	GH115_e0(38-1067)	GH115	GH115_e0	xylan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_3977	interaction_vs_self	870.401129663478	1.38820476858775	0.119393989741621	11.6270908744397	3.00153144883815e-31	4.4606092364678e-30	mRNA_3977	OTHER	FALSE	0.577678	0.422318		TRUE	TRUE	3	-	GH5_24(65-378)	GH5_e56(66-378)	GH5_24+GH5_24	GH5_24	-	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_8220	interaction_vs_self	1864.61450864908	-1.20787225640633	0.105176361184662	-11.4842559944209	1.58292270009893e-30	2.28259684869255e-29	mRNA_8220	OTHER	FALSE	0.905692	0.094330		TRUE	TRUE	3	-	GH76(30-393)	GH76_e17(29-396)	GH76	GH76_e17	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_7824	interaction_vs_self	1611.20578382321	-1.07138073735551	0.0937676338666656	-11.4259120463568	3.10379711459778e-30	4.42808388349284e-29	mRNA_7824	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	-	GT8(8-290)	GT8_e176(11-289)	GT8	GT8_e176	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_4069	interaction_vs_self	196.793354204685	-2.13459084515825	0.187713857913321	-11.3715144363179	5.79728950015929e-30	8.17541978935148e-29	mRNA_4069	OTHER	FALSE	0.999615	0.000395		TRUE	TRUE	3	-	GT69(150-426)	GT69_e6(151-426)	GT69	GT69_e6	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_648	interaction_vs_self	134.216300760858	-2.47623385846295	0.220645754607042	-11.2226671338997	3.15605852236069e-29	4.33641427791452e-28	mRNA_648	SP	TRUE	0.000210	0.999765	CS pos: 17-18. Pr: 0.9719	TRUE	TRUE	3	3.2.1.4:2;3.2.1.132:6;3.2.1.176:83	GH7(19-452)	GH7_e0(20-452)	GH7	GH7_e0	cellulose;chitosan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_7391	interaction_vs_self	435.661625386206	-1.38266672838431	0.124618122265443	-11.095229997441	1.32319216723325e-28	1.7670085727795e-27	mRNA_7391	SP	TRUE	0.000410	0.999587	CS pos: 22-23. Pr: 0.9751	TRUE	TRUE	2	3.2.1.96:4	-	GH18_e82(66-277)	GH18	GH18_e82	host glycan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_2942	interaction_vs_self	5528.35351706728	-1.12472901145913	0.102432342912745	-10.9802136656896	4.75797114464574e-28	6.19912222194331e-27	mRNA_2942	SP	TRUE	0.000211	0.999746	CS pos: 23-24. Pr: 0.9772	TRUE	TRUE	3	3.2.1.174:2	GH78(275-691)	GH78_e52(90-691)	GH78	GH78_e52	pectin	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_81	interaction_vs_self	1406.57478501933	1.13566980829833	0.105748883156933	10.7393078243009	6.65413889509985e-27	8.26697081887587e-26	mRNA_81	SP	TRUE	0.034097	0.965882	CS pos: 19-20. Pr: 0.9136	TRUE	TRUE	3	-	GH132(155-462)	GH132_e2(164-465)	GH132	GH132_e2	beta-glucan	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_7032	interaction_vs_self	508.366331862368	1.76882330503038	0.169336111299091	10.4456355555856	1.5342424923939e-25	1.80152479216622e-24	mRNA_7032	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	3.2.1.58:2	GH5_9(582-906)	GH5_e261(583-907)	GH5_9+GH5_9	GH5_9	beta-glucan	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_2251	interaction_vs_self	2791.91482590561	1.05251806113231	0.102262395545951	10.2923274534418	7.63091755907722e-25	8.59482293496066e-24	mRNA_2251	SP	TRUE	0.000237	0.999733	CS pos: 20-21. Pr: 0.9797	TRUE	TRUE	3	-	GH128(229-440)	GH128_e34(233-438)	GH128	GH128_e34	beta-glucan	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_3579	interaction_vs_self	351.511362410128	1.86529931593786	0.183061601205027	10.1894624741578	2.20982658966931e-24	2.45027404243126e-23	mRNA_3579	OTHER	FALSE	1.000000	0.000001		TRUE	TRUE	3	1.1.3.-:1	AA7(41-269)	AA7_e0(41-472)	AA7	AA7_e0	xylan	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_3724	interaction_vs_self	301.912564723342	1.39300241577504	0.137804960221325	10.1085070779584	5.06501959078413e-24	5.48123485424932e-23	mRNA_3724	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	3.2.1.39:7	GH16_4(175-500)	GH16_e102(176-501)	GH16_4+GH16_4	GH16_4	beta-glucan	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_7160	interaction_vs_self	600.864946592368	1.58672972575656	0.157851990696534	10.0520095993404	9.00127930848992e-24	9.63136886008421e-23	mRNA_7160	OTHER	FALSE	0.999745	0.000277		TRUE	TRUE	3	3.2.1.21:3	GH3(32-244)	GH3_e51(33-245)	GH3	GH3_e51	beta-glucan	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_7500	interaction_vs_self	543.206465206146	1.55190290360177	0.169224601763176	9.17066955650813	4.70090021799856e-20	4.14842328516162e-19	mRNA_7500	SP	TRUE	0.000247	0.999725	CS pos: 19-20. Pr: 0.9830	TRUE	TRUE	3	1.10.3.2:4;1.10.3.-:1	AA1_3(103-414)	AA1_e46(104-590)	AA1_3+AA1_3	AA1_3	lignin	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_8548	interaction_vs_self	135.107668846134	-1.95703487254287	0.21653463438021	-9.03797620248843	1.59599106691341e-19	1.37303352088229e-18	mRNA_8548	SP	TRUE	0.014526	0.985470	CS pos: 23-24. Pr: 0.4795	TRUE	TRUE	3	3.2.1.78:33	GH5_7(58-333)	GH5_e89(59-334)	GH5_7+GH5_7	GH5_7	beta-mannan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_6122	interaction_vs_self	1406.53940111095	-1.21823301520378	0.139054998977584	-8.76079985732958	1.93869756073713e-18	1.56264134839076e-17	mRNA_6122	OTHER	FALSE	1.000000	0.000028		TRUE	TRUE	3	3.2.1.23:12	GH2_10(47-1001)	GH2_e61(47-1004)	GH2_10+GH2_10	GH2_10	beta-galactan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_7144	interaction_vs_self	129.184435296324	-2.19827482785245	0.251121577670809	-8.75382692416074	2.06237300017896e-18	1.66076320616481e-17	mRNA_7144	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	-	GH64(2-249)	GH64_e2(1-250)	GH64	GH64_e2	beta-glucan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_546	interaction_vs_self	11014.4212825599	1.06631680568971	0.128698150619936	8.2854089243185	1.1770395467623e-16	8.61886956397372e-16	mRNA_546	OTHER	FALSE	1.000000	0.000002		TRUE	TRUE	3	-	GT2(1089-1597)	GT2(1098-1598)	GT2	GT2	-	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_6791	interaction_vs_self	2202.64671620788	1.41904838658998	0.171384286807893	8.27992118192614	1.23256834202322e-16	9.01006405441395e-16	mRNA_6791	SP	TRUE	0.000269	0.999708	CS pos: 26-27. Pr: 0.7095	TRUE	TRUE	3	-	GH128(46-284)	GH128_e2(49-285)	GH128	GH128_e2	beta-glucan	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_4183	interaction_vs_self	5213.13391599103	-1.10773900130333	0.138209450681644	-8.01492948448892	1.10200222099622e-15	7.55255325198369e-15	mRNA_4183	SP	TRUE	0.000287	0.999669	CS pos: 18-19. Pr: 0.9746	TRUE	TRUE	3	3.2.1.6:2	GH16_3(31-286)	GH16_e87(32-287)	GH16_3+GH16_3	GH16_3	beta-glucan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_3725	interaction_vs_self	111.034533380154	1.87760415601546	0.23558117148666	7.97009431681928	1.58553314968746e-15	1.07715585407339e-14	mRNA_3725	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	2	-	GT2(531-736)	-	GT0	GT2	-	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_394	interaction_vs_self	503.189625613637	-1.26401590988643	0.161972691648475	-7.80388284606454	6.0030923968069e-15	3.88408699294536e-14	mRNA_394	SP	TRUE	0.000282	0.999705	CS pos: 25-26. Pr: 0.9591	TRUE	TRUE	3	-	GH16_1(65-312)	GH16_e226(70-312)	GH16_1+GH16_1	GH16_1	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_4325	interaction_vs_self	2108.0554363707	-1.11912837440474	0.150338386509748	-7.44406269341048	9.76351280543878e-14	5.88146865690049e-13	mRNA_4325	SP	TRUE	0.002309	0.997654	CS pos: 31-32. Pr: 0.8439	TRUE	TRUE	3	3.2.1.177:12	GH31(262-692)	GH31_e31(262-692)	GH31	GH31_e31	xyloglucan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_5195	interaction_vs_self	5114.81714742579	1.08493414192568	0.147690916084026	7.345977468976	2.0426078459261e-13	1.20584297662948e-12	mRNA_5195	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	1.6.5.6:3	AA6(4-201)	AA6_e0(5-201)	AA6	AA6_e0	lignin	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_5664	interaction_vs_self	117.731719381599	-1.70457306186502	0.24574647367494	-6.93630731043464	4.02481577857963e-12	2.1546230809657e-11	mRNA_5664	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	-	GT61(164-287)	GT61_e19(166-291)	GT61	GT61_e19	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
