ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	contrast	gene_set	direction	significant_padj_0.05	pathway_class	pathway_type
Valine, leucine and isoleucine biosynthesis	Valine, leucine and isoleucine biosynthesis	10/430	20/1145	0.5	1.33139534883721	1.1589891345278	0.176428150453845	0.710026866049659	0.676590697842334	gene_975/gene_2296/gene_2768/gene_3846/gene_4832/gene_5405/gene_6093/gene_6304/gene_7711/gene_7733	10	interaction_vs_self	significant	up	FALSE	Amino Acid Metabolism	METABOLIC
Propanoate metabolism	Propanoate metabolism	12/430	25/1145	0.48	1.27813953488372	1.08997851178185	0.188074853426198	0.710026866049659	0.676590697842334	gene_334/gene_873/gene_1114/gene_1207/gene_2043/gene_4055/gene_4308/gene_4567/gene_6203/gene_6290/gene_7226/gene_7861	12	interaction_vs_self	significant	up	FALSE	Carbohydrate Metabolism	METABOLIC
Glutathione metabolism	Glutathione metabolism	9/430	18/1145	0.5	1.33139534883721	1.09853759029532	0.195340910420479	0.710026866049659	0.676590697842334	gene_327/gene_828/gene_1726/gene_3878/gene_4703/gene_4786/gene_5782/gene_6089/gene_6547	9	interaction_vs_self	significant	up	FALSE	Metabolism of Other Amino Acids	METABOLIC
Phenylalanine, tyrosine and tryptophan biosynthesis	Phenylalanine, tyrosine and tryptophan biosynthesis	9/430	18/1145	0.5	1.33139534883721	1.09853759029532	0.195340910420479	0.710026866049659	0.676590697842334	gene_463/gene_1194/gene_1354/gene_2905/gene_3626/gene_5063/gene_6497/gene_6501/gene_6665	9	interaction_vs_self	significant	up	FALSE	Amino Acid Metabolism	METABOLIC
Urea cycle and metabolism of amino groups	Urea cycle and metabolism of amino groups	8/430	16/1145	0.5	1.33139534883721	1.03479339562023	0.216977810665801	0.710026866049659	0.676590697842334	gene_978/gene_1831/gene_2300/gene_4290/gene_7085/gene_7357/gene_8032/gene_8120	8	interaction_vs_self	significant	up	FALSE	Amino Acid Metabolism	METABOLIC
Fatty acid biosynthesis (path 1)	Fatty acid biosynthesis (path 1)	10/430	21/1145	0.476190476190476	1.26799557032115	0.96083392025692	0.229286514017623	0.710026866049659	0.676590697842334	gene_1406/gene_1440/gene_1892/gene_3211/gene_4453/gene_6806/gene_7336/gene_7695/gene_8490/gene_8491	10	interaction_vs_self	significant	up	FALSE	Lipid Metabolism	METABOLIC
Peptidoglycan biosynthesis	Peptidoglycan biosynthesis	10/430	21/1145	0.476190476190476	1.26799557032115	0.96083392025692	0.229286514017623	0.710026866049659	0.676590697842334	gene_1150/gene_3431/gene_3677/gene_3900/gene_5129/gene_5359/gene_5364/gene_5597/gene_6735/gene_8301	10	interaction_vs_self	significant	up	FALSE	Metabolism of Complex Carbohydrates	METABOLIC
Cysteine metabolism	Cysteine metabolism	4/430	7/1145	0.571428571428571	1.52159468438538	1.07301369489591	0.243414464803653	0.710026866049659	0.676590697842334	gene_533/gene_1194/gene_5159/gene_6501	4	interaction_vs_self	significant	up	FALSE	Amino Acid Metabolism	METABOLIC
Erythromycin biosynthesis	Erythromycin biosynthesis	4/430	7/1145	0.571428571428571	1.52159468438538	1.07301369489591	0.243414464803653	0.710026866049659	0.676590697842334	gene_7/gene_3007/gene_6002/gene_7157	4	interaction_vs_self	significant	up	FALSE	Biosynthesis of Secondary Metabolites	METABOLIC
Arginine and proline metabolism	Arginine and proline metabolism	29/430	69/1145	0.420289855072464	1.11914391641389	0.79137896168705	0.251941055982202	0.710026866049659	0.676590697842334	gene_1194/gene_1207/gene_1561/gene_1831/gene_2029/gene_2043/gene_2059/gene_2272/gene_2300/gene_2644/gene_2656/gene_2941/gene_3769/gene_4055/gene_4567/gene_4675/gene_4843/gene_4978/gene_5375/gene_5610/gene_5827/gene_6196/gene_6365/gene_6501/gene_7085/gene_7357/gene_7384/gene_8120/gene_8370	29	interaction_vs_self	significant	up	FALSE	Amino Acid Metabolism	METABOLIC
Blood group glycolipid biosynthesis - lact series	Blood group glycolipid biosynthesis - lact series	9/430	19/1145	0.473684210526316	1.26132190942472	0.890384614937633	0.254114878375667	0.710026866049659	0.676590697842334	gene_1150/gene_3431/gene_3677/gene_3900/gene_5129/gene_5359/gene_5364/gene_5597/gene_8301	9	interaction_vs_self	significant	up	FALSE	Metabolism of Complex Lipids	METABOLIC
Blood group glycolipid biosynthesis - neolact series	Blood group glycolipid biosynthesis - neolact series	9/430	19/1145	0.473684210526316	1.26132190942472	0.890384614937633	0.254114878375667	0.710026866049659	0.676590697842334	gene_1150/gene_3431/gene_3677/gene_3900/gene_5129/gene_5359/gene_5364/gene_5597/gene_8301	9	interaction_vs_self	significant	up	FALSE	Metabolism of Complex Lipids	METABOLIC
Chondroitin / heparan sulfate biosynthesis	Chondroitin / heparan sulfate biosynthesis	9/430	19/1145	0.473684210526316	1.26132190942472	0.890384614937633	0.254114878375667	0.710026866049659	0.676590697842334	gene_1150/gene_3431/gene_3677/gene_3900/gene_5129/gene_5359/gene_5364/gene_5597/gene_8301	9	interaction_vs_self	significant	up	FALSE	Metabolism of Complex Carbohydrates	METABOLIC
Keratan sulfate biosynthesis	Keratan sulfate biosynthesis	9/430	19/1145	0.473684210526316	1.26132190942472	0.890384614937633	0.254114878375667	0.710026866049659	0.676590697842334	gene_1150/gene_3431/gene_3677/gene_3900/gene_5129/gene_5359/gene_5364/gene_5597/gene_8301	9	interaction_vs_self	significant	up	FALSE	Metabolism of Complex Carbohydrates	METABOLIC
Tetrachloroethene degradation	Tetrachloroethene degradation	6/430	12/1145	0.5	1.33139534883721	0.894574050133718	0.271319624248616	0.736438980103385	0.701759028131758	gene_184/gene_4108/gene_4337/gene_6198/gene_7836/gene_8033	6	interaction_vs_self	significant	up	FALSE	Biodegradation of Xenobiotics	METABOLIC
Globoside metabolism	Globoside metabolism	10/430	22/1145	0.454545454545455	1.21035940803383	0.772285038652069	0.287223795076852	0.751503649228825	0.716114280705584	gene_1150/gene_3431/gene_3677/gene_3900/gene_4490/gene_5129/gene_5359/gene_5364/gene_5597/gene_8301	10	interaction_vs_self	significant	up	FALSE	Metabolism of Complex Lipids	METABOLIC
Lysine degradation	Lysine degradation	25/430	60/1145	0.416666666666667	1.10949612403101	0.675388593125206	0.292690894962806	0.751503649228825	0.716114280705584	gene_184/gene_873/gene_1027/gene_1114/gene_1207/gene_1279/gene_1490/gene_2043/gene_3079/gene_4055/gene_4108/gene_4308/gene_4337/gene_4567/gene_5467/gene_6104/gene_6198/gene_6203/gene_7226/gene_7678/gene_7909/gene_8033/gene_8226/gene_8349/gene_8425	25	interaction_vs_self	significant	up	FALSE	Amino Acid Metabolism	METABOLIC
Sulfur metabolism	Sulfur metabolism	6/430	13/1145	0.461538461538462	1.22898032200358	0.643636765377017	0.353902711609446	0.8588667408792	0.818421492693753	gene_1523/gene_1560/gene_2471/gene_2848/gene_5159/gene_8184	6	interaction_vs_self	significant	up	FALSE	Energy Metabolism	METABOLIC
Galactose metabolism	Galactose metabolism	17/430	41/1145	0.414634146341463	1.10408394781622	0.52612067310711	0.354718304379386	0.8588667408792	0.818421492693753	gene_7/gene_184/gene_341/gene_2533/gene_3117/gene_3385/gene_4108/gene_4337/gene_5494/gene_6002/gene_6198/gene_6421/gene_6679/gene_7157/gene_7634/gene_8033/gene_8537	17	interaction_vs_self	significant	up	FALSE	Carbohydrate Metabolism	METABOLIC
Pentose and glucuronate interconversions	Pentose and glucuronate interconversions	13/430	31/1145	0.419354838709677	1.11665416354089	0.510425913338001	0.368714195872314	0.8588667408792	0.818421492693753	gene_1436/gene_1575/gene_3117/gene_4065/gene_5156/gene_5232/gene_5494/gene_5774/gene_5907/gene_6973/gene_7634/gene_7697/gene_8537	13	interaction_vs_self	significant	up	FALSE	Carbohydrate Metabolism	METABOLIC
Valine, leucine and isoleucine degradation	Valine, leucine and isoleucine degradation	14/430	34/1145	0.411764705882353	1.09644322845417	0.442535778039286	0.391432460053591	0.8588667408792	0.818421492693753	gene_334/gene_873/gene_1207/gene_2043/gene_2768/gene_3846/gene_4055/gene_4308/gene_4567/gene_5118/gene_6203/gene_7226/gene_8454/gene_8555	14	interaction_vs_self	significant	up	FALSE	Amino Acid Metabolism	METABOLIC
Fatty acid biosynthesis (path 2)	Fatty acid biosynthesis (path 2)	5/430	11/1145	0.454545454545455	1.21035940803383	0.543432958690121	0.399744421475821	0.8588667408792	0.818421492693753	gene_873/gene_1114/gene_4308/gene_6203/gene_7226	5	interaction_vs_self	significant	up	FALSE	Lipid Metabolism	METABOLIC
D-Arginine and D-ornithine metabolism	D-Arginine and D-ornithine metabolism	3/430	6/1145	0.5	1.33139534883721	0.630891085751067	0.4049675381094	0.8588667408792	0.818421492693753	gene_2059/gene_4591/gene_5610	3	interaction_vs_self	significant	up	FALSE	Metabolism of Other Amino Acids	METABOLIC
Reductive carboxylate cycle (CO2 fixation)	Reductive carboxylate cycle (CO2 fixation)	3/430	6/1145	0.5	1.33139534883721	0.630891085751067	0.4049675381094	0.8588667408792	0.818421492693753	gene_231/gene_1596/gene_4089	3	interaction_vs_self	significant	up	FALSE	Energy Metabolism	METABOLIC
Aminosugars metabolism	Aminosugars metabolism	18/430	45/1145	0.4	1.06511627906977	0.345456770884119	0.420766406922667	0.8588667408792	0.818421492693753	gene_7/gene_545/gene_546/gene_973/gene_1184/gene_1198/gene_1826/gene_1950/gene_2960/gene_3313/gene_3342/gene_4490/gene_6002/gene_6023/gene_6339/gene_7095/gene_7153/gene_7157	18	interaction_vs_self	significant	up	FALSE	Metabolism of Complex Carbohydrates	METABOLIC
Bile acid biosynthesis	Bile acid biosynthesis	18/430	45/1145	0.4	1.06511627906977	0.345456770884119	0.420766406922667	0.8588667408792	0.818421492693753	gene_184/gene_412/gene_1207/gene_1531/gene_2043/gene_2632/gene_3428/gene_4055/gene_4108/gene_4258/gene_4337/gene_4567/gene_6198/gene_6533/gene_7764/gene_7836/gene_7923/gene_8033	18	interaction_vs_self	significant	up	FALSE	Lipid Metabolism	METABOLIC
1,4-Dichlorobenzene degradation	1,4-Dichlorobenzene degradation	6/430	14/1145	0.428571428571429	1.14119601328904	0.412049478621301	0.437835434231915	0.8588667408792	0.818421492693753	gene_1531/gene_2632/gene_2943/gene_3352/gene_6265/gene_7764	6	interaction_vs_self	significant	up	FALSE	Biodegradation of Xenobiotics	METABOLIC
N-Glycans biosynthesis	N-Glycans biosynthesis	14/430	35/1145	0.4	1.06511627906977	0.303288768503478	0.44447674050968	0.8588667408792	0.818421492693753	gene_1150/gene_3431/gene_3591/gene_3677/gene_3900/gene_4381/gene_5116/gene_5129/gene_5359/gene_5364/gene_5532/gene_5597/gene_6341/gene_8301	14	interaction_vs_self	significant	up	FALSE	Metabolism of Complex Carbohydrates	METABOLIC
1,2-Dichloroethane degradation	1,2-Dichloroethane degradation	4/430	9/1145	0.444444444444444	1.18346253229974	0.428325264605932	0.45563307009604	0.8588667408792	0.818421492693753	gene_1207/gene_2043/gene_4055/gene_4567	4	interaction_vs_self	significant	up	FALSE	Biodegradation of Xenobiotics	METABOLIC
Selenoamino acid metabolism	Selenoamino acid metabolism	10/430	25/1145	0.4	1.06511627906977	0.255178915801771	0.47481459519816	0.8588667408792	0.818421492693753	gene_1256/gene_1963/gene_2471/gene_2848/gene_3505/gene_5033/gene_5159/gene_6340/gene_7769/gene_7780	10	interaction_vs_self	significant	up	FALSE	Metabolism of Other Amino Acids	METABOLIC
Styrene degradation	Styrene degradation	10/430	25/1145	0.4	1.06511627906977	0.255178915801771	0.47481459519816	0.8588667408792	0.818421492693753	gene_1531/gene_2029/gene_2632/gene_2941/gene_3769/gene_5827/gene_6196/gene_7205/gene_7764/gene_8370	10	interaction_vs_self	significant	up	FALSE	Biodegradation of Xenobiotics	METABOLIC
Tryptophan metabolism	Tryptophan metabolism	30/430	78/1145	0.384615384615385	1.02415026833631	0.171269989601811	0.476515684660761	0.8588667408792	0.818421492693753	gene_873/gene_1114/gene_1207/gene_1531/gene_2029/gene_2043/gene_2632/gene_2762/gene_2941/gene_3175/gene_3547/gene_3769/gene_4055/gene_4308/gene_4421/gene_4471/gene_4491/gene_4567/gene_5827/gene_6196/gene_6203/gene_6232/gene_6340/gene_7226/gene_7346/gene_7678/gene_7764/gene_7769/gene_8268/gene_8370	30	interaction_vs_self	significant	up	FALSE	Amino Acid Metabolism	METABOLIC
Caprolactam degradation	Caprolactam degradation	8/430	20/1145	0.4	1.06511627906977	0.227731198363356	0.494404848108871	0.8588667408792	0.818421492693753	gene_1436/gene_1514/gene_3274/gene_3964/gene_4620/gene_5649/gene_6158/gene_7580	8	interaction_vs_self	significant	up	FALSE	Biodegradation of Xenobiotics	METABOLIC
Nucleotide sugars metabolism	Nucleotide sugars metabolism	8/430	20/1145	0.4	1.06511627906977	0.227731198363356	0.494404848108871	0.8588667408792	0.818421492693753	gene_184/gene_3007/gene_3117/gene_3640/gene_4108/gene_4337/gene_6198/gene_8033	8	interaction_vs_self	significant	up	FALSE	Nucleotide Metabolism	METABOLIC
Cyanoamino acid metabolism	Cyanoamino acid metabolism	14/430	36/1145	0.388888888888889	1.03552971576227	0.167908015821453	0.497238639456379	0.8588667408792	0.818421492693753	gene_1687/gene_2029/gene_2941/gene_3512/gene_3594/gene_3769/gene_4141/gene_5827/gene_6196/gene_7160/gene_7738/gene_7836/gene_8349/gene_8370	14	interaction_vs_self	significant	up	FALSE	Metabolism of Other Amino Acids	METABOLIC
Sphingoglycolipid metabolism	Sphingoglycolipid metabolism	16/430	42/1145	0.380952380952381	1.01439645625692	0.0736862932452201	0.530247739291843	0.89952741487009	0.857167398103355	gene_1150/gene_1311/gene_2113/gene_3431/gene_3677/gene_3900/gene_4490/gene_5129/gene_5130/gene_5359/gene_5364/gene_5597/gene_6354/gene_6533/gene_7534/gene_8301	16	interaction_vs_self	significant	up	FALSE	Metabolism of Complex Lipids	METABOLIC
Inositol phosphate metabolism	Inositol phosphate metabolism	8/430	21/1145	0.380952380952381	1.01439645625692	0.0516150453030577	0.562365110841327	0.907722959023928	0.864977002504796	gene_1229/gene_3831/gene_3970/gene_4145/gene_5075/gene_6725/gene_7058/gene_7717	8	interaction_vs_self	significant	up	FALSE	Metabolism of Complex Lipids	METABOLIC
Riboflavin metabolism	Riboflavin metabolism	8/430	21/1145	0.380952380952381	1.01439645625692	0.0516150453030577	0.562365110841327	0.907722959023928	0.864977002504796	gene_1198/gene_2144/gene_2753/gene_3313/gene_4142/gene_5094/gene_5862/gene_7030	8	interaction_vs_self	significant	up	FALSE	Metabolism of Cofactors and Vitamins	METABOLIC
Histidine metabolism	Histidine metabolism	15/430	40/1145	0.375	0.998546511627907	-0.00725361728351259	0.56374373244644	0.907722959023928	0.864977002504796	gene_1207/gene_1531/gene_1968/gene_2043/gene_2632/gene_2762/gene_2889/gene_3587/gene_4055/gene_4567/gene_5063/gene_6340/gene_7563/gene_7764/gene_7769	15	interaction_vs_self	significant	up	FALSE	Amino Acid Metabolism	METABOLIC
One carbon pool by folate	One carbon pool by folate	5/430	13/1145	0.384615384615385	1.02415026833631	0.0678835650983572	0.577459986923881	0.914311645962812	0.87125541886761	gene_1986/gene_4718/gene_5342/gene_5992/gene_8349	5	interaction_vs_self	significant	up	FALSE	Metabolism of Cofactors and Vitamins	METABOLIC
2,4-Dichlorobenzoate degradation	2,4-Dichlorobenzoate degradation	3/430	8/1145	0.375	0.998546511627907	-0.00319794169961094	0.632114282347416	0.94292311350941	0.898519531986806	gene_4065/gene_5907/gene_6973	3	interaction_vs_self	significant	up	FALSE	Biodegradation of Xenobiotics	METABOLIC
Flavonoids, stilbene and lignin biosynthesis	Flavonoids, stilbene and lignin biosynthesis	13/430	36/1145	0.361111111111111	0.96156330749354	-0.181645944388663	0.634482290266748	0.94292311350941	0.898519531986806	gene_1531/gene_1687/gene_2632/gene_2703/gene_2753/gene_3594/gene_3671/gene_4310/gene_7160/gene_7224/gene_7242/gene_7738/gene_7764	13	interaction_vs_self	significant	up	FALSE	Biosynthesis of Secondary Metabolites	METABOLIC
Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	5/430	14/1145	0.357142857142857	0.950996677740864	-0.143005407286217	0.655029182863863	0.94292311350941	0.898519531986806	gene_231/gene_320/gene_1596/gene_2603/gene_5506	5	interaction_vs_self	significant	up	FALSE	Carbohydrate Metabolism	METABOLIC
Methane metabolism	Methane metabolism	5/430	14/1145	0.357142857142857	0.950996677740864	-0.143005407286217	0.655029182863863	0.94292311350941	0.898519531986806	gene_320/gene_1531/gene_2632/gene_7764/gene_8349	5	interaction_vs_self	significant	up	FALSE	Energy Metabolism	METABOLIC
Toluene and xylene degradation	Toluene and xylene degradation	5/430	14/1145	0.357142857142857	0.950996677740864	-0.143005407286217	0.655029182863863	0.94292311350941	0.898519531986806	gene_3042/gene_3352/gene_7730/gene_7836/gene_8390	5	interaction_vs_self	significant	up	FALSE	Biodegradation of Xenobiotics	METABOLIC
Benzoate degradation via CoA ligation	Benzoate degradation via CoA ligation	23/430	64/1145	0.359375	0.956940406976744	-0.274815535427993	0.65508342622759	0.94292311350941	0.898519531986806	gene_88/gene_184/gene_873/gene_965/gene_1082/gene_1114/gene_2029/gene_2941/gene_3769/gene_4108/gene_4308/gene_4337/gene_5027/gene_5827/gene_6196/gene_6198/gene_6203/gene_6534/gene_6979/gene_7226/gene_7836/gene_8033/gene_8370	23	interaction_vs_self	significant	up	FALSE	Biodegradation of Xenobiotics	METABOLIC
Tyrosine metabolism	Tyrosine metabolism	21/430	59/1145	0.355932203389831	0.9477729601892	-0.31930132693724	0.67318984020999	0.954522907760433	0.909573075539028	gene_1194/gene_1531/gene_1968/gene_2459/gene_2632/gene_2753/gene_2762/gene_2889/gene_3428/gene_4258/gene_4485/gene_5063/gene_5279/gene_6340/gene_6501/gene_7205/gene_7563/gene_7764/gene_7769/gene_7836/gene_8612	21	interaction_vs_self	significant	up	FALSE	Amino Acid Metabolism	METABOLIC
Vitamin B6 metabolism	Vitamin B6 metabolism	8/430	23/1145	0.347826086956522	0.926188068756319	-0.277196841346725	0.684321535224643	0.95603743891678	0.91101628528358	gene_184/gene_1198/gene_1383/gene_3313/gene_4108/gene_4337/gene_6198/gene_8033	8	interaction_vs_self	significant	up	FALSE	Metabolism of Cofactors and Vitamins	METABOLIC
Biotin metabolism	Biotin metabolism	5/430	15/1145	0.333333333333333	0.887596899224806	-0.339686994000534	0.722818213161897	0.988406841327845	0.941861366805481	gene_1279/gene_1490/gene_6104/gene_7909/gene_8226	5	interaction_vs_self	significant	up	FALSE	Metabolism of Cofactors and Vitamins	METABOLIC
