gene_id	protein_id	transcript_id	jgi_name	portal_id	seqid	start	end	strand	source	gff3_line	go_count	go_ids	go_names	go_types	kegg_count	kegg_ecnum	kegg_definition	kegg_catalyticactivity	kegg_cofactors	kegg_associateddiseases	kegg_pathway	kegg_pathway_class	kegg_pathway_type	has_go	has_kegg	signalp_mrna_id	eggnog_annotated	eggnog_seed_ortholog	eggnog_evalue	eggnog_score	eggnog_eggnog_ogs	eggnog_max_annot_lvl	eggnog_cog_category	eggnog_description	eggnog_preferred_name	eggnog_gos	eggnog_ec	eggnog_kegg_ko	eggnog_kegg_pathway	eggnog_kegg_module	eggnog_kegg_reaction	eggnog_kegg_rclass	eggnog_brite	eggnog_kegg_tc	eggnog_cazy	eggnog_bigg_reaction	eggnog_pfams	signalp_prediction	signalp_is_sp	signalp_other_score	signalp_sp_score	signalp_cs_position	dbcan_any_hit	dbcan_high_confidence	dbcan_n_tools	dbcan_ec	dbcan_hmm	dbcan_sub	dbcan_diamond	dbcan_recommended	dbcan_substrate	tested_by_deseq2	interaction_vs_self__baseMean	interaction_vs_self__log2FoldChange	interaction_vs_self__lfcSE	interaction_vs_self__stat	interaction_vs_self__pvalue	interaction_vs_self__padj	interaction_vs_self__de_significant_padj_lt_0.05	interaction_vs_self__de_strong_padj_lt_0.05_abs_log2fc_gt_1	interaction_vs_self__de_direction	interaction_vs_onu__baseMean	interaction_vs_onu__log2FoldChange	interaction_vs_onu__lfcSE	interaction_vs_onu__stat	interaction_vs_onu__pvalue	interaction_vs_onu__padj	interaction_vs_onu__de_significant_padj_lt_0.05	interaction_vs_onu__de_strong_padj_lt_0.05_abs_log2fc_gt_1	interaction_vs_onu__de_direction	onu_vs_self__baseMean	onu_vs_self__log2FoldChange	onu_vs_self__lfcSE	onu_vs_self__stat	onu_vs_self__pvalue	onu_vs_self__padj	onu_vs_self__de_significant_padj_lt_0.05	onu_vs_self__de_strong_padj_lt_0.05_abs_log2fc_gt_1	onu_vs_self__de_direction
gene_380	1978940	1979194	jgi.p|Ophnu1|1978940	Ophnu1	OphioH327chr_1	1455388	1456740	+	prediction	2273	0				0									no	no	mRNA_380	TRUE	61273.S3BM58	6.92e-193	549.0	COG1028@1|root,KOG1205@2759|Eukaryota,39SF0@33154|Opisthokonta,3NTX2@4751|Fungi,3QNMY@4890|Ascomycota,211S2@147550|Sordariomycetes,3US04@5151|Ophiostomatales	4751|Fungi	Q	Enoyl-(Acyl carrier protein) reductase													adh_short	OTHER	FALSE	0.999481	0.000531		FALSE	FALSE	0	-	-	-	-	-	-	TRUE	409.87699770071	-0.889285574706641	0.167029130920672	-5.32413459738946	1.01434780480084e-07	3.602088572399e-07	TRUE	FALSE	down	409.87699770071	-1.08298868699081	0.163023241504595	-6.64315515380229	3.07038327586886e-11	2.0374016156153e-10	TRUE	TRUE	down	409.87699770071	0.193703112284166	0.156881805555196	1.23470731101457	0.216939453962528	0.306993176710074	FALSE	FALSE	up
gene_381	1978941	1979195	jgi.p|Ophnu1|1978941	Ophnu1	OphioH327chr_1	1457608	1463475	-	prediction	2277	1	GO:0005524	ATP binding	molecular_function	0									yes	no	mRNA_381	TRUE	61273.S3C7Y4	0.0	3119.0	28H8J@1|root,2QPMA@2759|Eukaryota,39W7T@33154|Opisthokonta,3NVQY@4751|Fungi,3QNYI@4890|Ascomycota,211RR@147550|Sordariomycetes,3UT24@5151|Ophiostomatales	4751|Fungi	S	Protein of unknown function (DUF3684)													DUF3684,HATPase_c_3	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	TRUE	2842.76822398504	0.259978847194352	0.121770051605917	2.13499825093051	0.0327611529918883	0.0532236609623389	FALSE	FALSE	up	2842.76822398504	0.397489037445697	0.120975762136185	3.2856915337986	0.0010173235122104	0.00251031688224878	TRUE	FALSE	up	2842.76822398504	-0.137510190251345	0.121145126232882	-1.13508644158746	0.256339101834981	0.352661959451533	FALSE	FALSE	down
gene_382	1978942	1979196	jgi.p|Ophnu1|1978942	Ophnu1	OphioH327chr_1	1464484	1466426	-	prediction	2281	0				0									no	no	mRNA_382	TRUE	61273.S3BPJ4	5.37e-114	363.0	2E191@1|root,2S8M1@2759|Eukaryota,3A7J7@33154|Opisthokonta,3P5J1@4751|Fungi,3QXGK@4890|Ascomycota,21BU2@147550|Sordariomycetes,3UTZA@5151|Ophiostomatales	4751|Fungi	S	Asx homology domain													ASXH	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	TRUE	1333.87026795713	-0.340877098535662	0.126529929343762	-2.69404322205503	0.00705910100027979	0.0130312496360567	TRUE	FALSE	down	1333.87026795713	-0.228505662941094	0.125090280058656	-1.82672596810836	0.0677409817859708	0.106357814396168	FALSE	FALSE	down	1333.87026795713	-0.112371435594568	0.124228965527311	-0.904551004812671	0.365703301714362	0.468275282374711	FALSE	FALSE	down
gene_383	1978943	1979197	jgi.p|Ophnu1|1978943	Ophnu1	OphioH327chr_1	1467072	1469018	+	prediction	2287	4	GO:0004672; GO:0004682; GO:0005524; GO:0006468	ATP binding; protein amino acid phosphorylation; protein kinase activity; protein kinase CK2 activity	biological_process; molecular_function	0									yes	no	mRNA_383	TRUE	61273.S3CF16	0.0	952.0	COG5072@1|root,KOG2464@2759|Eukaryota,39UH0@33154|Opisthokonta,3P28B@4751|Fungi,3RJ22@4890|Ascomycota,21Q03@147550|Sordariomycetes	4751|Fungi	D	Pfam:DUF3635		GO:0000003,GO:0000166,GO:0000228,GO:0000278,GO:0000775,GO:0000785,GO:0000790,GO:0000792,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005720,GO:0005721,GO:0005737,GO:0006325,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006996,GO:0007049,GO:0007088,GO:0007154,GO:0007165,GO:0007346,GO:0008104,GO:0008144,GO:0008150,GO:0008152,GO:0009987,GO:0010564,GO:0016043,GO:0016301,GO:0016310,GO:0016569,GO:0016570,GO:0016572,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0018107,GO:0018193,GO:0018210,GO:0019538,GO:0022414,GO:0023052,GO:0030554,GO:0031503,GO:0031618,GO:0031934,GO:0031974,GO:0031981,GO:0032553,GO:0032555,GO:0032559,GO:0033036,GO:0033043,GO:0033044,GO:0033045,GO:0033047,GO:0033365,GO:0034501,GO:0034502,GO:0034613,GO:0034629,GO:0035173,GO:0035184,GO:0035405,GO:0035556,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051179,GO:0051276,GO:0051321,GO:0051641,GO:0051716,GO:0051726,GO:0051783,GO:0051983,GO:0065007,GO:0070013,GO:0070727,GO:0071459,GO:0071704,GO:0071840,GO:0072354,GO:0072355,GO:0072356,GO:0097159,GO:0097367,GO:0098687,GO:0140096,GO:1901265,GO:1901363,GO:1901564,GO:1990421,GO:1990707	2.7.11.1	ko:K16315					ko00000,ko01000,ko01001,ko03036				Haspin_kinase	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	TRUE	671.223049447078	-0.0149687541030031	0.0989160897145059	-0.151327798603911	0.879717141673629	0.908697807738176	FALSE	FALSE	down	671.223049447078	-0.322968332975016	0.0937491022901339	-3.44502853985201	0.000570999099419155	0.00147577061927173	TRUE	FALSE	down	671.223049447078	0.307999578872013	0.0930790948597719	3.30900917478871	0.000936267689433018	0.00249283092427578	TRUE	FALSE	up
gene_384	1978944	1979198	jgi.p|Ophnu1|1978944	Ophnu1	OphioH327chr_1	1469673	1470743	+	prediction	2291	1	GO:0003824	catalytic activity	molecular_function	0									yes	no	mRNA_384	TRUE	61273.S3BUG5	1.34e-210	587.0	COG0596@1|root,KOG4178@2759|Eukaryota,39WAD@33154|Opisthokonta,3NZHF@4751|Fungi,3QNFP@4890|Ascomycota,215Z7@147550|Sordariomycetes,3UQY4@5151|Ophiostomatales	4751|Fungi	I	Serine aminopeptidase, S33			3.1.3.76,3.3.2.10	ko:K08726	ko00590,ko00625,ko01100,ko01120,ko04146,map00590,map00625,map01100,map01120,map04146		R05842,R07108,R07109,R07110,R07111	RC01477,RC01757	ko00000,ko00001,ko01000,ko01002,ko01009				Abhydrolase_1	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	TRUE	3950.19915700545	0.913745687283207	0.0725547135438246	12.5938845686612	2.28162491911482e-36	4.08592244929348e-35	TRUE	FALSE	up	3950.19915700545	0.110262507509002	0.0705883103537906	1.56205052871166	0.11827608587762	0.173720537939675	FALSE	FALSE	up	3950.19915700545	0.803483179774205	0.0717092915502552	11.2047290163383	3.86534815006466e-29	7.64142728973521e-28	TRUE	FALSE	up
gene_385	1978945	1979199	jgi.p|Ophnu1|1978945	Ophnu1	OphioH327chr_1	1471276	1471718	-	prediction	2295	0				0									no	no	mRNA_385	TRUE	61273.S3CVT9	1.19e-71	216.0	2D3BV@1|root,2SR0H@2759|Eukaryota,3A5TF@33154|Opisthokonta,3P6H9@4751|Fungi,3QW3U@4890|Ascomycota,21ATG@147550|Sordariomycetes,3UU6A@5151|Ophiostomatales	4751|Fungi	S	Microtubule-associated protein CRIPT													Cript	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	TRUE	1548.84463955214	-0.497104686429661	0.178559067695969	-2.783978953542	0.00536965183302175	0.0100820837224536	TRUE	FALSE	down	1548.84463955214	-0.469206997286512	0.177649351046484	-2.64119736167085	0.00826135785378241	0.0164039023958194	TRUE	FALSE	down	1548.84463955214	-0.027897689143149	0.176903041590203	-0.157700449310386	0.874692846425974	0.910540042004906	FALSE	FALSE	down
gene_386	1978946	1979200	jgi.p|Ophnu1|1978946	Ophnu1	OphioH327chr_1	1473385	1477581	+	prediction	2301	9	GO:0000287; GO:0004012; GO:0005524; GO:0006810; GO:0015662; GO:0015914; GO:0016020; GO:0016021; GO:0016820	ATP binding; ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism; hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances; integral to membrane; magnesium ion binding; membrane; phospholipid transport; phospholipid-translocating ATPase activity; transport	biological_process; cellular_component; molecular_function	1	3.6.3.1	Magnesium-ATPase.	ATP + H(2)O = ADP + phosphate.	Magnesium.	Progressive familial intrahepatic cholestasis; MIM:211600. Benign recurrent intrahepatic cholestasis; MIM:243300.	\N	\N	\N	yes	yes	mRNA_386	TRUE	61273.S3BZL4	0.0	2553.0	COG0474@1|root,KOG0206@2759|Eukaryota,38BZ2@33154|Opisthokonta,3NX4W@4751|Fungi,3QQ2B@4890|Ascomycota,211Y7@147550|Sordariomycetes,3UQ7N@5151|Ophiostomatales	4751|Fungi	P	Phospholipid-translocating ATPase N-terminal	DRS2	GO:0000028,GO:0000749,GO:0003674,GO:0003824,GO:0004012,GO:0005215,GO:0005319,GO:0005548,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005794,GO:0005802,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0006869,GO:0006886,GO:0006892,GO:0006897,GO:0006900,GO:0006996,GO:0008104,GO:0008150,GO:0009987,GO:0010033,GO:0010876,GO:0012505,GO:0015031,GO:0015711,GO:0015748,GO:0015833,GO:0015914,GO:0016020,GO:0016021,GO:0016043,GO:0016050,GO:0016192,GO:0016197,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019236,GO:0022607,GO:0022613,GO:0022618,GO:0031136,GO:0031137,GO:0031139,GO:0031224,GO:0031984,GO:0032456,GO:0032991,GO:0033036,GO:0034204,GO:0034613,GO:0034622,GO:0042221,GO:0042254,GO:0042255,GO:0042274,GO:0042623,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043492,GO:0043900,GO:0043902,GO:0043933,GO:0044085,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0045332,GO:0046907,GO:0046999,GO:0048193,GO:0048194,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0051716,GO:0061024,GO:0065003,GO:0065007,GO:0065008,GO:0070727,GO:0070887,GO:0070925,GO:0071310,GO:0071444,GO:0071702,GO:0071705,GO:0071826,GO:0071840,GO:0071944,GO:0097035,GO:0098657,GO:0098791,GO:1990530,GO:2000241,GO:2000243	3.6.3.1	ko:K14802					ko00000,ko01000,ko03009	3.A.3.8			Cation_ATPase,E1-E2_ATPase,Hydrolase,PhoLip_ATPase_C,PhoLip_ATPase_N	OTHER	FALSE	1.000000	0.000001		TRUE	FALSE	1	-	-	-	GH36	-	-	TRUE	4761.26449876394	0.26216531985621	0.128511135141759	2.04002026413522	0.041348307462433	0.0653993924387337	FALSE	FALSE	up	4761.26449876394	0.368837987268119	0.128050773740526	2.88040420603399	0.0039716562426254	0.00854634928025979	TRUE	FALSE	up	4761.26449876394	-0.106672667411909	0.128149235741858	-0.83240970415765	0.405177726384532	0.508327911161013	FALSE	FALSE	down
gene_387	1978947	1979201	jgi.p|Ophnu1|1978947	Ophnu1	OphioH327chr_1	1480338	1481735	-	prediction	2307	0				0									no	no	mRNA_387	TRUE	61273.S3BWI1	1.45e-260	723.0	2D2IG@1|root,2SN0C@2759|Eukaryota,3AIMN@33154|Opisthokonta,3PC7D@4751|Fungi,3QSY3@4890|Ascomycota,21PKZ@147550|Sordariomycetes,3URUS@5151|Ophiostomatales	4751|Fungi	S	cfem domain-containing protein														OTHER	FALSE	1.000000	0.000028		FALSE	FALSE	0	-	-	-	-	-	-	TRUE	3453.90022451357	0.642753263966599	0.126999343386681	5.0610754892612	4.16898098034334e-07	1.39182828360916e-06	TRUE	FALSE	up	3453.90022451357	-0.323587329331288	0.125708850215756	-2.57410141589801	0.0100500809640246	0.0195608669968282	TRUE	FALSE	down	3453.90022451357	0.966340593297887	0.126236404207638	7.6550072806923	1.9330129085031e-14	1.78303776905027e-13	TRUE	FALSE	up
gene_388	1978948	1979202	jgi.p|Ophnu1|1978948	Ophnu1	OphioH327chr_1	1489824	1492202	+	prediction	2311	3	GO:0003824; GO:0016491; GO:0050660	catalytic activity; FAD binding; oxidoreductase activity	molecular_function	0									yes	no	mRNA_388	TRUE	61273.S3CF19	0.0	1146.0	COG0277@1|root,2QUV4@2759|Eukaryota,38Z80@33154|Opisthokonta,3NXMG@4751|Fungi,3QNIM@4890|Ascomycota,213RZ@147550|Sordariomycetes,3USZF@5151|Ophiostomatales	4751|Fungi	C	Berberine and berberine like													BBE,FAD_binding_4	SP	TRUE	0.000349	0.999616	CS pos: 20-21. Pr: 0.9682	TRUE	TRUE	3	1.1.3.-:1	AA7(195-389)	AA7_e0(195-385)	GH20	AA7_e0	xylan	TRUE	8349.00192063415	0.938722806563361	0.080425187206831	11.6720002671455	1.77207010114047e-31	2.65655342657836e-30	TRUE	FALSE	up	8349.00192063415	0.227617224789851	0.079616910456331	2.85890552001131	0.00425105375718353	0.00907683216799476	TRUE	FALSE	up	8349.00192063415	0.71110558177351	0.0800980166347526	8.87794244664203	6.81084613377212e-19	8.47395972457694e-18	TRUE	FALSE	up
gene_389	1978949	1979203	jgi.p|Ophnu1|1978949	Ophnu1	OphioH327chr_1	1493815	1494876	-	prediction	2317	0				0									no	no	mRNA_389	TRUE	61273.S3BUH0	4e-148	423.0	291QH@1|root,2R8KJ@2759|Eukaryota,3ADQC@33154|Opisthokonta,3P9WK@4751|Fungi,3QRTP@4890|Ascomycota,217W4@147550|Sordariomycetes,3USBE@5151|Ophiostomatales	4751|Fungi	S	Life-span regulatory factor													Ecl1	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	TRUE	2563.74851102234	-0.463399604658563	0.0911495379876565	-5.08394902365075	3.69667190619371e-07	1.24238364809651e-06	TRUE	FALSE	down	2563.74851102234	0.319388780436414	0.0906598283077883	3.52293608313591	0.000426794274501336	0.00113352745570321	TRUE	FALSE	up	2563.74851102234	-0.782788385094977	0.0899507111530542	-8.70241463419934	3.248960174342e-18	3.88423171681111e-17	TRUE	FALSE	down
gene_390	1978950	1979204	jgi.p|Ophnu1|1978950	Ophnu1	OphioH327chr_1	1504215	1506532	-	prediction	2325	0				0									no	no	mRNA_390	TRUE	61273.S3BZL9	0.0	1160.0	28RM4@1|root,2QYA9@2759|Eukaryota,39TTX@33154|Opisthokonta,3NY7Q@4751|Fungi,3QJQY@4890|Ascomycota,21405@147550|Sordariomycetes,3USJP@5151|Ophiostomatales	4751|Fungi	S	Kelch motif													Kelch_5	SP	TRUE	0.075942	0.924054	CS pos: 43-44. Pr: 0.8447	FALSE	FALSE	0	-	-	-	-	-	-	TRUE	975.245639096084	-0.92953363297092	0.0990401255230736	-9.38542462523803	6.26634314866663e-21	5.76773089812756e-20	TRUE	FALSE	down	975.245639096084	-1.1263414765043	0.0962129494345761	-11.7067555160046	1.17697777551385e-31	2.87855135954244e-30	TRUE	TRUE	down	975.245639096084	0.196807843533375	0.0915726237074155	2.14919957041089	0.0316185833330735	0.058940564749806	FALSE	FALSE	up
gene_391	1978951	1979205	jgi.p|Ophnu1|1978951	Ophnu1	OphioH327chr_1	1509754	1510908	+	prediction	2331	0				0									no	no	mRNA_391	TRUE	61273.S3BWI7	2.05e-163	469.0	KOG2609@1|root,KOG2609@2759|Eukaryota,38DBI@33154|Opisthokonta,3NUPY@4751|Fungi,3QPE5@4890|Ascomycota,215QY@147550|Sordariomycetes,3URIE@5151|Ophiostomatales	4751|Fungi	AD	SYF2 splicing factor	syf2	GO:0000375,GO:0000377,GO:0000398,GO:0000974,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005681,GO:0005684,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0032991,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045292,GO:0046483,GO:0071004,GO:0071010,GO:0071013,GO:0071014,GO:0071704,GO:0090304,GO:1901360,GO:1902494,GO:1990904		ko:K12868	ko03040,map03040	M00355			ko00000,ko00001,ko00002,ko03041				SYF2	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-	TRUE	1385.67546061373	-0.669885060155521	0.0797156889057219	-8.40342809992874	4.33630347610601e-17	3.24748536793241e-16	TRUE	FALSE	down	1385.67546061373	-0.0194913610050028	0.0785180042670082	-0.248240657502202	0.80394821048888	0.851391399453768	FALSE	FALSE	down	1385.67546061373	-0.650393699150518	0.076250681194617	-8.52967722990564	1.467566029649e-17	1.67498202850606e-16	TRUE	FALSE	down
gene_392	1978952	1979206	jgi.p|Ophnu1|1978952	Ophnu1	OphioH327chr_1	1511127	1512086	-	prediction	2335	0				0									no	no	mRNA_392	TRUE	61273.S3CF22	4e-184	515.0	COG0702@1|root,KOG4288@2759|Eukaryota,39UV3@33154|Opisthokonta,3NVV8@4751|Fungi,3QSGD@4890|Ascomycota,215PP@147550|Sordariomycetes,3UQ3V@5151|Ophiostomatales	4751|Fungi	GM	NAD dependent epimerase dehydratase		GO:0003674,GO:0003824,GO:0003954,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009987,GO:0016491,GO:0016651,GO:0042180,GO:0042181,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:1901004,GO:1901006,GO:1901576,GO:1901661,GO:1901663											Epimerase,NAD_binding_10	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	TRUE	13709.950494424	-0.4325126986951	0.123166723821811	-3.5116035019396	0.000445411983900626	0.00101321461126478	TRUE	FALSE	down	13709.950494424	1.8444302482605	0.123333078917396	14.9548707001455	1.44762607609455e-50	6.62656642319216e-49	TRUE	TRUE	up	13709.950494424	-2.2769429469556	0.123257321449536	-18.4730847642818	3.40083628637928e-76	2.03574535744102e-74	TRUE	TRUE	down
gene_393	1978953	1979207	jgi.p|Ophnu1|1978953	Ophnu1	OphioH327chr_1	1512528	1513443	+	prediction	2341	2	GO:0005634; GO:0006355	nucleus; regulation of transcription, DNA-dependent	biological_process; cellular_component	0									yes	no	mRNA_393	TRUE	61273.S3BUH6	1.37e-183	512.0	COG5033@1|root,KOG3149@2759|Eukaryota,38HA6@33154|Opisthokonta,3P3G2@4751|Fungi,3QR05@4890|Ascomycota,218AW@147550|Sordariomycetes,3UQ2E@5151|Ophiostomatales	4751|Fungi	K	YEATS family	YAF9	GO:0000123,GO:0000228,GO:0000785,GO:0000790,GO:0000812,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005737,GO:0006139,GO:0006259,GO:0006281,GO:0006325,GO:0006338,GO:0006342,GO:0006348,GO:0006355,GO:0006464,GO:0006473,GO:0006475,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008150,GO:0008152,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016043,GO:0016458,GO:0016569,GO:0016570,GO:0016573,GO:0018193,GO:0018205,GO:0018393,GO:0018394,GO:0019219,GO:0019222,GO:0019538,GO:0031248,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0032991,GO:0033554,GO:0034641,GO:0034728,GO:0035267,GO:0036211,GO:0040029,GO:0043044,GO:0043170,GO:0043189,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043486,GO:0043543,GO:0043933,GO:0043967,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0045814,GO:0045892,GO:0045934,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051276,GO:0051716,GO:0060255,GO:0065007,GO:0070013,GO:0070603,GO:0071704,GO:0071824,GO:0071840,GO:0080090,GO:0090304,GO:0097346,GO:1901360,GO:1901564,GO:1902493,GO:1902494,GO:1902562,GO:1902679,GO:1903506,GO:1903507,GO:1904949,GO:1990234,GO:2000112,GO:2000113,GO:2001141		ko:K11341					ko00000,ko03036				YEATS	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	TRUE	7669.7638345728	-0.447818125057856	0.108178689120264	-4.13961500827587	3.47889160109912e-05	9.13475831454248e-05	TRUE	FALSE	down	7669.7638345728	1.61254593477845	0.108421758354838	14.8728996766588	4.94254022626309e-50	2.1808321823099e-48	TRUE	TRUE	up	7669.7638345728	-2.06036405983631	0.108259781589349	-19.0316665116847	9.32398164378801e-81	6.28451046226971e-79	TRUE	TRUE	down
gene_394	1978954	1979208	jgi.p|Ophnu1|1978954	Ophnu1	OphioH327chr_1	1518761	1521414	+	prediction	2347	2	GO:0004553; GO:0005975	carbohydrate metabolic process; hydrolase activity, hydrolyzing O-glycosyl compounds	biological_process; molecular_function	0									yes	no	mRNA_394	TRUE	61273.S3CVU9	1.49e-186	567.0	28MA0@1|root,2QTTC@2759|Eukaryota,3AIS0@33154|Opisthokonta,3NXRQ@4751|Fungi,3QRKS@4890|Ascomycota,218CB@147550|Sordariomycetes,3UV0B@5151|Ophiostomatales	4751|Fungi	G	mixed-linked glucanase													Glyco_hydro_16	SP	TRUE	0.000282	0.999705	CS pos: 25-26. Pr: 0.9591	TRUE	TRUE	3	-	GH16_1(65-312)	GH16_e226(70-312)	GH16_1+GH16_1	GH16_1	-	TRUE	503.189625613637	-1.26401590988643	0.161972691648475	-7.80388284606454	6.0030923968069e-15	3.88408699294536e-14	TRUE	TRUE	down	503.189625613637	-0.67056177267857	0.160378756360622	-4.18111343356953	2.90085093862011e-05	9.39155977102427e-05	TRUE	FALSE	down	503.189625613637	-0.593454137207864	0.154073326909226	-3.85176428076681	0.000117269878393004	0.00036864860780173	TRUE	FALSE	down
gene_395	1978955	1979209	jgi.p|Ophnu1|1978955	Ophnu1	OphioH327chr_1	1522123	1523136	+	prediction	2353	3	GO:0004222; GO:0006508; GO:0016020	membrane; metalloendopeptidase activity; proteolysis	biological_process; cellular_component; molecular_function	0									yes	no	mRNA_395	TRUE	61273.S3BWJ2	3.13e-189	529.0	COG0501@1|root,KOG2661@2759|Eukaryota,39RBA@33154|Opisthokonta,3NX2W@4751|Fungi,3QKX2@4890|Ascomycota,215MQ@147550|Sordariomycetes,3URWM@5151|Ophiostomatales	4751|Fungi	O	Peptidase family M48	OMA1	GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0006508,GO:0006515,GO:0006807,GO:0006996,GO:0007005,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009056,GO:0009057,GO:0009987,GO:0016020,GO:0016043,GO:0016787,GO:0019538,GO:0019866,GO:0023052,GO:0030163,GO:0031090,GO:0031929,GO:0031966,GO:0031967,GO:0031975,GO:0035556,GO:0035694,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051603,GO:0051716,GO:0065007,GO:0070011,GO:0071704,GO:0071840,GO:0140096,GO:1901564,GO:1901565,GO:1901575											Peptidase_M48	OTHER	FALSE	0.999701	0.000323		TRUE	FALSE	1	-	-	-	GH16_1+GH16_1	-	-	TRUE	825.503815308838	-0.478835454530331	0.0941170543778319	-5.0876587425702	3.62510919831649e-07	1.21976944723228e-06	TRUE	FALSE	down	825.503815308838	0.210265702358932	0.0924484107515951	2.27441121647733	0.0229412736852464	0.0407252805362316	TRUE	FALSE	up	825.503815308838	-0.689101156889263	0.0901158931448306	-7.64683268224138	2.05990073747963e-14	1.88989821144969e-13	TRUE	FALSE	down
