gene_id	protein_id	transcript_id	jgi_name	portal_id	seqid	start	end	strand	source	gff3_line	go_count	go_ids	go_names	go_types	kegg_count	kegg_ecnum	kegg_definition	kegg_catalyticactivity	kegg_cofactors	kegg_associateddiseases	kegg_pathway	kegg_pathway_class	kegg_pathway_type	has_go	has_kegg	signalp_mrna_id	eggnog_annotated	eggnog_seed_ortholog	eggnog_evalue	eggnog_score	eggnog_eggnog_ogs	eggnog_max_annot_lvl	eggnog_cog_category	eggnog_description	eggnog_preferred_name	eggnog_gos	eggnog_ec	eggnog_kegg_ko	eggnog_kegg_pathway	eggnog_kegg_module	eggnog_kegg_reaction	eggnog_kegg_rclass	eggnog_brite	eggnog_kegg_tc	eggnog_cazy	eggnog_bigg_reaction	eggnog_pfams	signalp_prediction	signalp_is_sp	signalp_other_score	signalp_sp_score	signalp_cs_position	dbcan_any_hit	dbcan_high_confidence	dbcan_n_tools	dbcan_ec	dbcan_hmm	dbcan_sub	dbcan_diamond	dbcan_recommended	dbcan_substrate	contrast	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	de_significant_padj_lt_0.05	de_strong_padj_lt_0.05_abs_log2fc_gt_1	de_direction
gene_11	1978571	1978825	jgi.p|Ophnu1|1978571	Ophnu1	OphioH327chr_1	68430	70198	+	prediction	87	0				0									no	no	mRNA_11	TRUE	61273.S3C0V9	0.0	1035.0	299YG@1|root,2RH0W@2759|Eukaryota,39T8I@33154|Opisthokonta,3NX9K@4751|Fungi,3QRST@4890|Ascomycota,215B7@147550|Sordariomycetes,3UV54@5151|Ophiostomatales	4751|Fungi	S	Conserved hypothetical protein														SP	TRUE	0.000244	0.999732	CS pos: 17-18. Pr: 0.9692	FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_onu	358.002816578833	-1.39861165864535	0.199455888391968	-7.01213521406206	2.34708202548076e-12	1.73347904556646e-11	TRUE	TRUE	down
gene_12	1978572	1978826	jgi.p|Ophnu1|1978572	Ophnu1	OphioH327chr_1	70917	72295	-	prediction	95	0				0									no	no	mRNA_12	TRUE	117187.FVEG_10920T0	1.93e-178	512.0	2CK8J@1|root,2QW87@2759|Eukaryota,38GVT@33154|Opisthokonta,3NXH1@4751|Fungi,3QKFH@4890|Ascomycota,218G2@147550|Sordariomycetes,3TSFI@5125|Hypocreales,1FKSJ@110618|Nectriaceae	4751|Fungi	S	Protein of unknown function (DUF1479)													DUF1479	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_onu	63.3328414562614	-1.32086843839739	0.259619406293915	-5.08771072722519	3.624115945829e-07	1.54879842717405e-06	TRUE	TRUE	down
gene_13	1978573	1978827	jgi.p|Ophnu1|1978573	Ophnu1	OphioH327chr_1	72921	74625	+	prediction	101	6	GO:0005215; GO:0005351; GO:0006810; GO:0008643; GO:0016020; GO:0016021	carbohydrate transport; integral to membrane; membrane; sugar:hydrogen symporter activity; transport; transporter activity	biological_process; cellular_component; molecular_function	0									yes	no	mRNA_13	TRUE	5465.ENH81272	6.94e-215	610.0	KOG0254@1|root,KOG0254@2759|Eukaryota,38CTB@33154|Opisthokonta,3NV8R@4751|Fungi,3QMS9@4890|Ascomycota,21795@147550|Sordariomycetes,1F1XF@1028384|Glomerellales	4751|Fungi	U	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family													Sugar_tr	OTHER	FALSE	0.999997	0.000017		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_onu	246.540786874651	-1.83498876754369	0.213917007441501	-8.57804056578108	9.6502917692923e-18	1.09557689051913e-16	TRUE	TRUE	down
gene_14	1978574	1978828	jgi.p|Ophnu1|1978574	Ophnu1	OphioH327chr_1	76905	79722	+	prediction	111	1	GO:0003824	catalytic activity	molecular_function	0									yes	no	mRNA_14	TRUE	61273.S3D1M3	0.0	1378.0	28P2Z@1|root,2QVPG@2759|Eukaryota,38BY2@33154|Opisthokonta,3NZYU@4751|Fungi,3QJF7@4890|Ascomycota,2152Q@147550|Sordariomycetes,3UUC4@5151|Ophiostomatales	4751|Fungi	S	Rhamnosidase B													Bac_rhamnosid6H	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	-|-	CBM67(23-112)+GH78(330-784)	CBM67_e14(16-173)+GH78_e23(258-779)	GH78	CBM67_e14|GH78_e23	rhamnose	interaction_vs_onu	1337.977212241	-1.31827861263875	0.181341602226999	-7.26958732276203	3.60587367885892e-13	2.89824213061337e-12	TRUE	TRUE	down
gene_15	1978575	1978829	jgi.p|Ophnu1|1978575	Ophnu1	OphioH327chr_1	80724	81497	-	prediction	119	0				0									no	no	mRNA_15	TRUE	29908.U7PKN5	8.89e-128	369.0	2C71Q@1|root,2SR7C@2759|Eukaryota,3A3SZ@33154|Opisthokonta,3P3ZE@4751|Fungi,3QUUU@4890|Ascomycota,217YV@147550|Sordariomycetes,3UUSP@5151|Ophiostomatales	4751|Fungi																OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_onu	125.0330330668	-1.36097212436604	0.231711710138407	-5.87355780833477	4.26540194102797e-09	2.29201761551786e-08	TRUE	TRUE	down
gene_16	1978576	1978830	jgi.p|Ophnu1|1978576	Ophnu1	OphioH327chr_1	82522	82930	+	prediction	123	0				0									no	no	mRNA_16	TRUE	61273.S3C0T6	3.4e-29	112.0	COG1028@1|root,KOG1208@2759|Eukaryota,3A2UA@33154|Opisthokonta,3P2UY@4751|Fungi,3QPHN@4890|Ascomycota,2194E@147550|Sordariomycetes,3UVA9@5151|Ophiostomatales	4751|Fungi	Q	Enoyl-(Acyl carrier protein) reductase		GO:0006950,GO:0006970,GO:0008150,GO:0009628,GO:0009987,GO:0033554,GO:0050896,GO:0051716,GO:0071214,GO:0071470,GO:0104004											adh_short	OTHER	FALSE	0.999902	0.000105		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_onu	0.681391273339703	-0.0708156700920225	2.96187479055659	-0.0239090694575631	0.980925139970909	0.987384665822082	FALSE	FALSE	down
gene_17	1978577	1978831	jgi.p|Ophnu1|1978577	Ophnu1	OphioH327chr_1	83705	84516	+	prediction	129	0				0									no	no	mRNA_17	TRUE	61273.S3CKX9	7.22e-122	349.0	COG5065@1|root,KOG4554@2759|Eukaryota,39SHB@33154|Opisthokonta,3P02T@4751|Fungi,3QR76@4890|Ascomycota,215CH@147550|Sordariomycetes,3UQX2@5151|Ophiostomatales	4751|Fungi	P	Phosphate transport (Pho88)	PHO88	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005783,GO:0005789,GO:0006605,GO:0006807,GO:0006810,GO:0006811,GO:0006817,GO:0006820,GO:0006886,GO:0006996,GO:0007029,GO:0008104,GO:0008150,GO:0008152,GO:0009987,GO:0010256,GO:0010467,GO:0012505,GO:0015031,GO:0015698,GO:0015833,GO:0016020,GO:0016021,GO:0016043,GO:0019538,GO:0030176,GO:0031224,GO:0031227,GO:0031984,GO:0033036,GO:0033365,GO:0034613,GO:0042175,GO:0042886,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044238,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045047,GO:0045048,GO:0045184,GO:0046907,GO:0051179,GO:0051205,GO:0051234,GO:0051604,GO:0051641,GO:0051649,GO:0061024,GO:0070727,GO:0070972,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0072594,GO:0072599,GO:0072657,GO:0090150,GO:0098827,GO:1901564											Pho88	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_onu	5985.56051556044	0.356839039629808	0.098366878793497	3.62763405738353	0.000286030271296297	0.000788540780127635	TRUE	FALSE	up
gene_18	1978578	1978832	jgi.p|Ophnu1|1978578	Ophnu1	OphioH327chr_1	85043	86426	+	prediction	137	4	GO:0000166; GO:0003684; GO:0005634; GO:0006289	damaged DNA binding; nucleotide binding; nucleotide-excision repair; nucleus	biological_process; cellular_component; molecular_function	0									yes	no	mRNA_18	TRUE	61273.S3C2Z6	3.58e-241	669.0	COG5145@1|root,KOG4017@2759|Eukaryota,39FN8@33154|Opisthokonta,3NYT9@4751|Fungi,3QM78@4890|Ascomycota,2119Q@147550|Sordariomycetes,3UTDZ@5151|Ophiostomatales	4751|Fungi	L	XPA protein C-terminus	RAD14	GO:0000109,GO:0000110,GO:0000715,GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006259,GO:0006281,GO:0006284,GO:0006289,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008150,GO:0008152,GO:0008270,GO:0009314,GO:0009411,GO:0009416,GO:0009628,GO:0009987,GO:0016043,GO:0032991,GO:0033554,GO:0033683,GO:0034641,GO:0034644,GO:0036297,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0046872,GO:0046914,GO:0050896,GO:0051276,GO:0051716,GO:0070914,GO:0071214,GO:0071478,GO:0071482,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0097159,GO:0104004,GO:1901255,GO:1901360,GO:1901363,GO:1990391		ko:K10847	ko01524,ko03420,map01524,map03420				ko00000,ko00001,ko03400				XPA_C,XPA_N	OTHER	FALSE	0.999976	0.000068		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_onu	2029.06043751688	0.122850017113127	0.110062976985893	1.11617930458916	0.264345391269365	0.346152141542874	FALSE	FALSE	up
gene_19	1978579	1978833	jgi.p|Ophnu1|1978579	Ophnu1	OphioH327chr_1	87351	89985	+	prediction	145	0				0									no	no	mRNA_19	TRUE	61273.S3C5M2	0.0	1304.0	KOG0642@1|root,KOG0642@2759|Eukaryota,38CB2@33154|Opisthokonta,3NXU5@4751|Fungi,3QPFG@4890|Ascomycota,216SG@147550|Sordariomycetes,3UQP6@5151|Ophiostomatales	4751|Fungi	D	Striatin family	ADI1	GO:0000003,GO:0000909,GO:0000910,GO:0003006,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005815,GO:0005816,GO:0005856,GO:0007049,GO:0007088,GO:0007096,GO:0007275,GO:0007346,GO:0008104,GO:0008150,GO:0009966,GO:0009968,GO:0009987,GO:0010564,GO:0010646,GO:0010648,GO:0010948,GO:0010974,GO:0012505,GO:0015630,GO:0016020,GO:0019953,GO:0022402,GO:0022414,GO:0023051,GO:0023057,GO:0030154,GO:0030582,GO:0030584,GO:0031029,GO:0031030,GO:0031967,GO:0031975,GO:0031991,GO:0032465,GO:0032466,GO:0032501,GO:0032502,GO:0032506,GO:0032954,GO:0032955,GO:0032956,GO:0032970,GO:0032991,GO:0033036,GO:0033043,GO:0033365,GO:0034613,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044087,GO:0044380,GO:0044422,GO:0044424,GO:0044428,GO:0044430,GO:0044446,GO:0044464,GO:0044703,GO:0044732,GO:0045786,GO:0045930,GO:0046578,GO:0046580,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0048608,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051056,GO:0051058,GO:0051128,GO:0051129,GO:0051179,GO:0051301,GO:0051302,GO:0051493,GO:0051641,GO:0051704,GO:0051726,GO:0051782,GO:0051783,GO:0061458,GO:0061492,GO:0061509,GO:0065007,GO:0070727,GO:0071957,GO:0071988,GO:0072698,GO:0075259,GO:0090443,GO:0110020,GO:1901891,GO:1901892,GO:1901987,GO:1901990,GO:1902412,GO:1902413,GO:1902440,GO:1902531,GO:1902532,GO:1903436,GO:1903437,GO:1905508		ko:K17608	ko04013,map04013				ko00000,ko00001,ko01009				Striatin,WD40	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GH78+GH43_14+CBM91+GH43_14	-	-	interaction_vs_onu	2282.18340172218	0.154418492145043	0.0622052481099564	2.48240296175794	0.0130499606340083	0.0246160561981294	TRUE	FALSE	up
gene_20	1978580	1978834	jgi.p|Ophnu1|1978580	Ophnu1	OphioH327chr_1	91579	92627	+	prediction	151	4	GO:0000786; GO:0003677; GO:0005634; GO:0006334	DNA binding; nucleosome; nucleosome assembly; nucleus	biological_process; cellular_component; molecular_function	0									yes	no	mRNA_20	TRUE	29908.U7PL86	2.09e-81	243.0	COG5262@1|root,KOG1757@2759|Eukaryota,39ZW3@33154|Opisthokonta,3P342@4751|Fungi,3QU4J@4890|Ascomycota,219A3@147550|Sordariomycetes,3UTZ4@5151|Ophiostomatales	4751|Fungi	B	Histone 2A	HTZ1	GO:0000228,GO:0000785,GO:0000786,GO:0000788,GO:0000790,GO:0000812,GO:0000956,GO:0001672,GO:0003674,GO:0003676,GO:0003677,GO:0003682,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0006139,GO:0006325,GO:0006338,GO:0006342,GO:0006355,GO:0006357,GO:0006401,GO:0006402,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0010639,GO:0010847,GO:0016043,GO:0016070,GO:0016071,GO:0016458,GO:0019219,GO:0019222,GO:0019439,GO:0030466,GO:0031011,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031333,GO:0031974,GO:0031981,GO:0032991,GO:0032993,GO:0033043,GO:0033044,GO:0033202,GO:0034641,GO:0034655,GO:0034728,GO:0040029,GO:0043044,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043254,GO:0043486,GO:0043933,GO:0044087,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0044815,GO:0045798,GO:0045814,GO:0045892,GO:0045934,GO:0046483,GO:0046700,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051276,GO:0060255,GO:0065007,GO:0070013,GO:0070481,GO:0070603,GO:0071704,GO:0071824,GO:0071840,GO:0080090,GO:0090230,GO:0090304,GO:0097159,GO:0097346,GO:1900049,GO:1900050,GO:1901360,GO:1901361,GO:1901363,GO:1901575,GO:1902275,GO:1902494,GO:1902679,GO:1903097,GO:1903098,GO:1903506,GO:1903507,GO:1904949,GO:1905268,GO:2000112,GO:2000113,GO:2001141,GO:2001251		ko:K11251	ko04217,ko05034,ko05322,map04217,map05034,map05322				ko00000,ko00001,ko03036,ko04147				Histone,Histone_H2A_C	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_onu	4594.61691949484	-0.436771465051269	0.092233628631771	-4.73549042285882	2.18526024823782e-06	8.39579341333742e-06	TRUE	FALSE	down
gene_21	1978581	1978835	jgi.p|Ophnu1|1978581	Ophnu1	OphioH327chr_1	93662	94540	-	prediction	157	0				0									no	no	mRNA_21	TRUE	61273.S3C0S9	1.9e-150	429.0	COG0596@1|root,2SKXK@2759|Eukaryota,39ZYT@33154|Opisthokonta,3P28X@4751|Fungi,3QP6Q@4890|Ascomycota,21671@147550|Sordariomycetes,3UTFC@5151|Ophiostomatales	4751|Fungi	S	Serine aminopeptidase, S33													Abhydrolase_1,Abhydrolase_6,Hydrolase_4	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_onu	1818.28257049683	-0.271547731921243	0.101302638161817	-2.68055933042419	0.00734992339219098	0.0147896906998483	TRUE	FALSE	down
