organism	gene_id	base_mean	raw_lfc	shrunk_lfc	padj	direction	eggnog_annotated	preferred_name	description	seed_ortholog	ortholog_groups	max_annotation_level	cog_category	pfam	eggnog_go	eggnog_ec	eggnog_kegg_ko	eggnog_kegg_pathway	eggnog_cazy	signal_peptide	dbcan_any_hit	dbcan_high_confidence	dbcan_family	dbcan_substrate	jgi_go_names	jgi_kegg_definition	jgi_kegg_pathway	display_label	annotation_quality	theme	full_annotation	strong
Ophiostoma	gene_2271	987.038177618895	-1.33543633357295	-1.3176506580476914	3.98802849632105e-24	Downregulated	TRUE		Fungal specific transcription factor domain	61273.S3C5M1	KOG1591@1|root,KOG1591@2759|Eukaryota,3AERE@33154|Opisthokonta,3PA8H@4751|Fungi,3QSN1@4890|Ascomycota,214GV@147550|Sordariomycetes,3UUZE@5151|Ophiostomatales	4751|Fungi	B	2OG-FeII_Oxy_3,Fungal_trans,Zn_clus						FALSE	FALSE	FALSE			DNA binding; nucleus; regulation of transcription, DNA-dependent; transcription; transcription factor activity; zinc ion binding			Fungal specific transcription factor domain	Specific description	Regulation/signalling	Fungal specific transcription factor domain	TRUE
Ophiostoma	gene_6656	562.454937125449	-1.19661453507898	-1.1816039323474137	4.18766250922914e-24	Downregulated	TRUE		A Receptor for Ubiquitination Targets	61273.S3BVT2	2B1M9@1|root,2S0AR@2759|Eukaryota,39N97@33154|Opisthokonta,3P0HR@4751|Fungi,3QM3V@4890|Ascomycota,215PW@147550|Sordariomycetes,3URNX@5151|Ophiostomatales	4751|Fungi	S	F-box,F-box-like						FALSE	FALSE	FALSE						A Receptor for Ubiquitination Targets	Specific description	Regulation/signalling	A Receptor for Ubiquitination Targets	TRUE
Ophiostoma	gene_323	784.120690665039	-1.14172553536191	-1.1273794051583244	1.7595926733406698e-23	Downregulated	TRUE		AMP-binding enzyme	61273.S3BUU9	COG0365@1|root,KOG1175@2759|Eukaryota,38DH9@33154|Opisthokonta,3NU7T@4751|Fungi,3QKBW@4890|Ascomycota,218CJ@147550|Sordariomycetes,3URY8@5151|Ophiostomatales	4751|Fungi	I	ACAS_N,AMP-binding		6.2.1.16	ko:K01907	ko00280,ko00650,map00280,map00650		FALSE	TRUE	FALSE			acetoacetate-CoA ligase activity; catalytic activity; metabolic process	Acetoacetate--CoA ligase.	Butanoate metabolism	AMP-binding enzyme	Specific description	Regulation/signalling	AMP-binding enzyme	TRUE
Ophiostoma	gene_4703	245.50227832816	2.40750574885838	2.383717859943683	2.4636642491475e-40	Upregulated	TRUE		5-oxoprolinase	61273.S3CK86	COG0145@1|root,KOG1939@2759|Eukaryota,38C8D@33154|Opisthokonta,3NU0K@4751|Fungi,3QKS6@4890|Ascomycota	4751|Fungi	E	Hydant_A_N,Hydantoinase_A,Hydantoinase_B		3.5.2.9	ko:K01469	ko00480,map00480		FALSE	TRUE	FALSE			5-oxoprolinase (ATP-hydrolyzing) activity; catalytic activity; hydrolase activity	5-oxoprolinase (ATP-hydrolysing).	Glutathione metabolism	5-oxoprolinase	Specific description	Regulation/signalling	5-oxoprolinase	TRUE
Ophiostoma	gene_4502	5745.67120592443	1.6549745938299	1.6340406907862144	3.7134255611736397e-28	Upregulated	TRUE		ABC transporter transmembrane region	61273.S3D3C3	COG1132@1|root,KOG0055@2759|Eukaryota,39XAZ@33154|Opisthokonta,3NW11@4751|Fungi,3QMNI@4890|Ascomycota,212B0@147550|Sordariomycetes,3UVG7@5151|Ophiostomatales	4751|Fungi	Q	ABC_membrane,ABC_tran						FALSE	TRUE	FALSE			ATP binding; ATPase activity; ATPase activity, coupled to transmembrane movement of substances; integral to membrane; nucleoside-triphosphatase activity; nucleotide binding; transport; xenobiotic-transporting ATPase activity	Xenobiotic-transporting ATPase.	\N	ABC transporter transmembrane region	Specific description	Regulation/signalling	ABC transporter transmembrane region	TRUE
Ophiostoma	gene_7423	2924.55140258213	1.47811814050737	1.4652062283253908	3.77389996773753e-38	Upregulated	TRUE	ACC1	Acetyl-CoA carboxylase, central region	61273.S3BXE1	COG0439@1|root,KOG0368@2759|Eukaryota,38BBT@33154|Opisthokonta,3NUU6@4751|Fungi,3QJKI@4890|Ascomycota,215SQ@147550|Sordariomycetes,3UQKN@5151|Ophiostomatales	4751|Fungi	I	ACC_central,Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2,Carboxyl_trans	GO:0000166,GO:0001676,GO:0003674,GO:0003824,GO:0003989,GO:0004075,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005783,GO:0005789,GO:0005829,GO:0006082,GO:0006606,GO:0006629,GO:0006631,GO:0006633,GO:0006810,GO:0006886,GO:0006913,GO:0006996,GO:0006997,GO:0006998,GO:0008104,GO:0008144,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0010256,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0016043,GO:0016053,GO:0016421,GO:0016874,GO:0016879,GO:0016885,GO:0017038,GO:0017076,GO:0019752,GO:0030554,GO:0031984,GO:0032553,GO:0032555,GO:0032559,GO:0032787,GO:0033036,GO:0033365,GO:0034504,GO:0034613,GO:0035639,GO:0036094,GO:0042175,GO:0042759,GO:0042886,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0046394,GO:0046907,GO:0051169,GO:0051170,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0061024,GO:0070727,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0072330,GO:0072594,GO:0097159,GO:0097367,GO:0098827,GO:1901265,GO:1901363,GO:1901576	2.1.3.15,6.3.4.14,6.4.1.2	ko:K11262	ko00061,ko00254,ko00620,ko00640,ko01100,ko01110,ko01212,ko04152,ko04910,ko04922,map00061,map00254,map00620,map00640,map01100,map01110,map01212,map04152,map04910,map04922		FALSE	TRUE	FALSE			ATP binding; biotin binding; catalytic activity; ligase activity; metabolic process			ACC1	Named gene	Regulation/signalling	Acetyl-CoA carboxylase, central region	TRUE
Ophiostoma	gene_5434	4525.36021009048	1.41092692224311	1.4102270054870008	9.334306914492551e-46	Upregulated	TRUE		A Receptor for Ubiquitination Targets	61273.S3CJ18	2EA1C@1|root,2SGAZ@2759|Eukaryota,3A213@33154|Opisthokonta,3P33P@4751|Fungi,3QU84@4890|Ascomycota,219X3@147550|Sordariomycetes,3UV3P@5151|Ophiostomatales	4751|Fungi	S	F-box-like						FALSE	FALSE	FALSE						A Receptor for Ubiquitination Targets	Specific description	Regulation/signalling	A Receptor for Ubiquitination Targets	TRUE
Ophiostoma	gene_6501	5932.51881073091	1.37792737066631	1.3656401177635462	1.3014402891588e-34	Upregulated	TRUE	AAT1	Aminotransferase class I and II	61273.S3BP78	COG1448@1|root,KOG1411@2759|Eukaryota,38ED5@33154|Opisthokonta,3NU8Q@4751|Fungi,3QK4W@4890|Ascomycota,21570@147550|Sordariomycetes,3UQNE@5151|Ophiostomatales	4751|Fungi	E	Aminotran_1_2	GO:0000096,GO:0001300,GO:0001302,GO:0003674,GO:0003824,GO:0004069,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0006082,GO:0006103,GO:0006107,GO:0006520,GO:0006528,GO:0006529,GO:0006530,GO:0006531,GO:0006532,GO:0006533,GO:0006534,GO:0006536,GO:0006538,GO:0006790,GO:0006807,GO:0007568,GO:0007569,GO:0008150,GO:0008152,GO:0008483,GO:0008652,GO:0009056,GO:0009058,GO:0009063,GO:0009064,GO:0009065,GO:0009066,GO:0009067,GO:0009068,GO:0009069,GO:0009987,GO:0016053,GO:0016054,GO:0016740,GO:0016769,GO:0019266,GO:0019752,GO:0031974,GO:0032502,GO:0032787,GO:0034641,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0043603,GO:0043604,GO:0043648,GO:0043649,GO:0043650,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044271,GO:0044281,GO:0044282,GO:0044283,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046394,GO:0046395,GO:0048869,GO:0051186,GO:0070013,GO:0071704,GO:0072329,GO:0072330,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605,GO:1901606,GO:1901607	2.6.1.1	ko:K14455	ko00220,ko00250,ko00270,ko00330,ko00350,ko00360,ko00400,ko00710,ko00950,ko00960,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,ko04975,map00220,map00250,map00270,map00330,map00350,map00360,map00400,map00710,map00950,map00960,map01100,map01110,map01120,map01130,map01200,map01210,map01230,map04975		FALSE	FALSE	FALSE			amino acid metabolic process; aspartate transaminase activity; biosynthetic process; catalytic activity; pyridoxal phosphate binding; transaminase activity; transferase activity, transferring nitrogenous groups	Aspartate aminotransferase.	Alanine and aspartate metabolism; Alkaloid biosynthesis I; Arginine and proline metabolism; Carbon fixation; Cysteine metabolism; Glutamate metabolism; Phenylalanine metabolism; Phenylalanine, tyrosine and tryptophan biosynthesis; Tyrosine metabolism	AAT1	Named gene	Regulation/signalling	Aminotransferase class I and II	TRUE
Ophiostoma	gene_4212	4351.10554718159	1.294961966683	1.2735939774960592	7.059254910439769e-19	Upregulated	TRUE		ABC-2 family transporter protein	61273.S3D419	COG1131@1|root,KOG0059@2759|Eukaryota,38BPG@33154|Opisthokonta,3NZZS@4751|Fungi,3QMBU@4890|Ascomycota,218DG@147550|Sordariomycetes,3UQBJ@5151|Ophiostomatales	4751|Fungi	Q	ABC2_membrane_3,ABC_tran						FALSE	FALSE	FALSE			ATP binding; ATPase activity; nucleoside-triphosphatase activity; nucleotide binding; xenobiotic-transporting ATPase activity	Xenobiotic-transporting ATPase.	\N	ABC-2 family transporter protein	Specific description	Regulation/signalling	ABC-2 family transporter protein	TRUE
Ophiostoma	gene_4610	567.50907892034	1.19286496184009	1.1819181432273504	2.5399957456794296e-31	Upregulated	TRUE		2OG-Fe(II) oxygenase superfamily	61273.S3CNI2	COG3491@1|root,KOG0143@2759|Eukaryota,39YZC@33154|Opisthokonta,3NYC5@4751|Fungi,3QR9I@4890|Ascomycota,213YU@147550|Sordariomycetes,3UPYC@5151|Ophiostomatales	4751|Fungi	Q	2OG-FeII_Oxy,DIOX_N						FALSE	FALSE	FALSE			gibberellin 2-beta-dioxygenase activity	Gibberellin 2-beta-dioxygenase.	\N	2OG-Fe(II) oxygenase superfamily	Specific description	Regulation/signalling	2OG-Fe(II) oxygenase superfamily	TRUE
