organism	gene_id	base_mean	raw_lfc	shrunk_lfc	padj	direction	eggnog_annotated	preferred_name	description	seed_ortholog	ortholog_groups	max_annotation_level	cog_category	pfam	eggnog_go	eggnog_ec	eggnog_kegg_ko	eggnog_kegg_pathway	eggnog_cazy	signal_peptide	dbcan_any_hit	dbcan_high_confidence	dbcan_family	dbcan_substrate	jgi_go_names	jgi_kegg_definition	jgi_kegg_pathway	display_label	annotation_quality	theme	full_annotation	strong
Fusarium	TRINITY_DN14568_c0_g1	822.193304636002	-1.26854616590412	-1.25652254552065	9.64766035414254e-45	Downregulated	TRUE		BCS1 N terminal	655981.L8G132	COG0465@1|root,KOG0743@2759|Eukaryota,39U06@33154|Opisthokonta,3NX6C@4751|Fungi,3QMIC@4890|Ascomycota,20ZCV@147548|Leotiomycetes	4751|Fungi	O	AAA,BCS1_N			ko:K08900			FALSE	FALSE	FALSE						BCS1 N terminal	Domain-supported	Regulation/signalling	BCS1 N terminal	TRUE
Fusarium	TRINITY_DN12913_c0_g1	57.5698692645145	-1.33791487484525	-1.12980641030667	7.2009012783116e-4	Downregulated	TRUE		FAD binding domain	101028.EKJ76365	COG0654@1|root,KOG2614@2759|Eukaryota,39VWK@33154|Opisthokonta,3NXRU@4751|Fungi,3QRWT@4890|Ascomycota,212C8@147550|Sordariomycetes,3TKNB@5125|Hypocreales,1FU57@110618|Nectriaceae	4751|Fungi	C	FAD_binding_2,FAD_binding_3	GO:0000166,GO:0003674,GO:0003824,GO:0004497,GO:0004502,GO:0005488,GO:0006082,GO:0006139,GO:0006520,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009987,GO:0016053,GO:0016174,GO:0016491,GO:0016651,GO:0016705,GO:0016709,GO:0018958,GO:0019362,GO:0019438,GO:0019637,GO:0019674,GO:0019748,GO:0019752,GO:0032787,GO:0034641,GO:0036094,GO:0042180,GO:0042181,GO:0042537,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044550,GO:0046189,GO:0046394,GO:0046483,GO:0046496,GO:0048037,GO:0050660,GO:0050662,GO:0050664,GO:0051186,GO:0055086,GO:0055114,GO:0070189,GO:0071704,GO:0072330,GO:0072524,GO:0097159,GO:1900813,GO:1900815,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576,GO:1901605,GO:1901615,GO:1901617					FALSE	FALSE	FALSE						FAD binding domain	Domain-supported	Regulation/signalling	FAD binding domain	TRUE
Fusarium	TRINITY_DN5813_c0_g1	399.147476829423	-2.1713987618499	-2.15296912909238	3.71176992327646e-51	Downregulated	TRUE			5507.FOXG_02787P0	2EXG2@1|root,2SZ51@2759|Eukaryota,3ABEY@33154|Opisthokonta,3P9RU@4751|Fungi,3R0GV@4890|Ascomycota,21CVE@147550|Sordariomycetes,3TP04@5125|Hypocreales,1FV9E@110618|Nectriaceae	4751|Fungi								FALSE	FALSE	FALSE						TRINITY_DN5813_c0_g1	Weak/generic	Regulation/signalling		TRUE
Fusarium	TRINITY_DN3575_c0_g1	64.7768469339646	-2.0500138345946	-1.95924641562241	1.37370495002693e-10	Downregulated	TRUE			117187.FVEG_13048T0	2EH6X@1|root,2SMXZ@2759|Eukaryota,3A38M@33154|Opisthokonta,3P3I6@4751|Fungi,3QU1B@4890|Ascomycota,219UD@147550|Sordariomycetes,3TSYW@5125|Hypocreales,1FVAC@110618|Nectriaceae	4751|Fungi								FALSE	FALSE	FALSE						TRINITY_DN3575_c0_g1	Weak/generic	Regulation/signalling		TRUE
Fusarium	TRINITY_DN16336_c0_g1	49.8403423951075	-1.54975279952031	-1.39957161387101	2.0336065477212e-5	Downregulated	TRUE		integral membrane protein	5127.CCT70814	2D21U@1|root,2SK46@2759|Eukaryota,39TIZ@33154|Opisthokonta,3P0I3@4751|Fungi,3QNVT@4890|Ascomycota,218RM@147550|Sordariomycetes	4751|Fungi	S							FALSE	FALSE	FALSE						integral membrane protein	Weak/generic	Regulation/signalling	integral membrane protein	TRUE
Fusarium	TRINITY_DN16759_c0_g1	129.653523183328	-1.37508320168605	-1.29723109212958	1.98273176042266e-8	Downregulated	TRUE			117187.FVEG_12989T0	2EM36@1|root,2SQUS@2759|Eukaryota,3A8SN@33154|Opisthokonta,3P7FH@4751|Fungi,3QZ6J@4890|Ascomycota,21BRW@147550|Sordariomycetes,3TIZI@5125|Hypocreales,1FY6K@110618|Nectriaceae	4751|Fungi								TRUE	FALSE	FALSE						TRINITY_DN16759_c0_g1	Weak/generic	Regulation/signalling		TRUE
Fusarium	TRINITY_DN1259_c0_g1	525.490413064163	-1.17546801125944	-1.15571468540637	2.2624344803552e-25	Downregulated	TRUE			5507.FOXG_02290P0	2CYEP@1|root,2S3WG@2759|Eukaryota,3A65W@33154|Opisthokonta,3P5BD@4751|Fungi,3QWSF@4890|Ascomycota,216IK@147550|Sordariomycetes,3TD5J@5125|Hypocreales,1FRT2@110618|Nectriaceae	4751|Fungi		bZIP_2						FALSE	FALSE	FALSE						bZIP_2	Weak/generic	Regulation/signalling	bZIP_2	TRUE
Fusarium	TRINITY_DN2627_c0_g1	123.382607972014	-1.22493641440935	-1.15003845550449	1.06718362901598e-7	Downregulated	TRUE			5507.FOXG_13674P0	29NK8@1|root,2RW4X@2759|Eukaryota,38VD2@33154|Opisthokonta,3PU0Z@4751|Fungi,3RDCA@4890|Ascomycota,21UP3@147550|Sordariomycetes,3TPNI@5125|Hypocreales,1FWN7@110618|Nectriaceae	4751|Fungi								TRUE	FALSE	FALSE						TRINITY_DN2627_c0_g1	Weak/generic	Regulation/signalling		TRUE
Fusarium	TRINITY_DN14626_c0_g1	44.4848241961111	-1.35265468567104	-1.13506664533485	0.0010528406121759	Downregulated	TRUE		integral membrane protein	101028.EKJ72351	291KZ@1|root,2S2VF@2759|Eukaryota,39WV8@33154|Opisthokonta,3NZB8@4751|Fungi,3QQXJ@4890|Ascomycota,212A8@147550|Sordariomycetes,3TD25@5125|Hypocreales,1FW4J@110618|Nectriaceae	4751|Fungi	S							FALSE	FALSE	FALSE						integral membrane protein	Weak/generic	Regulation/signalling	integral membrane protein	TRUE
Fusarium	TRINITY_DN16034_c0_g1	284.217754665181	-1.08444024070031	-1.0410185375629	4.2723701955918195e-11	Downregulated	TRUE			5127.CCT74272	2CGHJ@1|root,2SIBV@2759|Eukaryota,39W9I@33154|Opisthokonta,3P0RQ@4751|Fungi,3R17U@4890|Ascomycota,2127I@147550|Sordariomycetes,3THM8@5125|Hypocreales,1FQHU@110618|Nectriaceae	4751|Fungi								FALSE	FALSE	FALSE						TRINITY_DN16034_c0_g1	Weak/generic	Regulation/signalling		TRUE
Fusarium	TRINITY_DN10331_c0_g1	92.5126066913497	2.38904591886784	2.32436937082911	2.54433333853851e-16	Upregulated	TRUE	avfA	NAD(P)H-binding	61459.XP_007776839.1	2D29M@1|root,2SM0C@2759|Eukaryota,3AJS1@33154|Opisthokonta,3PDHX@4751|Fungi,3QVX0@4890|Ascomycota	4751|Fungi	S	NAD_binding_10						FALSE	FALSE	FALSE						avfA	Named gene	Regulation/signalling	NAD(P)H-binding	TRUE
Fusarium	TRINITY_DN2554_c0_g1	4723.14007443458	1.24340953798187	1.23829952629287	6.489567275709009e-95	Upregulated	TRUE	BGL4	Belongs to the glycosyl hydrolase 3 family	5507.FOXG_02349P0	COG1472@1|root,2QR4D@2759|Eukaryota,38FS1@33154|Opisthokonta,3NVBN@4751|Fungi,3QJHH@4890|Ascomycota,213CP@147550|Sordariomycetes,3TEQH@5125|Hypocreales,1FT77@110618|Nectriaceae	4751|Fungi	G	Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C		3.2.1.21	ko:K05349	ko00460,ko00500,ko00940,ko01100,ko01110,map00460,map00500,map00940,map01100,map01110	GH3	TRUE	TRUE	TRUE	GH3					BGL4	Named gene	Regulation/signalling	Belongs to the glycosyl hydrolase 3 family	TRUE
Fusarium	TRINITY_DN17196_c0_g1	66.5949887961988	1.33490831050833	1.20879961628159	2.26938837900723e-5	Upregulated	TRUE	chy	Catalyzes the hydration of cyanide to formamide. Degradation of cyanide may be important for plant pathogenic fungi in infection of cyanogenic plants	5507.FOXG_07445P0	COG0388@1|root,KOG0805@2759|Eukaryota,38H7S@33154|Opisthokonta,3NZ7Z@4751|Fungi,3QNPD@4890|Ascomycota,212SX@147550|Sordariomycetes,3TEDW@5125|Hypocreales,1FRUS@110618|Nectriaceae	4751|Fungi	E	CN_hydrolase	GO:0000257,GO:0003674,GO:0003824,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0016787,GO:0016810,GO:0016815,GO:0019499,GO:0019500,GO:0034641,GO:0044237,GO:0044248,GO:0044270,GO:0071704,GO:1901575	4.2.1.66	ko:K10675	ko00460,map00460		FALSE	FALSE	FALSE						chy	Named gene	Regulation/signalling	Catalyzes the hydration of cyanide to formamide. Degradation of cyanide may be important for plant pathogenic fungi in infection of cyanogenic plants	TRUE
Fusarium	TRINITY_DN1317_c0_g1	2231.97127258892	1.04860194227971	1.03764450349482	3.79395336261997e-39	Upregulated	TRUE	MRS2	Inner membrane magnesium transporter MRS2	5127.CCT70220; 101028.EKJ68252; 117187.FVEG_02005T0	KOG2662@1|root,KOG2662@2759|Eukaryota,38EKJ@33154|Opisthokonta,3NWQA@4751|Fungi,3QJBT@4890|Ascomycota,21504@147550|Sordariomycetes,3THMH@5125|Hypocreales,1FPBV@110618|Nectriaceae	4751|Fungi	P	CorA	GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0006810,GO:0006811,GO:0006812,GO:0006839,GO:0008150,GO:0008324,GO:0015075,GO:0015095,GO:0015318,GO:0015693,GO:0016020,GO:0016021,GO:0019866,GO:0022857,GO:0022890,GO:0030001,GO:0031090,GO:0031224,GO:0031966,GO:0031967,GO:0031975,GO:0034220,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045016,GO:0046873,GO:0051179,GO:0051234,GO:0055085,GO:0070838,GO:0072511,GO:0098655,GO:0098660,GO:0098662,GO:1903830,GO:1990542		ko:K16075			FALSE	FALSE	FALSE						MRS2	Named gene	Regulation/signalling	Inner membrane magnesium transporter MRS2	TRUE
Fusarium	TRINITY_DN2605_c0_g1	5673.32446833952	3.41800260417491	3.41628085244577	0	Upregulated	TRUE		Cryptococcal mannosyltransferase 1; FAD binding domain of DNA photolyase	5127.CCT69815; 117187.FVEG_02442T0	28J03@1|root,2S1GT@2759|Eukaryota,39J0G@33154|Opisthokonta,3Q3DA@4751|Fungi,3RKEP@4890|Ascomycota,21QWA@147550|Sordariomycetes,3TTSR@5125|Hypocreales,1FW1D@110618|Nectriaceae; COG0415@1|root,KOG0133@2759|Eukaryota,38DIT@33154|Opisthokonta,3NYHG@4751|Fungi,3QPMI@4890|Ascomycota,216RV@147550|Sordariomycetes,3TCQZ@5125|Hypocreales,1FNEB@110618|Nectriaceae	4751|Fungi	G; LT	CAP59_mtransfer; DNA_photolyase,FAD_binding_7		4.1.99.3	ko:K01669; ko:K13690		GT69	FALSE	TRUE	TRUE	GT69					Cryptococcal mannosyltransferase 1; FAD binding domain of DNA photolyase	Specific description	Regulation/signalling	Cryptococcal mannosyltransferase 1; FAD binding domain of DNA photolyase	TRUE
Fusarium	TRINITY_DN14712_c0_g1	1477.5701341802	3.29315413671494	3.28882571440251	0	Upregulated	TRUE		vivid PAS protein VVD	5518.FGSG_08456P0	COG2202@1|root,2QQR1@2759|Eukaryota,3AJZ7@33154|Opisthokonta,3PD4D@4751|Fungi,3QVWX@4890|Ascomycota,21A53@147550|Sordariomycetes,3TII0@5125|Hypocreales,1FN6W@110618|Nectriaceae	4751|Fungi	T	PAS_9						FALSE	FALSE	FALSE						vivid PAS protein VVD	Specific description	Regulation/signalling	vivid PAS protein VVD	TRUE
Fusarium	TRINITY_DN17968_c0_g1	125.327898406437	3.14579711954558	3.09268609073076	1.4737699615145698e-25	Upregulated	TRUE		GATA zinc finger	101028.EKJ71352	COG5641@1|root,KOG1601@2759|Eukaryota,39UCT@33154|Opisthokonta,3NXAH@4751|Fungi,3R0SJ@4890|Ascomycota,21BZJ@147550|Sordariomycetes,3TNH3@5125|Hypocreales,1FVPV@110618|Nectriaceae	4751|Fungi	K	GATA						FALSE	FALSE	FALSE						GATA zinc finger	Specific description	Regulation/signalling	GATA zinc finger	TRUE
Fusarium	TRINITY_DN2390_c0_g1	1459.45767080432	2.57665255314524	2.57198773745045	3.4701913388649593e-240	Upregulated	TRUE		GATA zinc finger	29850.GGTG_13172T0	COG5641@1|root,KOG1601@2759|Eukaryota,39UCT@33154|Opisthokonta,3NXAH@4751|Fungi,3R0SJ@4890|Ascomycota,21BZJ@147550|Sordariomycetes,41RQN@639021|Magnaporthales	4751|Fungi	K	GATA						FALSE	FALSE	FALSE						GATA zinc finger	Specific description	Regulation/signalling	GATA zinc finger	TRUE
Fusarium	TRINITY_DN11378_c0_g1	85.9671790540184	2.56676807127783	2.49603229535884	3.72667844954988e-16	Upregulated	TRUE		CFEM domain	101028.EKJ74343	2EUF8@1|root,2SWM0@2759|Eukaryota,3ACZP@33154|Opisthokonta,3P9T8@4751|Fungi,3QXXB@4890|Ascomycota,21CUJ@147550|Sordariomycetes,3TP2F@5125|Hypocreales,1FVE8@110618|Nectriaceae	4751|Fungi	S	CFEM						FALSE	FALSE	FALSE						CFEM domain	Specific description	Regulation/signalling	CFEM domain	TRUE
Fusarium	TRINITY_DN7773_c0_g1	28.6812770860527	2.66715205185386	2.43958551875424	4.73956813121762e-6	Upregulated	TRUE		Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family	117187.FVEG_13329T0	KOG0254@1|root,KOG0254@2759|Eukaryota,3AG5U@33154|Opisthokonta,3PCKC@4751|Fungi,3QSJ9@4890|Ascomycota,21P1M@147550|Sordariomycetes,3TT74@5125|Hypocreales,1FSS2@110618|Nectriaceae	4751|Fungi	P	Sugar_tr						FALSE	TRUE	FALSE						Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family	Specific description	Regulation/signalling	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family	TRUE
Fusarium	TRINITY_DN9409_c0_g1	233.589718550028	2.3773535767209	2.35073747780466	2.13112622972307e-38	Upregulated	TRUE		Belongs to the sterol desaturase family	5127.CCT65299	2E8GE@1|root,2SEYJ@2759|Eukaryota,3ADYW@33154|Opisthokonta,3P9PN@4751|Fungi,3RMJU@4890|Ascomycota,211IA@147550|Sordariomycetes,3TFZW@5125|Hypocreales,1FZKM@110618|Nectriaceae	4751|Fungi	S	FA_hydroxylase						FALSE	TRUE	FALSE						Belongs to the sterol desaturase family	Specific description	Regulation/signalling	Belongs to the sterol desaturase family	TRUE
Fusarium	TRINITY_DN16328_c0_g1	2011.47936253275	2.28351227728983	2.27894775337451	4.4980795664720095e-211	Upregulated	TRUE		neutral amino acid permease	101028.EKJ71474	2EEMJ@1|root,2SK0K@2759|Eukaryota,3AFEY@33154|Opisthokonta,3PCQH@4751|Fungi,3QR17@4890|Ascomycota,2168Z@147550|Sordariomycetes,3THNK@5125|Hypocreales,1FQT9@110618|Nectriaceae	4751|Fungi	S	Aa_trans						FALSE	TRUE	FALSE						neutral amino acid permease	Specific description	Regulation/signalling	neutral amino acid permease	TRUE
Fusarium	TRINITY_DN11121_c0_g1	77.0492962184316	2.32440112578307	2.25159533128591	2.4401463719234502e-14	Upregulated	TRUE		Aldo/keto reductase family	5507.FOXG_15734P0	COG0667@1|root,KOG1575@2759|Eukaryota,39V4Y@33154|Opisthokonta,3NY5V@4751|Fungi,3QKTG@4890|Ascomycota,213UI@147550|Sordariomycetes,3TPT5@5125|Hypocreales,1FWVT@110618|Nectriaceae	4751|Fungi	C	Aldo_ket_red						FALSE	FALSE	FALSE						Aldo/keto reductase family	Specific description	Regulation/signalling	Aldo/keto reductase family	TRUE
Fusarium	TRINITY_DN14440_c0_g1	696.758273831736	2.19055983007455	2.17867736936095	1.52639310364565e-78	Upregulated	TRUE		Base excision DNA repair protein	80884.CCF40248	COG0177@1|root,2QRUG@2759|Eukaryota,3989A@33154|Opisthokonta,3NZZC@4751|Fungi,3QR8Q@4890|Ascomycota,217UY@147550|Sordariomycetes,1F2BB@1028384|Glomerellales	4751|Fungi	L	HhH-GPD		4.2.99.18	ko:K10773	ko03410,map03410		FALSE	FALSE	FALSE						Base excision DNA repair protein	Specific description	Regulation/signalling	Base excision DNA repair protein	TRUE
Fusarium	TRINITY_DN13015_c0_g1	119.860098584779	2.05443460017475	1.98873690580021	5.65366813918746e-14	Upregulated	TRUE		Belongs to the type-B carboxylesterase lipase family	5465.ENH86405	COG2272@1|root,KOG4389@2759|Eukaryota,38BW2@33154|Opisthokonta,3NXKD@4751|Fungi,3QN3A@4890|Ascomycota,2129Q@147550|Sordariomycetes,1EUFN@1028384|Glomerellales	4751|Fungi	G	COesterase						FALSE	TRUE	FALSE						Belongs to the type-B carboxylesterase lipase family	Specific description	Regulation/signalling	Belongs to the type-B carboxylesterase lipase family	TRUE
Fusarium	TRINITY_DN16147_c0_g1	273.85010857496	1.81500164143561	1.78938883090748	2.2816933034795698e-30	Upregulated	TRUE		Cytochrome P450	5518.FGSG_11303P0	COG2124@1|root,KOG0157@2759|Eukaryota,38CHP@33154|Opisthokonta,3NZQF@4751|Fungi,3QQD4@4890|Ascomycota,217PK@147550|Sordariomycetes,3TSX7@5125|Hypocreales,1FMWV@110618|Nectriaceae	4751|Fungi	IQ	p450						FALSE	FALSE	FALSE						Cytochrome P450	Specific description	Regulation/signalling	Cytochrome P450	TRUE
Fusarium	TRINITY_DN6033_c0_g2	927.29084952813	1.73730020573296	1.72884630879576	4.22196876712432e-86	Upregulated	TRUE		to trehalase precursor	101028.EKJ73597	COG1626@1|root,KOG0602@2759|Eukaryota,38CKH@33154|Opisthokonta,3NTZ8@4751|Fungi,3QSJX@4890|Ascomycota,217XW@147550|Sordariomycetes,3TGVM@5125|Hypocreales,1FRY4@110618|Nectriaceae	4751|Fungi	G	Trehalase		3.2.1.28	ko:K01194	ko00500,ko01100,map00500,map01100	GH37	TRUE	TRUE	TRUE	GH37					to trehalase precursor	Specific description	Regulation/signalling	to trehalase precursor	TRUE
Fusarium	TRINITY_DN11384_c0_g1	21.0205611815294	2.0219824318006	1.70780627224967	7.4931885947573e-4	Upregulated	TRUE		Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family	5507.FOXG_08911P0	KOG0254@1|root,KOG0254@2759|Eukaryota,38BKC@33154|Opisthokonta,3NUJH@4751|Fungi,3QJND@4890|Ascomycota,211Q5@147550|Sordariomycetes,3TK40@5125|Hypocreales,1FMFW@110618|Nectriaceae	4751|Fungi	P	Sugar_tr						FALSE	FALSE	FALSE						Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family	Specific description	Regulation/signalling	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family	TRUE
Fusarium	TRINITY_DN16565_c0_g1	563.355862453782	1.68302976590996	1.66688364382133	2.9287960436031496e-44	Upregulated	TRUE		Belongs to the short-chain dehydrogenases reductases (SDR) family	5127.CCT67765	COG1028@1|root,KOG1201@2759|Eukaryota,39R63@33154|Opisthokonta,3NZ3S@4751|Fungi,3QJTS@4890|Ascomycota,211MN@147550|Sordariomycetes,3TK6N@5125|Hypocreales,1FNVF@110618|Nectriaceae	4751|Fungi	Q	adh_short						FALSE	TRUE	FALSE						Belongs to the short-chain dehydrogenases reductases (SDR) family	Specific description	Regulation/signalling	Belongs to the short-chain dehydrogenases reductases (SDR) family	TRUE
Fusarium	TRINITY_DN2108_c0_g1	705.562068402686	1.66970046047075	1.65840015925267	1.51285105220422e-63	Upregulated	TRUE		NAD(P)H-binding	140110.NechaP92336; 1051613.XP_003008089.1	2D1FS@1|root,2SHYH@2759|Eukaryota,39WGM@33154|Opisthokonta,3NZKF@4751|Fungi,3QTCZ@4890|Ascomycota,211E5@147550|Sordariomycetes,1F2AP@1028384|Glomerellales; 2D1FS@1|root,2SHYH@2759|Eukaryota,39WGM@33154|Opisthokonta,3NZKF@4751|Fungi,3QTCZ@4890|Ascomycota,211E5@147550|Sordariomycetes,3TVVX@5125|Hypocreales,1FXEF@110618|Nectriaceae	4751|Fungi	S	NAD_binding_10,NmrA						FALSE	TRUE	FALSE						NAD(P)H-binding	Specific description	Regulation/signalling	NAD(P)H-binding	TRUE
